BELGRADE_cloud_cover,BELGRADE_global_radiation,BELGRADE_humidity,BELGRADE_precipitation,BELGRADE_pressure,BELGRADE_sunshine,BELGRADE_temp_max,BELGRADE_temp_mean,BELGRADE_temp_min
5,2.84,0.58,0.0,1.0112,7.6,20.9,15.9,7.3
3,3.38,0.51,0.0,1.0104,12.1,25.3,18.8,11.0
4,2.95,0.5,0.0,1.0139,10.6,26.0,21.7,14.0
1,3.42,0.48,0.0,1.0174,13.1,28.4,22.2,16.0
1,3.5,0.48,0.0,1.0169,13.9,30.2,23.4,15.4
0,3.62,0.43,0.0,1.0124,13.4,31.4,24.9,16.2
1,3.01,0.48,0.0,1.0102,11.0,31.3,25.6,17.0
2,3.03,0.53,0.0,1.0115,11.1,29.9,24.9,17.8
0,3.58,0.52,0.0,1.012,13.0,29.8,24.5,17.6
2,3.03,0.43,0.0,1.0078,11.1,33.5,28.2,18.4
3,3.3,0.43,0.02,1.0078,12.0,29.7,24.8,20.8
6,1.92,0.73,0.54,1.0068,5.8,26.8,19.4,15.8
6,1.93,0.76,0.06,1.0107,4.2,23.9,20.0,15.6
3,2.75,0.68,0.0,1.0124,9.1,28.4,23.0,17.0
2,3.31,0.5,0.0,1.0095,11.4,31.4,25.8,18.9
2,3.07,0.53,0.0,1.0105,11.9,29.4,23.5,18.0
4,2.98,0.54,0.03,1.0127,10.7,27.3,22.8,16.3
8,2.31,0.72,1.25,1.0112,3.8,24.8,20.0,16.9
7,1.84,0.8,0.2,1.0139,2.2,22.0,18.1,15.4
3,2.68,0.69,0.04,1.0158,7.2,25.4,19.1,15.5
4,2.7,0.62,0.01,1.0164,8.8,26.8,21.2,12.9
3,2.67,0.59,0.1,1.0115,9.7,26.6,21.4,15.2
8,1.92,0.83,1.69,1.0103,0.0,21.4,17.6,15.8
3,2.87,0.64,0.0,1.0158,10.0,22.6,17.8,15.6
1,3.6,0.5,0.0,1.0153,13.8,26.1,21.3,11.8
6,2.51,0.66,0.02,1.0157,6.3,27.9,19.8,17.2
8,1.34,0.81,0.13,1.0188,0.0,19.7,17.8,16.7
3,3.05,0.64,0.0,1.0192,9.1,25.9,21.4,15.2
1,3.29,0.59,0.0,1.0175,12.8,27.7,22.4,16.0
2,2.97,0.52,0.05,1.0104,9.4,30.7,25.1,17.9
7,1.86,0.69,0.74,1.0084,3.5,24.6,21.0,16.4
5,1.57,0.72,0.03,1.0103,4.8,23.0,18.7,15.9
3,3.54,0.51,0.0,1.0118,12.5,28.8,23.7,13.8
0,3.28,0.53,0.0,1.0092,11.6,32.4,27.0,17.2
2,2.87,0.43,0.34,1.0086,10.2,32.3,26.4,23.3
5,2.6,0.64,0.01,1.0127,7.7,25.7,22.9,19.3
5,0.84,0.66,0.0,1.0124,1.0,22.9,20.3,17.2
2,3.33,0.53,0.0,1.0136,12.7,26.0,21.3,14.2
0,3.48,0.53,0.0,1.0157,13.1,27.6,21.7,13.5
3,3.31,0.44,0.0,1.0111,12.0,32.6,26.2,17.3
7,2.12,0.72,0.94,1.0124,4.0,27.4,20.1,16.3
3,3.0,0.61,0.05,1.0207,11.3,23.4,19.2,15.4
5,2.64,0.66,0.09,1.0144,6.2,25.0,20.6,15.5
1,3.33,0.58,0.0,1.0147,12.9,27.5,22.1,14.0
3,2.53,0.62,0.86,1.0123,7.7,28.4,21.9,17.9
0,3.45,0.62,0.0,1.0148,13.1,28.4,22.1,14.8
4,2.77,0.63,1.05,1.0119,9.2,32.2,22.9,19.0
8,1.91,0.82,2.18,1.0155,3.8,22.5,17.9,15.6
8,0.4,0.94,0.66,1.0155,0.0,17.0,16.3,15.2
0,3.04,0.69,0.0,1.0146,12.0,26.2,19.8,13.5
2,3.03,0.6,0.0,1.0053,12.0,30.2,24.6,17.9
4,2.95,0.61,0.43,1.0064,10.8,31.2,21.0,15.3
4,1.43,0.83,0.68,1.0148,2.6,19.6,16.3,14.0
1,3.1,0.7,0.0,1.0146,12.7,25.4,20.1,12.6
1,3.08,0.64,0.0,1.015,12.6,27.8,22.2,14.8
1,3.06,0.59,0.0,1.0126,12.5,31.0,24.6,16.3
3,2.54,0.57,2.04,1.0034,9.8,34.4,26.9,22.0
7,1.88,0.79,0.26,1.0061,3.7,25.3,17.9,15.6
8,1.24,0.73,0.0,1.0111,0.3,20.2,16.2,15.2
2,2.75,0.66,0.0,1.0139,7.2,24.3,18.9,13.2
1,2.55,0.63,0.0,1.0186,10.4,26.8,21.2,15.4
5,2.83,0.58,0.03,1.017,9.7,28.9,23.3,15.2
3,2.65,0.65,0.0,1.014,9.0,28.9,23.3,18.7
0,2.76,0.69,0.0,1.0129,11.0,28.1,22.4,16.8
0,2.95,0.6,0.0,1.0131,11.4,29.9,24.2,18.2
1,2.93,0.59,0.0,1.0153,10.6,30.4,24.4,19.5
5,2.76,0.63,0.0,1.0142,9.2,30.6,24.1,18.7
6,1.69,0.81,1.74,1.0139,3.5,25.0,21.2,19.5
4,1.86,0.79,0.0,1.0148,6.6,25.6,20.1,16.2
5,2.21,0.74,0.14,1.0135,6.3,29.4,22.1,17.2
4,2.4,0.76,0.1,1.0146,8.7,27.0,20.1,16.5
5,2.33,0.73,0.0,1.0171,6.9,24.4,20.0,16.0
0,2.95,0.68,0.0,1.0185,10.9,25.1,19.5,14.9
0,2.51,0.62,0.0,1.0171,9.4,25.8,20.3,14.1
3,2.32,0.62,0.03,1.0124,7.9,29.7,24.8,17.5
8,1.08,0.78,3.53,1.0082,2.6,26.8,20.2,16.9
1,2.97,0.67,0.0,1.0092,12.3,26.9,21.0,14.6
7,0.97,0.68,0.22,1.0043,1.2,25.6,20.8,18.4
4,1.85,0.77,0.08,0.9998,7.9,26.3,19.4,16.6
5,2.21,0.64,0.2,1.0057,8.1,26.3,20.2,13.4
8,0.65,0.87,0.01,1.0114,0.0,19.2,14.6,12.7
6,1.84,0.71,0.0,1.0158,4.2,21.7,16.6,13.9
0,2.67,0.71,0.0,1.018,11.4,23.2,16.8,10.0
0,2.78,0.54,0.0,1.0183,12.0,28.2,21.7,14.3
2,2.61,0.58,0.0,1.0167,10.8,31.3,24.0,17.8
0,2.41,0.66,0.0,1.0179,10.1,29.3,23.7,18.2
0,2.68,0.62,0.0,1.0172,10.9,28.4,22.5,16.5
1,2.62,0.5,0.0,1.0155,10.5,26.7,21.5,17.2
3,2.41,0.56,0.0,1.0163,8.5,26.7,21.2,16.8
1,2.63,0.55,0.0,1.0156,10.8,28.0,21.5,16.2
3,2.24,0.52,0.0,1.0156,8.6,25.8,20.5,18.2
2,2.4,0.57,0.0,1.0167,10.3,28.5,20.7,15.0
0,2.55,0.6,0.0,1.018,10.9,28.6,21.3,13.7
0,2.45,0.67,0.0,1.0209,10.4,27.7,20.8,15.4
0,2.36,0.69,0.0,1.0204,9.8,28.0,21.4,16.5
2,2.26,0.66,0.0,1.0188,10.0,28.1,21.0,15.8
3,2.38,0.58,0.14,1.0143,8.8,30.6,19.1,13.0
6,1.82,0.58,0.0,1.022,6.3,19.4,14.6,10.6
8,1.79,0.57,0.0,1.023,3.7,20.4,16.9,10.7
1,2.31,0.63,0.0,1.0235,10.8,25.6,19.2,14.6
3,2.42,0.6,1.3,1.0195,10.6,29.2,21.2,13.8
3,2.38,0.56,0.0,1.0289,8.7,19.7,12.5,10.2
0,2.55,0.66,0.0,1.02,11.2,20.8,14.0,6.3
4,2.17,0.59,0.02,1.0136,8.7,21.2,14.9,9.4
8,0.57,0.75,1.87,1.0169,0.0,14.4,9.1,7.8
8,0.35,0.95,0.73,1.0153,0.0,10.2,9.3,7.8
8,0.62,0.83,0.4,1.0225,0.0,13.1,11.4,9.0
7,0.24,0.94,1.98,1.0159,0.0,14.0,11.6,10.6
7,0.67,0.93,0.1,1.0155,0.2,14.4,12.1,10.3
6,1.4,0.81,0.02,1.0173,3.7,18.2,13.7,9.5
7,1.07,0.74,0.0,1.0164,0.2,16.0,13.1,11.6
8,0.51,0.95,0.68,1.0168,0.0,12.4,11.0,9.7
6,0.66,0.89,0.01,1.0221,0.0,13.3,11.3,10.5
3,1.74,0.62,0.0,1.0265,7.2,16.6,10.9,8.4
7,1.29,0.66,0.0,1.0293,0.9,14.5,10.0,7.6
2,1.97,0.58,0.0,1.0333,8.5,14.4,8.9,4.4
0,2.13,0.54,0.0,1.0338,10.2,14.0,8.5,4.6
1,2.1,0.55,0.0,1.027,10.3,18.0,10.0,3.9
3,2.07,0.6,0.0,1.0156,10.4,25.4,15.5,5.9
8,0.25,0.87,1.12,1.0152,0.0,17.0,8.1,6.6
6,0.69,0.89,0.0,1.0178,2.2,11.1,8.1,6.3
1,2.12,0.64,0.0,1.0241,9.7,16.6,10.6,4.3
1,2.01,0.55,0.0,1.0214,10.4,21.7,13.7,7.4
0,1.88,0.57,0.0,1.0179,10.0,23.5,15.7,9.1
1,1.69,0.66,0.0,1.0147,8.2,24.2,15.8,9.0
0,1.92,0.55,0.0,1.0115,10.1,25.5,18.1,10.6
2,1.63,0.5,0.04,1.0098,7.6,24.6,19.0,14.5
6,1.29,0.75,0.05,1.0129,3.8,19.0,14.7,13.0
7,0.94,0.76,0.12,1.0146,0.0,17.9,14.3,13.2
5,1.53,0.66,0.0,1.0195,6.5,20.0,15.6,11.8
6,1.2,0.68,0.0,1.0229,3.6,18.2,14.2,11.2
7,0.63,0.78,0.0,1.0214,0.1,18.1,15.0,13.0
5,1.03,0.68,0.0,1.0218,1.0,17.0,13.1,10.6
2,1.43,0.67,0.0,1.0252,6.3,15.6,10.5,6.3
0,1.71,0.59,0.0,1.0269,9.0,15.4,9.3,6.1
0,1.63,0.66,0.0,1.0272,9.0,16.9,9.9,3.5
0,1.59,0.65,0.0,1.0254,9.3,20.8,11.6,4.5
0,1.46,0.72,0.0,1.0271,8.2,19.0,11.6,6.4
1,1.7,0.63,0.0,1.0285,8.3,17.6,11.8,7.5
0,1.47,0.6,0.0,1.0274,8.0,18.9,12.2,7.8
2,1.21,0.63,0.0,1.0263,5.7,21.7,14.0,9.4
0,1.29,0.81,0.0,1.0277,6.9,19.4,13.5,9.2
5,0.97,0.85,0.0,1.0283,1.3,16.4,11.7,8.5
0,1.13,0.84,0.0,1.028,5.7,17.3,11.7,7.5
0,1.33,0.83,0.0,1.0269,6.8,16.7,11.0,6.2
3,1.35,0.83,0.0,1.0247,6.1,18.6,12.4,6.1
8,0.31,0.96,0.0,1.0269,0.0,12.5,8.9,6.6
8,0.37,0.86,0.03,1.0264,0.0,13.2,11.7,9.6
6,0.22,0.92,0.02,1.0222,0.0,12.4,10.1,8.8
7,0.95,0.78,0.18,1.0158,1.4,17.5,12.0,7.9
8,0.32,0.9,0.55,1.0166,0.0,11.1,10.2,9.6
6,0.74,0.72,0.0,1.0166,0.7,14.5,11.1,7.0
3,1.14,0.59,0.0,1.0161,7.3,21.7,15.6,7.1
7,0.5,0.79,0.0,1.0208,0.5,17.0,13.3,12.2
4,1.11,0.75,0.3,1.0208,6.5,19.0,14.8,8.0
7,0.91,0.89,0.0,1.0245,3.2,18.6,13.5,11.4
7,0.24,0.89,0.0,1.0286,0.0,13.2,10.7,10.0
4,0.85,0.81,0.0,1.028,3.7,14.4,10.8,9.1
8,0.58,0.71,0.0,1.0225,0.4,16.7,13.5,8.5
3,1.04,0.71,0.0,1.0251,7.3,21.0,15.3,11.6
0,1.11,0.55,0.0,1.0162,8.7,23.7,16.9,9.2
6,0.63,0.63,0.26,1.0079,1.6,17.3,10.2,8.0
5,0.27,0.9,0.26,1.0076,0.0,8.2,5.8,5.1
3,0.91,0.75,0.0,1.0011,4.8,20.2,8.6,3.9
7,0.65,0.85,2.47,0.9955,2.4,14.5,7.9,5.7
6,0.55,0.76,0.2,1.0015,2.5,8.7,6.5,4.3
5,0.36,0.88,0.1,1.0098,1.1,7.0,3.8,2.4
7,0.39,0.93,0.0,1.0192,0.0,5.2,2.4,0.6
0,1.08,0.93,0.0,1.02,6.2,6.9,0.8,-1.4
3,1.17,0.73,0.0,1.0107,7.1,9.1,5.1,-0.6
5,0.47,0.71,0.51,1.005,1.5,13.4,8.9,5.0
8,0.25,0.97,1.4,1.0152,0.0,8.5,2.3,0.5
3,1.0,0.88,0.0,1.0192,5.6,5.9,2.6,-0.4
5,0.79,0.73,0.97,1.0101,4.4,7.8,5.1,-0.5
8,0.44,0.92,0.1,0.9952,1.9,9.4,2.9,1.3
8,0.27,0.82,0.35,1.0038,0.2,3.7,2.4,1.4
6,0.31,0.8,0.03,1.0199,0.8,4.4,2.4,0.5
3,0.87,0.74,0.0,1.0242,5.9,3.6,-0.3,-1.6
7,0.55,0.86,0.9,1.0155,2.1,3.8,0.4,-2.6
8,0.22,0.94,1.12,1.0149,0.0,1.3,-1.2,-1.9
8,0.18,0.96,1.94,1.0144,0.0,-1.0,-1.5,-3.0
8,0.15,0.91,0.22,1.0238,0.0,-0.4,-1.3,-2.6
2,0.63,0.82,0.0,1.0306,4.5,-0.4,-5.5,-7.0
1,0.91,0.78,0.0,1.0242,6.7,-0.4,-5.1,-7.7
4,0.91,0.67,0.58,1.0127,7.6,3.0,-0.3,-7.6
8,0.37,0.93,0.27,1.0126,1.3,5.7,1.8,0.6
3,0.65,0.83,0.0,1.0194,3.9,5.7,3.4,0.5
8,0.27,0.8,0.29,1.0147,0.0,4.8,3.7,3.0
8,0.24,0.83,0.05,1.0201,0.0,3.8,0.2,-1.5
6,0.25,0.69,0.0,1.0357,0.0,-1.3,-2.5,-3.4
0,0.86,0.63,0.0,1.0406,7.6,-1.2,-3.9,-5.3
0,0.96,0.69,0.0,1.036,7.7,0.5,-3.2,-6.9
3,0.53,0.93,0.0,1.0361,4.6,-3.6,-6.3,-7.9
7,0.24,0.89,0.1,1.0309,0.0,-1.1,-2.5,-6.6
8,0.16,0.92,0.0,1.0359,0.0,-0.5,-2.0,-5.2
8,0.24,0.9,0.0,1.0358,0.0,-0.4,-2.6,-3.0
8,0.24,0.88,0.0,1.0341,0.0,-2.8,-4.0,-4.7
8,0.24,0.88,0.0,1.0318,0.0,-3.8,-4.4,-5.3
8,0.24,0.95,0.0,1.0321,0.0,-4.2,-5.3,-5.6
8,0.24,0.92,0.01,1.0327,0.0,-4.5,-4.9,-5.6
8,0.32,0.82,0.0,1.0365,0.0,-3.7,-4.5,-6.1
8,0.16,0.86,0.0,1.0352,0.0,-3.9,-4.3,-4.9
6,0.65,0.78,0.24,1.0292,3.2,1.4,-0.6,-5.4
7,0.14,0.92,0.79,1.0172,0.0,6.7,3.8,-0.4
6,0.41,0.8,0.0,1.0229,2.6,6.5,4.7,3.2
1,0.75,0.69,0.0,1.0178,5.9,9.2,4.3,1.1
6,0.62,0.57,0.0,1.0118,2.6,10.4,8.1,2.7
8,0.24,0.9,1.54,1.015,0.0,11.0,6.2,5.1
8,0.61,0.83,0.0,1.0058,2.9,8.6,5.8,2.8
7,0.32,0.72,0.0,1.0036,0.5,6.4,3.3,2.3
7,0.64,0.73,0.0,1.0177,3.7,2.4,1.1,0.4
0,0.86,0.68,0.0,1.028,7.9,6.0,1.0,-2.7
5,0.34,0.68,0.1,1.0206,0.9,6.8,3.1,-0.4
6,0.31,0.81,0.34,1.0151,0.0,7.2,3.5,1.6
3,0.77,0.77,0.0,1.0252,6.3,2.6,-0.4,-1.5
1,0.95,0.76,0.0,1.0345,7.1,-0.9,-3.7,-5.2
8,0.18,0.75,0.01,1.033,0.0,-2.1,-2.4,-4.4
8,0.25,0.81,0.0,1.0348,0.0,-2.2,-3.1,-3.8
2,1.01,0.68,0.0,1.0305,7.6,1.0,-1.9,-5.2
8,0.3,0.95,0.0,1.0264,0.0,-2.2,-5.6,-7.6
5,0.7,0.75,0.0,1.018,2.1,2.8,-0.2,-5.8
3,0.84,0.56,0.0,1.014,5.0,9.3,5.9,2.1
5,0.88,0.64,0.0,1.0219,5.7,13.7,9.0,5.2
0,0.79,0.86,0.0,1.0235,5.7,10.7,4.7,2.0
8,0.17,0.96,0.0,1.0243,0.0,3.9,0.8,-0.3
3,0.86,0.63,0.0,1.0202,6.6,5.8,2.8,0.8
6,0.38,0.67,0.05,1.0131,0.0,2.4,0.4,-0.6
3,0.74,0.68,0.0,1.0132,5.1,4.0,0.5,-0.6
1,0.96,0.74,0.0,1.0125,6.8,4.6,1.0,-0.9
2,0.92,0.69,0.0,1.0114,6.9,2.8,-0.3,-1.6
7,0.42,0.7,0.0,1.0136,0.0,-1.4,-2.0,-3.1
7,0.5,0.73,0.0,1.0154,0.0,2.5,0.4,-1.6
8,0.55,0.82,0.0,1.0181,0.0,3.2,1.1,-0.6
5,1.0,0.68,0.26,1.0113,7.2,9.7,4.9,0.1
7,0.19,0.87,0.82,1.0055,0.0,6.6,4.7,4.0
4,0.92,0.7,0.0,1.0138,6.9,10.1,4.5,-0.8
1,0.92,0.79,0.0,1.0184,6.8,9.2,4.2,-0.2
4,0.89,0.66,0.0,1.0168,3.8,9.1,5.1,-0.5
7,0.35,0.61,0.51,0.9995,0.5,8.8,6.7,4.9
8,0.27,0.93,0.42,0.9982,0.0,7.2,5.6,4.3
7,0.57,0.79,0.02,1.0086,3.1,7.0,4.2,2.3
7,0.47,0.82,0.0,1.0139,1.3,4.8,2.6,0.7
3,1.24,0.73,0.0,1.0068,8.0,8.8,3.9,0.7
8,0.48,0.83,0.03,1.0126,0.0,4.4,2.8,1.7
7,0.78,0.78,0.0,1.0206,1.9,4.8,1.3,0.2
8,0.67,0.72,0.43,1.0211,0.6,2.9,0.6,-0.7
8,0.34,0.96,1.66,1.012,0.0,0.9,0.0,-1.0
8,0.24,0.95,1.04,1.0078,0.0,0.2,-0.5,-0.8
8,0.3,0.88,0.04,1.0084,0.0,-0.2,-1.3,-2.0
8,0.61,0.9,0.1,1.0125,0.0,-0.1,-1.5,-2.7
3,0.88,0.89,0.0,1.0134,2.3,1.4,-0.3,-3.1
6,1.09,0.7,0.0,1.0027,3.8,6.3,4.1,0.4
8,0.88,0.81,0.57,1.0042,3.8,14.8,7.7,4.3
8,0.16,0.96,2.75,1.0042,0.0,6.7,5.7,5.4
8,0.16,0.97,1.54,1.0007,0.0,5.4,0.9,0.2
8,0.18,0.87,0.17,1.0099,0.0,0.2,-0.7,-1.5
3,1.43,0.63,0.31,1.0098,8.0,3.7,0.3,-4.2
8,0.4,0.94,0.61,1.0078,0.0,3.6,2.3,0.6
8,0.29,0.94,1.24,1.0146,0.0,2.6,-0.6,-1.2
6,0.55,0.91,2.03,1.0153,0.0,-0.5,-2.1,-6.3
8,0.34,0.91,0.15,1.018,0.0,0.0,-3.7,-5.0
3,1.27,0.86,0.0,1.0278,2.6,-0.6,-6.4,-10.4
1,1.59,0.89,0.0,1.0229,6.0,0.7,-5.5,-11.3
2,1.54,0.77,0.0,1.0207,7.0,10.6,3.2,-6.6
5,1.42,0.65,0.0,1.0194,3.4,9.5,5.8,3.4
8,1.14,0.69,0.02,1.0116,0.0,11.3,6.6,3.4
7,0.99,0.62,0.07,1.003,2.1,16.6,12.2,6.0
7,1.4,0.68,0.0,1.0032,6.0,18.7,13.5,10.8
6,1.29,0.61,0.3,1.0079,5.0,19.5,12.9,10.6
4,1.37,0.74,0.0,1.011,3.6,17.2,11.6,8.7
2,1.42,0.76,0.0,1.0134,6.4,18.2,12.2,8.0
0,1.86,0.7,0.0,1.0114,9.6,18.8,11.8,8.1
0,1.8,0.68,0.0,1.0097,9.5,19.0,11.9,7.4
5,1.46,0.63,0.0,1.0106,5.4,20.5,13.6,8.6
6,1.31,0.73,0.0,1.0105,2.9,16.8,10.9,8.9
8,0.13,0.94,0.27,1.0171,0.0,9.5,3.7,2.0
5,0.74,0.73,0.0,1.0194,1.2,5.6,3.9,2.1
5,1.49,0.76,0.19,1.0178,5.1,9.0,5.2,0.0
5,0.28,0.89,0.34,1.0214,0.2,6.0,4.2,2.8
6,1.19,0.71,0.0,1.0173,3.7,9.5,6.2,0.0
5,0.86,0.77,0.14,1.0166,1.2,8.1,3.4,1.6
0,1.82,0.68,0.0,1.0206,8.0,9.5,4.8,-1.5
5,1.23,0.6,0.0,1.0191,2.4,13.8,9.5,2.6
8,1.16,0.68,0.62,1.0138,2.6,17.0,10.7,7.5
1,2.12,0.55,0.0,1.0126,9.5,17.6,12.2,6.6
7,0.86,0.6,1.06,1.0074,0.3,17.6,9.9,5.8
8,0.51,0.91,0.19,1.0134,0.0,7.7,6.9,5.8
7,1.37,0.72,0.0,1.0186,0.8,8.3,5.6,3.1
4,1.69,0.61,0.66,1.0105,5.7,10.1,6.9,0.9
7,1.23,0.78,0.43,0.9984,2.7,13.9,8.4,5.9
7,1.01,0.65,0.0,1.0091,0.1,8.1,5.4,3.1
2,2.33,0.52,0.0,1.016,10.9,10.2,5.0,-0.6
8,0.56,0.65,1.02,1.0049,0.2,9.1,6.0,4.6
6,0.57,0.84,0.09,1.0131,0.0,7.5,5.0,2.3
3,2.31,0.61,0.0,1.0137,9.7,13.0,8.0,1.3
5,0.87,0.72,0.0,1.0166,1.9,9.2,6.6,5.3
2,2.31,0.5,0.0,1.0237,10.8,13.8,8.0,0.8
1,2.55,0.4,0.0,1.0209,11.2,18.8,12.7,4.6
0,2.55,0.43,0.0,1.0153,11.3,21.0,14.2,9.1
0,2.45,0.46,0.0,1.012,8.0,18.7,12.7,9.0
2,2.25,0.56,0.0,1.0071,7.6,19.5,14.1,8.0
5,2.23,0.58,0.0,1.0028,7.3,18.3,12.9,8.8
2,2.45,0.64,0.0,1.005,9.7,19.6,13.0,8.3
8,0.66,0.93,0.06,1.0055,0.0,13.4,11.8,9.6
8,1.14,0.83,0.55,1.0092,0.1,14.1,11.3,10.0
6,1.39,0.7,0.0,1.0168,2.9,11.4,7.9,5.6
5,2.34,0.8,0.14,1.0165,9.0,11.2,4.7,-0.5
7,0.86,0.84,0.43,1.0069,0.0,9.9,7.8,4.1
5,2.31,0.7,0.0,1.0113,9.0,12.3,7.1,3.9
5,1.95,0.73,0.05,1.013,3.9,15.0,9.5,4.5
5,1.82,0.64,0.0,1.0141,4.1,19.0,13.4,8.5
5,2.31,0.48,0.0,1.0129,6.7,25.2,17.7,11.0
6,0.87,0.55,0.01,1.003,0.6,19.4,16.5,7.2
5,2.21,0.6,0.0,0.9992,7.6,18.0,14.5,13.0
6,1.62,0.65,0.61,1.0013,3.9,17.6,11.7,8.6
8,0.66,0.83,0.0,1.0078,0.0,9.1,6.9,5.4
8,0.57,0.79,0.32,1.0142,0.0,6.4,5.0,4.4
8,0.55,0.83,0.08,1.0143,0.0,6.3,4.5,3.1
7,1.06,0.68,0.03,1.012,0.3,9.6,7.2,3.7
7,1.17,0.65,0.0,1.0145,0.4,12.2,9.9,6.2
5,2.75,0.53,0.0,1.0147,10.1,19.5,13.9,7.6
5,2.12,0.68,0.03,1.017,5.8,18.0,12.3,7.1
5,1.86,0.69,0.03,1.0166,5.9,18.4,12.5,8.3
3,2.17,0.61,0.05,1.0127,9.5,19.4,13.2,6.8
8,0.88,0.83,0.36,1.0087,0.0,15.7,11.4,9.1
5,1.85,0.74,0.12,1.0056,6.8,19.0,14.0,9.5
5,1.32,0.67,0.19,1.0068,3.3,16.7,13.0,9.1
3,1.84,0.73,0.12,1.0084,5.7,18.9,13.5,9.3
4,2.29,0.68,0.0,1.0125,7.7,21.2,15.0,8.3
7,2.24,0.58,0.0,1.0093,6.0,23.4,17.8,13.6
6,2.24,0.46,0.01,1.002,4.7,27.7,21.9,14.3
8,0.78,0.85,2.33,0.9958,0.1,24.2,13.6,10.9
6,2.53,0.73,0.18,1.0115,7.6,20.2,14.5,10.2
2,2.77,0.67,0.0,1.0205,8.9,20.2,14.6,8.8
4,3.01,0.51,0.0,1.0197,10.6,23.7,19.1,11.4
7,2.14,0.64,0.34,1.0132,3.7,25.0,18.8,16.2
8,1.25,0.85,0.6,1.0075,1.7,18.0,12.4,10.2
7,2.52,0.83,0.56,1.0053,4.9,17.7,13.7,9.8
7,1.99,0.78,0.0,1.0081,4.7,19.2,14.2,11.8
7,1.41,0.84,0.09,1.0165,2.3,17.4,12.3,10.3
7,1.69,0.58,0.0,1.0196,4.0,12.9,9.3,7.6
4,1.9,0.7,0.0,1.0172,4.6,10.2,5.2,3.7
7,2.55,0.66,0.55,1.0118,6.1,14.5,9.9,1.6
5,1.34,0.79,0.03,1.011,2.7,13.9,10.1,8.6
5,2.18,0.66,0.0,1.0144,5.2,15.6,11.8,5.3
2,2.39,0.69,0.24,1.0156,8.6,17.6,12.0,6.4
4,2.88,0.53,0.1,1.0184,11.8,21.5,16.7,7.7
3,2.78,0.62,0.0,1.018,9.8,22.0,16.6,10.6
4,2.69,0.59,0.02,1.0148,7.3,23.7,18.6,12.5
5,2.33,0.74,2.57,1.0146,7.9,23.2,17.2,14.1
4,2.73,0.67,0.0,1.0155,7.5,24.2,20.0,13.5
8,0.87,0.68,1.74,1.0073,0.0,21.3,19.5,17.4
6,2.42,0.83,0.27,1.0061,7.1,22.8,16.1,13.1
5,2.52,0.62,0.0,1.011,7.8,23.3,18.0,13.6
6,2.07,0.76,1.13,1.0135,7.5,21.9,16.9,13.4
4,2.12,0.79,0.02,1.0139,5.8,19.9,15.3,13.0
7,2.09,0.75,0.02,1.0172,2.0,18.8,14.7,10.7
7,1.56,0.84,1.0,1.0163,2.2,18.1,14.1,11.2
7,1.73,0.84,0.72,1.0141,3.0,18.7,14.1,12.2
6,2.31,0.78,0.02,1.0162,6.7,20.0,15.4,10.0
3,3.06,0.71,0.0,1.0192,10.5,23.6,18.6,11.7
3,3.5,0.55,0.0,1.0202,13.3,26.8,21.7,13.7
3,3.34,0.56,0.0,1.0185,12.4,25.8,20.8,13.4
1,2.88,0.58,0.0,1.0174,9.8,27.6,20.5,13.4
2,3.2,0.58,0.0,1.0195,12.5,27.1,21.1,13.6
3,3.01,0.53,0.0,1.0191,11.1,28.2,22.7,15.9
4,2.08,0.66,0.0,1.0181,4.7,25.8,21.2,17.9
2,2.46,0.6,0.0,1.0176,8.1,28.4,23.2,18.3
4,2.89,0.57,0.28,1.0149,8.4,29.0,23.3,18.1
3,3.13,0.64,0.0,1.0161,11.4,25.8,21.1,17.5
3,3.23,0.54,0.09,1.0142,12.1,30.0,24.9,15.1
6,1.42,0.82,0.72,1.0197,2.8,25.4,17.9,15.4
7,2.6,0.65,0.35,1.0123,7.5,25.6,22.0,14.6
8,0.5,0.93,1.14,1.0122,0.0,24.0,13.6,12.5
8,1.34,0.84,0.21,1.0126,0.0,16.2,14.3,11.9
7,1.62,0.79,1.88,1.0115,1.0,18.2,15.6,12.0
5,1.66,0.84,0.04,1.0053,3.2,20.7,16.6,13.7
5,2.75,0.75,0.0,1.008,7.8,26.6,20.8,15.0
4,2.33,0.55,0.0,1.0138,8.4,25.8,21.8,17.9
3,2.16,0.77,0.0,1.0185,7.4,20.9,17.5,14.3
1,3.56,0.61,0.0,1.0165,12.5,24.2,17.9,13.1
6,1.59,0.72,2.5,1.0087,5.4,23.6,17.0,13.5
4,2.85,0.74,0.0,1.0089,9.2,24.6,19.1,13.4
1,3.16,0.59,0.0,1.0083,13.5,26.6,21.1,14.4
3,3.02,0.51,0.0,1.0084,10.1,28.2,23.2,16.4
2,3.24,0.65,0.4,1.0103,11.9,28.6,20.9,17.7
7,1.0,0.86,0.24,1.0136,0.0,17.9,13.6,12.6
6,1.62,0.8,6.46,1.0084,3.5,18.6,14.1,9.5
8,0.24,0.95,2.46,1.0064,0.0,12.6,11.5,11.0
8,0.5,0.79,0.06,1.014,0.0,16.4,13.8,10.4
3,2.72,0.67,0.0,1.0182,8.8,22.7,17.3,12.1
1,3.41,0.6,0.0,1.0183,11.9,26.5,20.2,11.9
6,2.93,0.69,0.39,1.0153,10.8,29.2,22.4,17.3
3,2.62,0.75,0.0,1.015,9.3,25.0,20.0,16.5
