BELGRADE_cloud_cover,BELGRADE_global_radiation,BELGRADE_humidity,BELGRADE_precipitation,BELGRADE_pressure,BELGRADE_sunshine,BELGRADE_temp_max,BELGRADE_temp_mean,BELGRADE_temp_min
5,3.09,0.49,0.0,1.0139,11.7,27.8,22.2,15.4
4,2.52,0.52,0.6,1.015,7.8,27.4,22.6,17.7
5,2.27,0.88,0.89,1.0168,6.3,24.2,17.3,15.7
2,2.26,0.51,0.01,1.0169,12.3,28.6,22.9,14.8
6,0.92,0.83,1.46,1.0164,0.3,22.3,17.0,15.0
4,2.65,0.69,0.0,1.0163,8.8,23.6,19.1,13.8
1,2.62,0.56,0.0,1.0148,12.4,27.8,21.5,14.4
1,3.1,0.44,0.0,1.014,13.0,31.0,25.6,16.5
3,2.73,0.44,1.64,1.013,9.4,33.0,27.8,23.0
7,1.06,0.87,0.5,1.0173,0.7,26.4,20.6,19.7
5,1.53,0.8,0.0,1.0184,2.5,26.4,21.5,18.3
2,2.49,0.69,0.0,1.0176,7.9,29.8,25.3,18.1
0,2.46,0.57,0.0,1.0176,12.6,33.5,27.5,20.1
1,3.09,0.47,0.0,1.017,13.0,34.6,28.7,21.1
3,3.09,0.64,3.2,1.0148,12.3,34.4,25.3,20.9
3,2.74,0.73,0.0,1.0147,9.8,28.9,23.8,18.4
8,2.05,0.72,0.03,1.0131,5.3,28.2,23.0,20.5
6,2.52,0.67,0.0,1.0155,8.3,27.3,23.0,19.6
1,2.93,0.61,0.0,1.0165,11.3,30.6,25.5,19.2
1,3.14,0.51,0.05,1.0146,13.0,33.1,27.3,21.6
7,1.89,0.78,0.06,1.0174,4.5,26.5,22.0,19.4
6,1.28,0.75,0.0,1.0147,1.6,22.2,19.0,16.5
5,1.44,0.8,0.0,1.0108,2.3,23.5,20.5,17.1
7,1.44,0.78,0.01,1.0131,2.3,26.1,22.3,18.6
5,2.03,0.72,0.04,1.0175,5.5,29.6,24.1,19.1
2,3.04,0.56,0.0,1.0197,12.6,32.8,26.4,18.8
3,2.8,0.54,0.0,1.0204,10.8,32.7,26.2,21.0
1,2.75,0.53,0.0,1.0202,10.5,33.4,27.2,19.1
2,2.6,0.5,0.0,1.0185,9.5,33.1,27.2,20.6
2,2.94,0.46,0.0,1.0192,12.1,30.7,25.3,19.6
1,3.0,0.48,0.0,1.0184,12.7,30.4,23.8,16.7
2,2.58,0.51,0.04,1.0162,9.5,32.2,24.3,17.6
2,2.82,0.52,0.0,1.0146,11.4,31.9,24.5,17.5
1,2.91,0.4,0.0,1.0169,12.2,28.8,23.7,19.5
0,2.94,0.41,0.0,1.0225,12.6,29.8,23.0,15.5
4,2.55,0.42,0.0,1.0185,9.6,33.0,26.2,16.9
4,2.23,0.41,0.0,1.0133,7.4,36.6,29.2,22.3
3,2.34,0.49,0.0,1.0125,8.2,32.6,27.4,22.1
5,1.26,0.7,0.24,1.0174,1.9,26.5,21.4,19.9
0,2.85,0.48,0.0,1.0186,12.3,32.8,25.3,16.3
0,2.68,0.4,0.0,1.0169,11.0,37.6,29.4,22.3
4,2.6,0.43,0.13,1.017,10.5,34.3,29.1,22.7
3,1.71,0.68,0.18,1.0178,4.4,28.4,23.4,19.3
2,2.76,0.51,0.0,1.0159,12.0,31.8,25.2,18.5
1,2.76,0.45,0.0,1.0158,12.1,34.0,26.6,18.7
0,2.76,0.44,0.0,1.0145,12.2,35.7,27.8,20.0
1,2.65,0.45,0.0,1.0127,11.4,33.0,26.9,20.5
2,2.44,0.44,0.0,1.0116,9.8,31.1,24.3,19.1
6,1.61,0.52,0.0,1.0115,4.1,28.2,22.9,18.0
2,2.63,0.46,0.0,1.0102,11.6,31.2,23.5,16.8
0,2.66,0.39,0.0,1.0109,12.0,35.0,26.7,17.4
5,2.46,0.29,0.0,1.0098,10.4,38.4,32.3,23.6
2,2.33,0.43,0.0,1.0101,9.5,34.3,27.6,23.8
5,2.41,0.64,1.28,1.0105,10.2,31.7,20.2,15.5
5,2.13,0.63,0.0,1.0165,7.3,22.3,18.0,12.2
8,0.82,0.75,0.26,1.0188,0.3,20.3,15.4,13.6
3,2.41,0.6,0.0,1.0252,9.8,18.6,14.4,10.3
1,2.56,0.54,0.0,1.0277,11.2,21.1,15.0,8.5
5,1.93,0.57,0.0,1.0243,6.2,22.8,16.6,13.2
2,2.58,0.47,0.0,1.0216,11.7,25.1,18.9,11.0
2,2.5,0.4,0.0,1.0193,11.1,26.9,20.9,13.0
5,2.3,0.4,0.0,1.0093,9.5,28.8,22.4,17.0
5,1.72,0.66,0.1,1.0067,5.1,25.1,19.9,17.6
8,0.59,0.82,1.09,1.0083,0.0,22.4,18.8,16.6
6,0.58,0.96,1.15,1.0105,0.0,18.0,15.7,15.3
7,0.58,0.82,0.0,1.017,0.0,15.8,13.9,12.1
8,0.57,0.94,1.5,1.0188,0.0,14.8,13.2,12.6
6,1.85,0.69,0.0,1.0232,6.5,20.4,16.1,12.4
7,1.73,0.67,0.0,1.0243,5.7,21.8,16.1,11.1
4,2.24,0.63,0.0,1.0232,10.2,23.9,17.4,13.7
2,2.28,0.63,0.0,1.0229,10.7,24.8,17.6,11.9
1,2.26,0.58,0.0,1.0231,10.7,26.7,19.3,13.0
0,2.24,0.61,0.0,1.0242,10.7,27.2,19.8,13.6
0,2.22,0.57,0.0,1.0256,10.7,28.9,21.0,13.7
0,2.25,0.55,0.0,1.0236,11.1,29.7,22.6,15.4
0,2.23,0.44,0.0,1.0185,11.1,31.0,23.7,17.8
0,2.17,0.44,0.0,1.0149,10.7,30.7,23.4,17.6
4,1.95,0.6,0.36,1.021,8.7,24.9,18.0,14.6
7,0.73,0.79,0.0,1.0287,0.5,16.5,13.5,12.0
4,1.73,0.75,0.0,1.0254,7.0,20.1,14.1,10.6
1,1.99,0.72,0.0,1.0205,9.6,22.0,15.2,11.1
2,1.92,0.68,0.0,1.0173,9.1,25.4,18.4,10.3
7,0.95,0.65,0.02,1.0115,1.6,23.4,18.8,16.3
3,1.53,0.67,0.0,1.0169,5.8,22.0,15.6,13.5
0,1.96,0.6,0.0,1.0179,10.1,23.9,16.5,8.8
5,1.63,0.58,0.0,1.0154,7.0,27.0,20.1,15.5
3,1.68,0.62,0.0,1.012,7.6,28.6,21.7,16.2
5,1.49,0.65,0.73,1.0068,6.0,29.6,20.9,17.4
7,0.45,0.76,0.36,1.0017,0.0,22.6,19.7,16.7
5,1.16,0.79,0.68,1.0133,3.5,20.4,11.2,9.1
3,1.73,0.54,0.22,1.0115,8.8,21.8,15.0,7.6
8,0.44,0.87,1.71,1.0055,0.0,16.4,7.9,4.1
6,1.19,0.65,0.31,1.0105,4.0,15.4,11.0,6.3
4,1.52,0.68,0.0,1.0219,7.1,15.5,11.0,5.6
1,1.63,0.75,0.0,1.0231,8.4,20.4,13.4,7.9
4,1.62,0.72,0.04,1.0223,8.5,21.4,14.7,9.3
3,1.73,0.57,0.0,1.0245,9.9,16.7,11.0,7.1
7,1.45,0.62,0.0,1.0254,7.0,16.5,11.8,9.5
6,0.4,0.78,0.0,1.0284,0.0,11.3,7.7,6.0
5,1.24,0.72,0.0,1.0258,5.2,14.2,8.5,2.3
8,0.45,0.8,0.0,1.0277,0.1,9.2,6.2,4.5
4,1.13,0.76,0.0,1.024,4.4,10.2,6.7,5.2
8,0.38,0.83,0.16,1.0142,0.0,6.7,6.3,4.8
8,0.92,0.79,0.58,1.0057,2.8,18.2,14.4,5.0
6,1.15,0.77,0.49,1.0064,5.0,21.6,17.0,13.2
8,0.36,0.94,4.37,1.0125,0.0,17.1,8.2,7.5
8,0.36,0.94,0.24,1.0074,0.0,8.5,7.6,6.6
8,0.35,0.86,0.32,1.0118,0.0,8.8,5.9,3.6
4,0.72,0.86,0.02,1.0232,1.7,4.4,1.3,0.0
1,1.4,0.73,0.0,1.0198,8.6,9.6,3.7,-1.7
6,0.34,0.91,0.78,1.0189,0.0,5.7,3.4,2.4
4,0.7,0.89,0.0,1.0258,1.7,6.7,3.5,1.5
6,1.06,0.68,0.21,1.0139,5.1,11.6,6.8,1.5
6,1.01,0.81,0.3,0.9988,4.7,14.6,9.4,6.4
3,1.2,0.59,0.0,1.0055,7.0,19.1,13.1,5.8
8,0.57,0.58,0.0,1.0055,1.0,19.4,16.1,11.8
8,0.62,0.73,1.04,1.0082,1.4,25.1,15.8,11.8
2,1.11,0.82,0.01,1.0214,6.3,17.0,10.8,9.2
8,0.31,0.95,0.01,1.0297,0.0,10.4,8.4,5.0
4,0.72,0.89,0.0,1.0329,2.4,10.4,7.1,4.8
6,0.3,0.91,0.08,1.0295,0.0,6.9,4.9,3.3
8,0.3,0.86,0.03,1.0308,0.0,9.1,7.7,4.2
2,1.15,0.8,0.0,1.0316,7.6,12.6,7.6,5.3
7,0.57,0.85,0.0,1.0282,1.4,9.6,7.3,2.6
6,0.78,0.61,0.0,1.0285,3.4,12.0,7.9,6.6
7,0.42,0.57,0.0,1.0285,0.5,7.8,5.6,4.6
2,0.95,0.66,0.0,1.0289,5.6,6.9,3.2,0.7
3,1.08,0.74,0.0,1.0287,7.5,8.9,3.7,-0.1
2,0.92,0.76,0.0,1.0276,5.4,10.7,5.0,-0.7
7,0.34,0.84,0.0,1.0239,0.2,9.3,5.9,3.8
4,0.61,0.76,0.0,1.0222,2.1,13.8,10.3,2.9
7,0.4,0.68,0.89,1.0225,0.5,18.4,10.9,7.3
2,0.96,0.74,0.0,1.0273,6.4,12.4,7.5,3.5
3,0.76,0.73,0.0,1.0231,3.9,18.9,11.3,5.2
1,1.08,0.8,0.01,1.0217,8.5,16.6,11.2,7.5
0,1.04,0.87,0.0,1.0206,8.0,13.6,8.8,6.8
1,0.64,0.93,0.02,1.021,2.7,10.3,5.6,3.8
2,0.92,0.8,0.0,1.0205,6.5,13.8,8.9,2.0
3,0.83,0.64,0.02,1.0168,5.3,20.1,14.3,9.5
6,0.31,0.73,0.07,1.0163,0.2,17.9,13.6,12.0
6,0.24,0.67,0.0,1.0134,0.0,14.3,13.3,11.3
5,0.36,0.69,0.0,1.0096,0.5,15.6,12.6,10.8
6,0.87,0.77,0.16,1.008,6.3,14.6,10.2,8.6
4,0.94,0.78,0.0,1.014,7.4,13.8,10.1,8.7
6,0.35,0.8,0.0,1.0185,0.5,11.4,9.4,7.9
2,0.77,0.74,0.0,1.0221,4.6,12.9,9.0,7.9
0,0.95,0.75,0.0,1.0268,7.9,12.9,7.4,5.6
0,0.94,0.71,0.0,1.0288,7.8,11.0,5.3,3.3
6,0.55,0.91,0.0,1.0292,1.9,3.3,2.2,0.5
8,0.25,0.95,0.04,1.0256,0.0,4.0,2.7,0.4
8,0.25,0.84,0.01,1.0139,0.0,7.2,4.4,3.3
2,0.9,0.65,0.0,1.026,7.4,4.4,0.2,-1.3
0,0.88,0.7,0.0,1.0287,7.1,3.1,-0.8,-4.4
1,0.85,0.74,0.0,1.028,6.5,2.4,-0.4,-4.4
5,0.72,0.63,0.0,1.0285,4.4,5.2,2.3,-0.3
5,0.78,0.66,0.0,1.0262,5.4,8.6,4.6,1.7
8,0.29,0.76,0.5,1.0227,0.1,9.6,6.4,4.0
3,0.24,0.91,0.0,1.0265,0.0,5.3,2.8,1.9
6,0.24,0.81,0.01,1.0088,0.0,6.0,4.0,1.5
6,0.79,0.79,0.08,1.0085,5.8,9.8,3.2,2.0
7,0.44,0.87,0.54,1.0143,1.0,2.0,-0.1,-0.8
5,0.52,0.84,0.0,1.0272,1.8,2.3,-0.6,-1.7
5,0.46,0.7,0.0,1.0298,1.2,3.3,0.8,-3.5
0,0.9,0.79,0.0,1.027,7.9,7.1,2.4,-1.3
2,0.88,0.78,0.0,1.0268,7.6,7.0,2.5,-1.1
4,0.83,0.63,0.09,1.0158,6.5,12.6,7.7,0.1
8,0.24,0.87,1.38,1.0071,0.0,10.4,3.1,0.3
8,0.47,0.83,0.89,1.0161,1.3,2.2,0.3,-0.6
8,0.24,0.9,0.13,1.028,0.0,-0.6,-2.3,-2.8
8,0.24,0.79,0.0,1.0314,0.0,-1.3,-2.4,-2.8
3,0.43,0.85,0.0,1.0266,0.9,-0.3,-3.8,-5.6
0,0.9,0.84,0.0,1.0184,7.7,3.4,-1.2,-6.3
2,0.69,0.71,0.0,1.0155,4.0,7.4,4.5,-2.8
4,0.86,0.65,0.0,1.0157,6.9,10.3,7.7,4.0
7,0.24,0.69,0.0,1.0148,0.0,11.7,8.7,6.9
3,0.78,0.76,0.0,1.0131,5.4,11.1,6.4,4.6
8,0.24,0.93,0.08,1.012,0.0,4.7,3.1,2.4
8,0.25,0.95,0.15,1.0104,0.0,3.2,1.7,1.1
8,0.25,0.75,0.02,1.0175,0.0,1.1,-1.4,-1.9
8,0.25,0.85,0.28,1.0179,0.0,-1.5,-3.8,-4.1
8,0.63,0.77,0.14,1.0185,2.9,-1.9,-4.3,-7.3
8,0.25,0.76,0.07,1.0273,0.0,-3.6,-6.3,-7.2
6,0.58,0.77,0.06,1.0239,2.2,-2.5,-5.3,-9.8
5,0.46,0.82,0.0,1.0222,1.0,-0.6,-4.8,-5.7
5,0.77,0.75,0.5,1.0144,4.6,2.2,-0.6,-7.2
8,0.26,0.92,0.07,1.013,0.0,1.5,0.4,-0.2
8,0.26,0.9,0.0,1.0218,0.0,2.2,1.5,-0.4
7,0.32,0.74,0.06,1.0132,0.1,5.7,4.2,-0.1
7,0.77,0.65,0.02,1.0022,4.3,12.1,9.1,4.0
7,0.27,0.73,0.78,1.0028,0.0,13.4,8.4,5.7
8,0.27,0.94,2.49,0.9999,0.0,5.7,2.2,0.4
3,1.01,0.64,0.0,1.014,7.8,7.5,4.3,2.1
6,0.63,0.52,0.16,1.0073,2.2,13.3,9.6,3.6
8,0.28,0.88,0.42,1.0136,0.0,9.6,4.7,2.2
8,0.28,0.95,0.39,1.0172,0.0,5.0,2.3,1.5
7,0.44,0.9,1.22,1.0046,0.5,5.0,3.1,1.8
6,0.69,0.72,0.0,1.0117,2.6,2.9,-0.5,-1.2
5,0.53,0.8,0.36,1.0164,1.0,-0.8,-4.9,-5.8
5,0.62,0.69,0.0,1.0197,1.7,-3.4,-5.2,-8.4
8,0.3,0.79,0.06,1.0162,0.0,-3.6,-4.9,-6.2
7,0.51,0.7,0.01,1.0142,0.8,-1.5,-3.1,-4.4
1,0.98,0.71,0.0,1.015,5.7,1.0,-3.3,-6.9
7,0.31,0.85,0.73,1.0033,0.0,-0.4,-1.9,-4.7
8,0.31,0.94,1.28,0.999,0.0,0.8,-0.9,-2.7
2,0.52,0.89,0.0,1.007,0.7,-0.4,-3.7,-5.1
3,0.74,0.89,0.0,1.0226,2.4,-2.4,-5.9,-9.8
3,1.01,0.79,0.0,1.0283,5.5,2.7,-2.1,-6.8
3,1.04,0.63,0.0,1.0251,5.7,9.8,4.3,-3.8
7,1.01,0.65,0.57,1.0256,5.1,11.6,6.1,0.8
8,0.34,0.92,0.04,1.0299,0.0,6.4,5.0,3.1
7,0.34,0.89,0.17,1.0311,0.0,10.0,8.5,4.9
6,1.21,0.64,0.0,1.0262,7.4,18.8,13.0,7.0
3,1.19,0.54,0.0,1.0248,7.0,18.8,12.2,7.6
4,1.34,0.64,0.2,1.0178,8.9,14.2,10.3,5.4
6,0.91,0.76,0.15,1.0163,3.2,11.0,7.8,5.6
5,1.06,0.61,0.05,1.02,4.8,9.6,5.5,2.8
2,1.38,0.62,0.0,1.0307,8.9,4.8,1.3,0.3
7,0.37,0.66,0.03,1.0152,0.0,5.8,3.0,-0.4
4,1.23,0.55,0.0,1.0258,6.3,3.2,-5.7,-6.8
4,1.35,0.65,0.06,1.0297,7.7,-3.2,-5.6,-9.9
7,0.86,0.84,0.06,1.0212,2.2,-0.3,-1.5,-4.2
7,0.4,0.9,0.07,1.0172,0.0,3.8,1.5,-0.3
5,0.74,0.89,0.02,1.0229,1.2,2.1,0.6,-1.7
4,0.89,0.78,0.0,1.0277,2.2,5.1,1.7,-1.1
3,1.52,0.64,0.0,1.0183,9.0,8.2,3.2,-1.8
6,0.6,0.75,0.0,1.0203,0.4,7.0,3.2,-0.6
2,1.6,0.65,0.0,1.0299,9.6,5.0,0.3,-1.4
3,1.54,0.54,0.0,1.0318,8.6,5.0,0.4,-4.2
8,0.43,0.76,0.04,1.0147,0.0,2.0,1.1,-1.1
6,1.07,0.78,0.07,1.0052,3.1,10.3,7.6,1.6
8,0.44,0.9,0.15,1.0115,0.0,8.2,1.5,1.0
6,1.34,0.76,0.39,1.0157,5.5,4.4,1.1,-0.9
8,0.46,0.9,0.43,1.0028,0.0,4.8,3.4,0.4
7,0.46,0.89,0.26,0.996,0.0,8.7,4.8,4.0
7,0.86,0.78,0.18,1.0016,1.3,9.4,7.2,2.7
8,0.78,0.88,0.36,1.0103,0.8,8.7,1.7,0.6
8,0.44,0.89,0.49,1.0209,0.0,1.0,-0.9,-1.3
8,0.85,0.75,0.01,1.0261,1.5,3.1,0.5,-1.4
7,0.45,0.73,0.0,1.026,0.0,3.3,1.9,-1.6
5,1.28,0.64,0.0,1.0236,4.4,3.5,1.4,0.5
8,0.54,0.73,0.24,1.024,0.1,1.3,-0.2,-1.4
0,1.84,0.62,0.0,1.03,9.6,1.6,-1.6,-5.4
6,1.74,0.52,0.1,1.0258,8.3,8.5,3.5,-2.5
8,0.48,0.66,0.28,1.0169,0.0,8.1,5.4,2.9
8,0.49,0.9,0.02,1.0188,0.0,5.2,1.4,0.6
8,0.76,0.77,0.0,1.026,0.7,3.8,2.4,0.3
5,1.44,0.7,0.0,1.0242,5.0,7.6,4.8,1.8
6,1.3,0.67,0.0,1.0264,3.8,7.6,4.9,2.9
6,1.64,0.61,0.0,1.0299,6.4,12.6,7.2,3.6
3,1.92,0.61,0.0,1.0318,8.9,15.7,8.8,4.3
4,1.88,0.64,0.0,1.034,8.4,16.9,10.9,5.0
2,1.82,0.66,0.0,1.0337,7.6,18.4,11.8,5.3
3,1.86,0.62,0.0,1.0296,7.9,21.0,14.8,7.1
1,2.05,0.71,0.0,1.028,9.5,21.7,15.5,9.0
3,1.75,0.42,0.0,1.0229,6.6,24.5,16.9,11.4
3,1.83,0.41,0.0,1.0193,7.2,22.1,16.6,12.6
4,2.04,0.44,0.0,1.0136,8.9,23.9,17.7,10.3
6,1.37,0.54,0.05,1.0128,3.4,20.7,14.1,11.2
7,1.07,0.56,0.02,1.0053,1.6,21.0,16.4,9.1
7,1.02,0.7,0.01,1.0001,1.3,17.3,11.3,9.5
6,1.49,0.6,0.04,1.0068,4.0,14.5,9.3,7.2
8,1.34,0.71,0.27,1.0116,2.9,8.9,5.5,4.5
7,0.59,0.81,0.0,1.0144,0.0,6.1,4.7,2.5
5,0.98,0.64,0.0,1.0207,1.0,8.4,5.3,3.9
2,2.2,0.6,0.0,1.0246,9.2,11.1,7.3,3.5
2,2.34,0.59,0.0,1.024,10.3,13.7,9.1,1.7
2,2.36,0.47,0.0,1.0191,10.3,19.2,12.9,7.5
4,2.23,0.44,0.0,1.0142,9.0,19.6,14.7,9.5
2,2.32,0.46,0.0,1.02,9.7,20.3,14.6,8.7
2,2.18,0.38,0.0,1.0235,8.3,19.1,12.8,6.5
2,2.46,0.41,0.01,1.0228,10.6,19.8,14.3,7.5
5,2.12,0.66,0.51,1.016,7.6,20.5,13.4,10.4
7,1.9,0.71,0.04,1.0092,5.8,17.3,13.1,8.4
7,1.93,0.77,0.66,1.0054,5.9,16.4,11.1,9.0
5,2.18,0.68,0.0,1.0154,7.7,13.3,9.6,5.6
7,0.93,0.81,0.41,1.0112,0.5,12.1,9.7,6.5
8,0.67,0.92,0.62,1.0095,0.0,11.2,10.2,9.0
8,0.67,0.93,0.06,1.0132,0.0,11.5,10.2,9.5
8,0.68,0.92,0.87,1.0163,0.0,10.0,9.4,8.6
8,0.83,0.9,0.44,1.0104,0.2,10.4,9.0,8.2
8,1.03,0.8,0.22,1.0171,0.7,10.8,8.9,5.4
4,1.86,0.65,0.01,1.0273,4.8,16.0,11.1,7.6
5,2.43,0.5,0.17,1.0205,8.9,20.7,15.3,7.8
7,1.54,0.69,0.07,1.0088,2.8,18.2,14.4,11.1
3,2.49,0.59,0.0,1.0028,9.1,18.6,12.7,11.1
6,1.41,0.62,0.23,1.0014,2.1,16.5,13.5,9.8
6,1.56,0.63,0.0,1.006,2.8,16.7,13.1,10.0
5,2.13,0.62,0.17,1.016,6.2,21.0,15.0,11.5
2,2.79,0.65,0.0,1.0147,11.2,22.7,16.2,10.8
2,2.56,0.59,0.0,1.0127,9.2,23.7,17.5,10.9
7,2.32,0.63,0.93,1.013,7.3,23.6,14.9,11.2
8,0.74,0.95,1.75,1.0168,0.0,11.8,11.1,9.7
7,1.59,0.84,0.0,1.0175,2.7,16.4,13.2,11.0
2,2.9,0.66,0.0,1.016,11.6,18.9,13.2,9.3
0,2.97,0.58,0.0,1.0143,12.1,20.8,15.7,9.0
3,2.92,0.51,0.0,1.0106,11.6,24.9,19.0,11.3
6,2.2,0.67,0.16,1.0075,6.1,24.0,17.4,15.9
5,2.81,0.56,0.04,1.0082,10.2,24.6,19.2,14.9
4,2.71,0.66,0.0,1.0103,9.3,23.0,18.8,14.5
3,2.98,0.55,0.0,1.0105,11.5,25.1,19.2,12.4
7,1.4,0.67,0.46,1.0039,1.3,23.6,18.1,15.7
5,2.27,0.56,0.08,0.9986,5.8,24.3,17.6,12.9
6,2.01,0.68,0.42,0.9956,4.1,22.4,16.7,13.2
7,2.32,0.7,0.42,1.0037,6.0,18.8,13.7,10.4
7,1.71,0.87,0.39,1.0076,2.5,15.4,11.4,9.5
2,2.87,0.59,0.0,1.0076,10.0,20.1,14.8,7.8
6,2.35,0.68,0.13,1.0097,6.1,18.5,13.8,9.4
5,2.49,0.74,0.14,1.015,7.0,19.0,14.0,9.7
2,2.93,0.59,0.18,1.0129,10.3,21.9,17.6,10.7
8,1.21,0.82,0.17,1.0044,0.6,17.6,14.6,13.6
7,1.42,0.72,0.22,1.0152,1.2,17.2,14.0,11.2
3,2.79,0.6,0.02,1.0216,9.0,17.6,13.0,8.8
7,0.82,0.91,1.66,1.0166,0.0,13.1,11.2,10.3
5,2.14,0.75,0.18,1.0201,4.5,15.3,11.9,8.1
2,3.09,0.6,0.0,1.0234,11.3,20.4,14.4,6.8
5,2.59,0.57,0.0,1.0208,7.3,23.1,18.2,11.5
2,2.38,0.63,0.0,1.0184,12.0,26.4,20.0,12.5
2,3.03,0.54,0.16,1.0139,10.6,29.9,22.2,15.2
7,2.4,0.64,0.5,1.0119,5.9,26.2,18.8,15.8
8,0.84,0.87,0.61,1.0179,0.0,15.9,8.9,8.2
3,2.91,0.67,0.0,1.0219,9.5,14.7,10.1,6.3
2,2.95,0.53,0.0,1.0221,9.8,18.4,13.4,6.0
1,2.77,0.5,0.0,1.0198,12.0,21.6,16.3,8.6
3,3.07,0.45,0.0,1.0178,12.1,25.8,20.0,12.5
4,3.08,0.47,0.0,1.0175,10.7,26.4,20.9,14.7
4,2.91,0.59,0.0,1.0191,9.3,23.1,18.9,13.7
6,2.52,0.77,0.39,1.0201,6.5,23.2,16.2,12.7
3,2.3,0.68,0.0,1.0171,10.8,23.8,18.8,13.4
5,2.74,0.71,1.41,1.0158,9.2,25.7,18.6,13.9
7,1.78,0.8,2.53,1.0142,3.5,23.2,17.7,14.2
7,1.3,0.9,1.18,1.0138,1.4,19.6,16.5,15.2
8,0.72,0.86,0.38,1.0144,0.0,17.1,13.8,13.1
7,1.41,0.77,0.1,1.0128,1.8,18.5,16.0,13.0
7,1.15,0.84,0.6,1.0146,0.9,20.4,16.3,13.6
7,1.62,0.92,2.72,1.02,2.7,21.2,16.5,14.6
2,1.64,0.69,0.0,1.0213,11.4,24.7,19.8,14.0
3,3.03,0.61,0.43,1.0202,12.4,28.2,23.4,15.5
3,3.16,0.7,0.0,1.0205,12.7,26.4,22.1,16.7
3,3.02,0.64,0.0,1.0161,11.0,30.7,25.6,18.2
3,2.98,0.63,0.0,1.0151,12.5,29.5,25.4,20.1
8,1.02,0.84,0.06,1.0182,0.5,24.3,17.9,16.8
5,2.36,0.79,0.0,1.0223,6.6,24.6,20.0,15.9
3,2.35,0.68,0.0,1.0172,11.4,26.8,21.1,15.0
6,2.55,0.62,0.61,1.011,7.8,26.9,21.5,17.0
2,2.53,0.56,0.0,1.0141,11.9,23.1,18.4,13.5
3,3.1,0.62,0.0,1.0074,11.7,24.9,20.5,14.6
3,3.08,0.56,0.0,1.007,12.8,28.7,23.9,15.9
4,1.57,0.6,0.1,1.0054,11.9,30.2,23.4,19.6
5,3.02,0.64,0.03,1.0137,11.0,26.1,22.6,16.7
5,2.57,0.65,0.0,1.0191,7.9,26.2,21.8,17.9
1,2.54,0.51,0.0,1.0149,13.4,27.9,23.6,16.1
4,2.32,0.61,0.0,1.0117,6.4,28.5,23.8,19.3
3,2.88,0.68,0.83,1.015,10.0,30.1,21.1,16.2
3,2.84,0.65,0.0,1.0221,12.5,24.6,19.3,13.2
1,3.18,0.54,0.0,1.0217,13.3,27.3,21.8,13.7
4,2.89,0.45,0.08,1.0197,10.1,31.6,26.2,18.0
6,1.06,0.83,0.32,1.0209,0.6,25.6,18.3,17.1
2,1.1,0.61,0.0,1.0206,12.3,24.9,19.8,14.4
1,3.14,0.43,0.0,1.0152,13.6,29.8,24.7,15.1
7,2.21,0.7,1.72,1.0137,5.8,25.6,21.4,18.3
3,2.86,0.73,0.0,1.0186,10.0,24.1,19.0,14.1
0,2.83,0.55,0.0,1.0195,13.3,28.1,22.6,14.6
1,1.57,0.57,0.0,1.0176,12.4,31.4,25.4,19.5
0,3.14,0.5,0.0,1.0154,13.2,33.8,28.2,21.4
1,3.24,0.61,0.0,1.0181,11.7,28.2,23.9,18.8
1,3.04,0.56,0.0,1.0151,12.3,35.5,28.8,20.8
2,3.12,0.46,0.0,1.0109,11.7,38.5,31.4,24.7
2,3.03,0.56,0.0,1.0107,12.1,30.5,25.8,21.5
5,2.96,0.56,0.19,1.0106,10.9,26.4,22.2,16.5
7,1.62,0.67,0.11,1.0096,2.8,22.7,18.8,15.6
6,1.74,0.63,0.06,1.0093,3.4,23.5,18.5,15.0
6,1.43,0.62,0.0,1.0154,2.0,21.7,17.5,13.2
6,2.22,0.58,0.0,1.0164,6.1,21.1,18.5,12.8
4,2.24,0.64,0.0,1.0187,6.2,24.9,20.8,16.0
0,2.22,0.52,0.0,1.0199,13.3,30.0,24.4,17.2
1,3.2,0.45,0.0,1.0194,13.2,33.9,27.6,19.7
1,1.57,0.43,0.0,1.0174,12.9,35.3,28.3,22.4
2,3.01,0.49,0.0,1.0163,11.6,34.9,27.5,21.3
1,2.96,0.43,0.0,1.0159,12.5,35.7,28.8,23.1
1,3.07,0.5,0.0,1.0162,12.2,34.6,29.5,21.9
3,3.03,0.54,0.01,1.0157,12.7,34.4,28.3,21.7
1,3.03,0.58,0.0,1.0137,12.0,30.7,25.6,20.6
5,2.37,0.62,0.1,1.0107,7.3,31.4,25.0,20.2
6,1.67,0.78,0.43,1.0087,3.3,26.9,21.6,19.5
8,0.68,0.95,3.44,1.0101,0.0,20.2,17.4,16.4
8,1.06,0.87,0.16,1.0141,0.8,18.2,15.8,15.1
8,0.67,0.92,0.64,1.0151,0.0,15.2,14.8,13.5
8,0.95,0.93,2.6,1.0169,0.5,19.6,16.6,13.6
8,0.82,0.96,1.38,1.0167,0.2,21.9,18.0,14.6
2,2.87,0.7,0.0,1.0144,11.2,27.5,21.7,15.6
3,2.67,0.84,0.7,1.0131,9.8,28.0,20.7,17.6
3,2.93,0.65,0.0,1.011,11.8,28.5,23.0,17.4
2,2.87,0.64,0.0,1.011,11.4,28.3,22.9,18.2
2,2.95,0.68,0.0,1.0119,12.1,28.4,23.2,17.2
4,2.27,0.78,0.17,1.0122,7.2,28.1,22.2,19.4
