MADRID_cloud_cover,MADRID_global_radiation,MADRID_humidity,MADRID_precipitation,MADRID_pressure,MADRID_sunshine,MADRID_temp_max,MADRID_temp_mean,MADRID_temp_min
1,2.84,0.41,0.0,1.0211,13.2,25.0,18.8,12.6
0,3.31,0.37,0.0,1.0204,13.5,31.6,22.5,13.4
0,3.35,0.32,0.0,1.0173,13.3,34.0,26.0,18.0
0,3.32,0.31,0.0,1.0122,13.4,35.5,28.2,21.0
1,3.33,0.38,0.35,1.0102,13.1,35.5,28.4,21.2
8,0.62,0.84,2.52,1.0164,0.7,22.2,19.3,16.4
6,1.16,0.77,1.93,1.0144,5.0,25.3,20.6,15.9
5,2.04,0.82,0.13,1.0143,7.4,24.9,20.4,15.8
0,2.48,0.6,0.0,1.0116,13.2,31.5,24.0,16.6
1,3.29,0.48,0.0,1.0097,13.3,32.2,25.4,18.5
1,3.3,0.42,0.0,1.0121,13.4,33.7,26.2,18.7
0,3.31,0.36,0.0,1.0141,13.3,36.8,28.5,20.2
0,3.29,0.36,0.0,1.0129,12.7,39.7,31.2,22.7
1,3.21,0.36,0.0,1.0105,13.0,39.6,32.2,24.7
0,3.25,0.36,0.0,1.0126,13.0,37.5,30.2,23.0
0,3.24,0.36,0.0,1.0133,13.0,37.2,30.6,24.0
5,2.97,0.35,0.0,1.012,9.8,35.1,29.6,24.0
4,3.03,0.35,0.0,1.0087,11.1,36.0,30.0,23.9
4,2.98,0.42,0.0,1.0098,12.3,32.6,27.4,22.2
2,3.13,0.37,0.0,1.0092,12.3,31.9,24.9,17.9
0,3.13,0.4,0.0,1.0077,13.1,31.8,25.3,18.8
1,3.23,0.3,0.0,1.0112,12.8,33.0,26.2,19.5
0,3.18,0.31,0.0,1.0137,13.4,34.2,27.4,20.5
0,3.25,0.42,0.0,1.0145,13.4,33.2,27.0,20.9
1,3.25,0.42,0.0,1.0134,13.2,31.3,24.2,17.0
2,3.21,0.46,0.0,1.0125,13.2,33.3,25.2,17.1
0,3.21,0.48,0.0,1.01,13.2,37.5,30.0,22.4
0,3.2,0.48,0.0,1.0111,13.1,37.9,30.0,22.0
1,3.18,0.37,0.0,1.0111,12.7,37.7,30.1,22.5
0,3.12,0.45,0.0,1.0083,12.6,37.0,29.8,22.6
1,3.1,0.41,0.0,1.0066,12.2,34.6,28.0,21.4
3,2.79,0.42,0.0,1.0107,10.0,33.0,26.5,20.0
0,2.75,0.48,0.0,1.0135,12.9,34.4,27.0,19.6
0,3.12,0.44,0.0,1.0134,12.8,36.7,29.6,22.5
1,3.19,0.43,0.0,1.012,12.1,37.5,30.6,23.6
1,3.0,0.39,0.0,1.0093,12.9,39.2,32.2,25.1
0,3.1,0.38,0.0,1.0105,13.0,36.5,29.4,22.2
1,3.1,0.38,0.0,1.0092,12.2,35.6,29.0,22.5
1,2.99,0.34,0.0,1.0119,13.0,30.2,24.0,17.7
3,3.08,0.46,0.0,1.0128,12.6,29.8,22.8,15.8
0,3.22,0.41,0.0,1.021,12.9,27.0,19.8,12.5
2,3.15,0.38,0.0,1.0195,12.5,28.5,21.0,13.4
0,3.2,0.37,0.0,1.0175,12.9,32.4,25.0,17.6
0,3.19,0.36,0.0,1.0136,12.6,33.5,26.8,20.2
1,2.96,0.43,0.0,1.012,11.6,35.0,28.2,21.3
5,2.58,0.45,0.0,1.0131,10.1,34.6,28.5,22.4
0,3.06,0.36,0.0,1.015,12.0,34.6,27.6,20.6
0,2.99,0.37,0.0,1.0146,12.5,36.0,29.2,22.5
2,2.99,0.37,0.0,1.0124,11.8,36.6,30.1,23.6
1,2.96,0.48,0.0,1.0135,12.1,35.3,28.4,21.6
0,3.06,0.45,0.0,1.0153,12.4,35.7,28.8,22.0
0,3.0,0.34,0.0,1.0138,12.3,36.0,30.0,24.0
2,2.91,0.51,0.0,1.0122,11.3,36.6,30.4,24.1
5,2.54,0.4,0.0,1.0111,10.3,35.9,29.8,23.7
2,2.8,0.36,0.0,1.0119,12.1,35.5,28.9,22.3
3,2.7,0.34,0.0,1.012,10.7,34.4,27.2,20.0
6,1.52,0.38,0.08,1.013,4.5,30.8,26.0,21.1
7,1.35,0.54,0.03,1.0132,2.8,28.0,24.4,20.8
7,0.61,0.79,2.49,1.0141,0.6,22.4,19.6,16.8
5,1.66,0.72,0.0,1.0123,5.4,25.6,20.9,16.2
4,2.48,0.62,0.0,1.0135,10.4,26.5,22.1,17.7
3,2.67,0.56,0.0,1.0147,10.3,28.0,23.2,18.4
3,2.54,0.46,0.0,1.0161,10.0,28.0,22.5,17.0
2,2.6,0.42,0.0,1.02,10.6,26.5,20.0,13.6
5,2.51,0.38,0.0,1.0128,10.0,31.2,24.1,17.0
1,2.64,0.46,0.0,1.0138,11.1,29.0,23.6,18.3
0,2.58,0.48,0.0,1.0184,10.7,31.0,25.1,19.2
2,2.61,0.47,0.0,1.0164,10.1,32.5,26.8,21.2
0,2.67,0.35,0.0,1.0147,10.3,30.0,24.2,18.5
0,2.63,0.34,0.0,1.0112,9.8,30.6,23.8,17.0
5,2.22,0.36,0.0,1.0074,6.6,23.5,19.8,16.1
2,2.77,0.46,0.0,1.0136,10.5,23.5,17.8,12.0
0,2.74,0.46,0.0,1.0113,11.0,31.0,23.3,15.6
4,2.5,0.44,0.0,1.016,9.8,26.5,21.6,16.6
0,2.63,0.44,0.0,1.0188,10.8,30.7,23.7,16.7
2,2.45,0.42,0.0,1.0141,10.3,30.3,23.6,16.8
3,2.28,0.44,0.0,1.0119,9.9,22.8,18.4,14.0
5,2.33,0.48,0.0,1.0146,8.8,21.2,16.0,10.7
2,2.46,0.41,0.0,1.0161,9.6,24.0,17.5,11.0
1,2.59,0.42,0.0,1.0174,10.0,23.0,18.0,13.0
0,2.47,0.5,0.0,1.02,10.3,25.5,19.2,13.0
0,2.47,0.37,0.0,1.0176,10.3,27.2,20.2,13.1
4,2.3,0.42,0.0,1.014,9.4,29.0,22.2,15.4
4,1.9,0.48,0.0,1.0157,7.5,26.5,22.2,18.0
0,2.38,0.49,0.0,1.0176,10.1,26.8,21.2,15.7
3,2.34,0.45,0.0,1.0179,10.1,29.0,22.8,16.6
1,2.4,0.43,0.0,1.017,10.2,27.8,21.6,15.5
0,2.4,0.52,0.0,1.018,10.2,25.1,19.8,14.5
5,2.11,0.5,0.0,1.0185,7.9,25.0,20.0,15.0
0,2.27,0.54,0.0,1.0206,10.1,27.5,21.2,15.0
2,2.17,0.54,0.0,1.0195,9.4,27.6,22.3,17.0
7,1.69,0.52,0.0,1.0168,5.3,27.4,22.2,17.0
5,1.72,0.57,0.0,1.0197,6.3,26.0,21.7,17.4
1,2.05,0.59,0.0,1.0207,8.9,27.5,21.8,16.2
0,2.17,0.59,0.0,1.0182,10.2,29.4,23.4,17.5
4,2.16,0.54,0.0,1.02,9.9,28.2,23.0,17.8
0,2.11,0.53,0.0,1.0193,9.7,29.0,23.2,17.4
0,2.22,0.36,0.0,1.0174,10.4,29.0,23.0,17.0
0,2.26,0.32,0.0,1.0194,10.3,25.5,19.4,13.3
0,2.13,0.47,0.0,1.0184,10.3,25.5,19.7,13.9
0,2.15,0.31,0.0,1.0181,10.2,26.8,20.2,13.6
0,2.06,0.37,0.0,1.0184,9.8,26.6,20.0,13.4
0,1.91,0.4,0.0,1.0201,9.7,26.6,19.8,12.9
0,1.83,0.42,0.0,1.0231,10.2,27.0,20.3,13.6
0,1.94,0.42,0.0,1.022,10.4,28.0,21.8,15.7
1,1.91,0.46,0.0,1.0231,10.0,26.5,20.5,14.5
2,1.84,0.46,0.0,1.0224,9.9,27.1,22.0,16.8
0,1.84,0.57,0.0,1.0227,9.9,24.5,20.1,15.7
7,0.78,0.66,2.01,1.0191,0.1,20.3,17.3,14.3
8,0.44,0.92,0.46,1.012,0.1,14.9,12.2,9.6
5,1.61,0.79,0.0,1.0132,8.8,16.9,12.8,8.6
1,1.66,0.8,0.0,1.0196,9.6,19.8,15.1,10.4
6,1.19,0.78,0.0,1.0218,6.0,21.8,17.0,12.3
5,1.77,0.61,0.0,1.026,9.8,17.9,14.4,10.8
0,1.8,0.45,0.0,1.0251,10.4,20.5,14.8,9.0
1,1.77,0.41,0.0,1.0231,10.4,23.3,17.6,11.8
1,1.75,0.52,0.0,1.0234,10.3,23.4,17.4,11.5
0,1.73,0.5,0.0,1.026,10.3,24.5,18.8,13.1
0,1.66,0.39,0.0,1.0256,9.8,26.9,20.7,14.5
0,1.72,0.48,0.0,1.0238,10.3,22.0,17.0,12.0
0,1.72,0.44,0.0,1.0206,10.2,21.5,15.8,10.0
1,1.67,0.58,0.0,1.0173,10.1,19.2,14.4,9.7
3,1.22,0.62,0.0,1.0197,6.6,18.3,14.1,9.9
5,1.14,0.7,0.0,1.0198,5.5,18.0,14.4,10.7
7,0.92,0.69,0.06,1.017,2.7,19.2,15.8,12.5
6,1.17,0.74,0.37,1.0129,6.5,18.6,15.2,11.8
6,0.91,0.81,0.02,1.0122,4.2,14.6,12.8,11.0
2,1.35,0.63,0.0,1.0219,9.3,14.9,12.0,9.0
1,1.55,0.55,0.0,1.0229,9.8,14.0,9.9,5.8
0,1.52,0.66,0.0,1.0201,9.9,14.8,9.4,4.0
2,1.21,0.64,0.0,1.0231,9.7,14.3,10.2,6.2
1,1.48,0.56,0.0,1.0272,9.5,11.4,7.4,3.3
3,1.46,0.58,0.0,1.0283,9.2,16.0,9.8,3.6
0,1.44,0.64,0.0,1.027,9.5,16.7,11.2,5.7
0,1.45,0.63,0.0,1.0222,9.5,16.3,10.8,5.2
0,1.46,0.57,0.0,1.0207,9.5,13.3,9.6,5.8
0,1.4,0.54,0.0,1.0202,9.5,13.5,8.0,2.6
2,1.32,0.52,0.0,1.0204,9.2,13.6,9.1,4.6
0,1.35,0.58,0.0,1.0204,9.5,17.0,10.2,3.4
2,1.27,0.61,0.0,1.0205,9.0,16.5,11.0,5.5
1,1.36,0.54,0.0,1.0198,9.4,17.5,12.4,7.2
0,1.34,0.59,0.0,1.0226,9.4,15.6,10.3,5.0
0,1.28,0.55,0.0,1.0239,9.5,15.6,10.0,4.5
0,1.29,0.6,0.0,1.0224,9.3,15.0,9.6,4.2
0,1.24,0.58,0.0,1.0168,8.3,14.5,9.8,5.0
6,0.81,0.58,0.01,1.0189,4.1,15.7,11.4,7.0
6,0.68,0.69,0.0,1.0199,2.5,16.1,13.0,10.0
7,0.79,0.74,0.0,1.0205,4.1,16.5,12.2,7.8
0,1.3,0.56,0.0,1.0299,8.8,11.4,7.6,3.8
4,1.03,0.6,0.0,1.0288,5.1,9.9,5.6,1.4
7,0.45,0.72,0.44,1.0187,2.3,8.4,5.7,3.0
4,1.06,0.67,0.0,1.0088,7.2,11.4,7.8,4.2
0,1.25,0.48,0.0,1.018,9.1,8.6,5.0,1.5
2,0.94,0.58,0.0,1.0196,7.7,9.1,5.2,1.4
4,0.44,0.52,0.0,1.0247,3.9,6.5,3.0,-0.5
1,1.22,0.44,0.0,1.0297,9.1,8.5,4.2,0.0
0,1.17,0.63,0.0,1.0351,9.0,9.8,4.9,0.0
0,1.15,0.67,0.0,1.0361,9.0,10.2,5.4,0.5
0,1.15,0.61,0.0,1.0346,8.8,9.0,4.1,-0.8
5,0.94,0.64,0.0,1.0322,6.0,9.5,5.0,0.6
6,0.65,0.67,0.0,1.0283,2.0,11.2,6.8,2.5
6,0.58,0.76,0.0,1.0242,2.6,13.2,9.0,4.7
8,0.22,0.85,1.19,1.013,0.2,11.5,10.1,8.7
6,0.79,0.81,0.0,0.9976,5.9,10.2,7.2,4.3
0,1.1,0.61,0.0,1.0194,8.9,8.7,4.6,0.5
3,0.87,0.74,0.0,1.0276,6.9,8.6,4.2,-0.3
8,0.3,0.93,0.0,1.0204,0.0,10.6,7.2,3.8
6,0.49,0.78,0.0,1.0124,1.8,12.5,8.4,4.2
1,1.09,0.58,0.0,1.0228,7.5,9.7,5.8,2.0
1,1.12,0.52,0.0,1.0307,9.0,9.7,5.6,1.5
2,1.05,0.66,0.0,1.0306,8.3,10.4,5.4,0.4
0,1.12,0.55,0.0,1.0301,8.8,11.6,8.0,4.3
2,1.0,0.6,0.0,1.0327,8.3,11.7,6.8,1.8
0,1.05,0.68,0.0,1.0372,8.8,11.5,7.2,3.0
2,0.94,0.77,0.0,1.0363,7.2,12.7,7.5,2.3
0,1.06,0.67,0.0,1.0337,8.9,12.7,7.6,2.5
2,1.0,0.78,0.0,1.0324,7.4,10.5,7.5,4.5
5,0.34,0.9,0.19,1.0258,0.0,5.6,4.0,2.4
6,0.51,0.89,0.28,1.0199,1.7,7.2,5.3,3.4
4,0.97,0.67,0.0,1.0117,7.1,10.6,8.1,5.6
7,0.36,0.78,0.0,1.0121,2.9,14.5,10.2,6.0
5,0.68,0.77,0.0,1.0215,6.3,16.0,11.8,7.5
3,1.05,0.83,0.0,1.0269,7.3,15.5,11.2,6.8
8,0.35,0.83,0.08,1.024,1.2,11.6,9.2,6.7
5,0.95,0.65,0.0,1.032,5.9,11.6,7.6,3.6
4,1.12,0.67,0.0,1.032,7.0,13.4,10.4,7.5
7,0.85,0.92,0.0,1.0324,4.6,13.5,10.6,7.6
5,0.8,0.88,0.0,1.0263,5.8,13.7,10.8,7.8
8,0.29,0.85,1.41,1.0118,1.6,11.5,8.6,5.8
8,0.23,0.94,2.06,0.9993,0.0,6.1,4.0,2.0
8,0.38,0.91,0.31,1.0022,0.0,5.0,3.3,1.6
1,1.07,0.73,0.0,1.0129,8.5,7.0,3.8,0.7
7,0.41,0.83,0.23,1.0204,0.0,4.7,1.6,-1.4
8,0.23,0.9,0.08,1.02,0.3,7.0,5.1,3.2
1,1.16,0.6,0.0,1.0233,8.6,8.8,5.8,2.9
5,1.02,0.69,0.0,1.0263,6.7,7.9,3.8,-0.3
8,0.34,0.85,0.6,1.0198,1.1,5.6,4.0,2.4
6,0.83,0.84,0.0,1.0199,5.2,6.7,4.6,2.5
4,1.18,0.74,0.0,1.0276,8.1,8.5,4.2,0.0
2,1.18,0.78,0.0,1.0285,9.3,12.5,7.2,2.0
0,1.22,0.71,0.0,1.0261,9.3,13.2,9.0,4.8
0,1.25,0.62,0.0,1.0243,9.4,12.8,7.8,2.7
0,1.23,0.64,0.0,1.0223,8.8,14.8,8.9,3.0
5,0.71,0.65,0.0,1.0269,2.0,12.0,7.9,3.8
1,1.28,0.7,0.0,1.0287,9.4,16.2,11.0,5.8
0,1.31,0.73,0.0,1.0286,9.2,14.1,9.7,5.3
2,1.32,0.67,0.0,1.0286,8.7,15.7,10.0,4.2
3,1.25,0.71,0.0,1.027,8.8,13.5,9.1,4.7
7,0.34,0.91,0.35,1.0208,0.4,8.9,6.8,4.6
7,1.23,0.66,0.0,1.024,8.9,9.2,5.9,2.6
3,1.3,0.48,0.0,1.0295,8.1,10.0,6.9,3.8
2,1.31,0.55,0.0,1.0339,8.2,13.4,8.4,3.5
0,1.37,0.61,0.0,1.0338,9.4,13.1,9.2,5.2
1,1.39,0.67,0.0,1.0291,9.2,12.5,8.2,4.0
0,1.39,0.6,0.0,1.0235,9.2,12.6,7.6,2.5
7,0.86,0.69,0.01,1.0118,4.0,10.8,6.6,2.3
1,1.55,0.47,0.0,1.014,9.4,7.7,4.4,1.2
4,1.41,0.53,0.23,1.0185,6.1,10.3,5.2,0.2
8,0.18,0.87,1.73,1.0105,0.0,5.8,3.6,1.5
8,0.35,0.9,1.41,1.008,0.0,2.8,1.8,0.8
4,1.39,0.64,0.0,1.0113,6.9,7.0,4.1,1.2
3,1.34,0.55,0.0,1.017,9.3,7.5,3.0,-1.6
3,1.42,0.59,0.0,1.0213,8.5,7.0,3.0,-1.0
4,1.27,0.65,0.0,1.0218,6.3,8.5,3.3,-1.9
2,1.73,0.5,0.0,1.0225,10.0,9.1,5.7,2.3
4,1.54,0.65,0.01,1.0209,9.1,14.3,7.5,0.7
5,1.02,0.54,0.0,1.0198,7.0,11.1,6.8,2.5
6,1.06,0.61,0.0,1.0204,5.7,10.2,4.7,-0.8
8,0.73,0.82,0.0,1.0209,0.9,10.5,8.2,5.8
8,0.41,0.87,0.0,1.0263,0.0,10.9,8.4,6.0
5,1.39,0.81,0.0,1.0235,6.4,14.6,10.7,6.8
6,1.02,0.75,0.0,1.0229,3.6,14.7,10.7,6.7
3,1.86,0.48,0.0,1.0231,10.2,13.4,8.0,2.6
6,1.6,0.53,0.0,1.0188,8.1,15.0,10.8,6.5
3,1.53,0.54,0.0,1.0173,9.6,14.5,10.9,7.3
3,1.85,0.44,0.0,1.0109,10.4,12.0,7.6,3.2
0,1.92,0.39,0.0,1.0095,10.5,11.3,5.4,-0.5
0,2.02,0.37,0.0,1.0076,10.7,9.9,4.3,-1.3
0,2.01,0.37,0.0,1.0075,10.7,11.0,5.4,-0.3
0,1.99,0.4,0.0,1.0123,10.6,13.5,6.8,0.0
3,1.97,0.45,0.0,1.0068,8.4,16.0,8.8,1.7
8,0.35,0.59,1.99,1.0056,0.0,5.6,3.6,1.5
8,0.33,0.95,1.92,0.9933,0.0,12.0,7.8,3.6
8,0.46,0.91,1.73,0.9866,0.6,11.5,8.4,5.4
7,0.4,0.9,1.53,0.9985,0.1,8.5,6.4,4.2
8,1.07,0.78,1.38,1.0008,3.8,13.4,9.4,5.3
6,1.68,0.76,0.49,0.9986,5.2,13.0,9.2,5.4
7,0.82,0.87,0.21,0.9951,1.2,8.9,7.4,5.8
6,1.21,0.77,0.1,1.0015,3.6,10.7,7.4,4.2
4,2.07,0.59,0.26,1.0111,8.4,11.0,6.8,2.5
8,0.96,0.78,0.1,1.0106,0.6,10.9,7.7,4.5
8,0.5,0.94,1.19,1.0115,0.0,11.6,10.5,9.4
7,0.53,0.9,2.37,1.0049,0.9,11.9,9.7,7.5
7,1.81,0.77,0.11,1.0041,6.3,10.5,8.2,6.0
6,1.74,0.7,0.15,1.0158,8.5,13.2,9.8,6.5
6,1.47,0.77,0.03,1.0159,3.2,14.0,10.3,6.6
8,0.35,0.91,2.29,1.0061,0.0,13.1,9.8,6.6
7,1.75,0.75,0.01,1.0025,8.3,11.6,8.9,6.2
6,1.74,0.74,0.32,1.0064,7.5,11.7,8.2,4.6
6,1.32,0.78,0.73,1.0019,2.3,9.5,6.2,3.0
5,2.53,0.56,0.0,1.0051,8.9,12.8,8.4,4.0
6,0.95,0.69,0.42,1.0088,2.5,9.6,6.7,3.8
4,2.0,0.53,0.0,1.0166,9.2,10.0,6.3,2.6
1,2.62,0.42,0.0,1.0238,10.8,12.2,7.3,2.4
0,2.63,0.47,0.0,1.0231,10.8,13.5,6.6,-0.3
6,0.9,0.65,0.35,1.0133,0.7,14.2,9.4,4.5
6,1.5,0.58,0.0,1.004,5.0,11.3,7.6,4.0
4,1.88,0.49,0.0,1.0111,7.2,13.9,9.6,5.2
2,2.67,0.53,0.0,1.0223,10.5,15.5,9.6,3.6
3,2.67,0.5,0.0,1.0235,10.7,20.6,14.6,8.5
3,2.68,0.47,0.0,1.016,10.6,20.8,15.0,9.2
3,2.52,0.58,0.08,1.0098,9.0,15.8,12.2,8.5
7,2.43,0.59,0.22,1.0066,8.2,11.7,7.8,4.0
4,2.26,0.6,0.0,1.0142,10.5,14.5,8.8,3.2
7,2.4,0.54,0.0,1.0146,7.6,17.5,11.4,5.4
5,2.58,0.44,0.53,1.0065,9.1,19.4,14.4,9.4
7,1.54,0.71,0.0,1.0074,6.7,16.2,12.3,8.4
5,1.99,0.68,0.0,1.0144,7.8,16.0,11.7,7.4
6,2.53,0.63,0.0,1.0177,10.0,18.6,12.3,6.0
6,1.07,0.68,0.74,1.0088,2.9,17.5,13.6,9.8
8,0.66,0.83,0.41,1.007,0.3,11.4,9.4,7.4
4,1.92,0.74,0.25,1.0077,8.4,15.5,10.4,5.2
7,1.42,0.78,0.27,1.0084,2.5,9.0,6.8,4.7
8,0.56,0.9,1.76,0.9988,0.0,7.6,5.4,3.1
8,1.25,0.65,0.0,1.0,0.6,11.0,7.0,3.1
7,1.4,0.74,0.74,1.0035,1.7,11.4,8.4,5.3
5,1.71,0.72,0.48,1.0067,7.7,14.3,9.8,5.2
3,2.5,0.68,0.02,1.0161,11.0,16.5,10.8,5.2
8,2.07,0.74,1.43,1.0158,6.9,18.0,13.3,8.6
3,3.06,0.68,0.0,1.0174,11.8,17.6,12.3,7.0
0,3.0,0.59,0.0,1.0228,12.1,21.6,14.6,7.6
4,3.06,0.5,0.0,1.0214,12.5,24.7,18.4,12.2
2,2.93,0.44,0.0,1.0199,12.1,24.0,18.1,12.2
4,2.54,0.52,0.0,1.0183,10.5,22.5,17.4,12.3
8,1.51,0.6,0.0,1.0172,2.9,19.8,15.7,11.6
7,2.12,0.55,0.0,1.0149,7.8,22.9,18.0,13.0
7,1.9,0.53,0.0,1.0163,6.6,24.3,19.4,14.4
3,2.66,0.5,0.0,1.0148,6.9,26.4,20.5,14.6
0,3.06,0.44,0.0,1.0132,11.3,28.5,20.8,13.1
1,3.11,0.5,0.0,1.0139,12.2,26.5,20.2,14.0
0,3.2,0.52,0.0,1.0101,12.0,24.4,19.4,14.3
5,2.74,0.53,0.62,1.0092,10.9,18.7,14.4,10.2
6,2.01,0.68,0.38,1.0103,6.4,12.6,8.3,4.0
4,2.22,0.73,0.25,1.0149,9.0,12.5,8.2,4.0
5,2.85,0.58,0.0,1.0148,11.8,15.9,10.7,5.5
6,2.79,0.52,0.0,1.0139,9.8,17.8,12.1,6.4
3,2.57,0.55,0.0,1.0134,10.0,19.4,14.4,9.3
0,2.73,0.45,0.0,1.0133,12.6,20.5,14.0,7.5
1,3.08,0.5,0.0,1.0138,12.8,24.3,17.1,9.9
2,3.11,0.57,0.15,1.0148,12.4,24.0,18.4,12.8
7,2.02,0.67,1.35,1.0135,5.2,22.7,17.6,12.4
6,2.67,0.72,0.02,1.0102,8.3,25.2,18.8,12.5
5,2.91,0.57,0.0,1.0087,11.5,25.0,19.1,13.2
3,3.14,0.5,0.0,1.0131,11.1,23.9,18.7,13.5
5,2.83,0.57,0.0,1.0144,11.9,25.1,19.2,13.3
5,2.53,0.52,0.0,1.0141,8.7,20.2,15.4,10.5
4,2.61,0.38,0.0,1.0199,12.7,17.5,11.8,6.0
4,2.62,0.51,0.0,1.0177,10.4,19.4,14.9,10.4
1,2.86,0.4,0.0,1.016,12.8,23.5,15.8,8.0
1,3.18,0.46,0.0,1.0132,12.8,25.0,18.4,11.8
5,2.97,0.41,0.0,1.0116,9.7,25.3,20.0,14.8
6,1.98,0.64,0.07,1.014,8.0,23.2,18.7,14.2
6,2.64,0.58,0.01,1.0142,8.7,25.4,19.5,13.6
5,2.6,0.56,0.0,1.0121,8.7,22.5,17.9,13.3
7,2.7,0.57,0.56,1.0091,7.0,24.3,19.0,13.6
5,2.01,0.73,0.01,1.0126,6.2,24.6,18.6,12.6
6,2.78,0.6,0.03,1.0133,10.3,26.3,20.8,15.3
6,2.02,0.54,2.89,1.0103,6.1,27.7,21.7,15.7
7,1.43,0.83,0.89,1.0125,4.1,19.5,15.8,12.0
5,2.48,0.74,0.0,1.0121,9.4,22.0,16.9,11.8
4,2.77,0.58,0.36,1.011,10.5,25.5,19.3,13.1
8,1.45,0.89,1.38,1.0123,1.6,17.8,15.5,13.2
7,1.28,0.82,0.1,1.0127,6.5,19.9,16.2,12.6
7,1.63,0.8,0.02,1.013,4.7,18.6,14.8,11.0
5,3.05,0.68,0.0,1.0157,11.7,23.1,17.8,12.5
5,2.75,0.63,0.23,1.0149,11.7,23.8,18.7,13.6
7,2.23,0.72,0.39,1.0157,5.6,23.5,18.2,12.8
5,2.2,0.67,0.0,1.0129,11.2,23.8,17.8,11.7
5,2.52,0.59,0.0,1.0124,12.0,20.0,16.2,12.4
6,1.87,0.63,0.24,1.0117,6.1,19.8,15.9,12.0
5,2.2,0.76,0.35,1.0129,8.2,19.6,15.0,10.5
5,2.92,0.67,0.28,1.0147,7.9,23.4,17.7,12.0
7,1.34,0.82,0.28,1.0132,1.9,18.6,15.4,12.2
7,2.31,0.68,0.05,1.0116,8.4,20.7,16.2,11.7
7,1.88,0.72,0.0,1.0118,4.7,19.4,15.3,11.2
6,2.43,0.7,0.0,1.0122,7.7,21.0,16.8,12.5
4,2.34,0.61,0.0,1.0139,12.5,24.3,18.6,13.0
1,3.17,0.46,0.0,1.0161,13.1,25.5,19.6,13.7
4,3.31,0.46,0.0,1.0145,13.3,27.0,19.8,12.7
2,3.34,0.44,0.0,1.0124,13.3,30.7,23.0,15.3
1,3.34,0.48,0.0,1.0124,13.0,31.1,24.6,18.0
1,3.3,0.32,0.0,1.0173,13.4,32.3,25.1,17.9
6,3.35,0.39,0.0,1.0179,13.1,32.1,24.8,17.6
2,3.32,0.45,0.0,1.0156,13.5,32.5,24.9,17.3
2,3.37,0.42,0.0,1.0141,13.1,33.0,26.6,20.2
0,3.31,0.39,0.0,1.0141,13.3,33.3,26.9,20.5
1,3.31,0.39,0.0,1.0135,13.2,33.8,27.7,21.6
0,3.33,0.44,0.0,1.012,13.0,35.5,28.5,21.5
0,3.3,0.41,0.0,1.0113,11.8,36.6,29.3,22.0
2,3.14,0.38,0.0,1.0111,11.0,36.2,29.6,22.9
0,3.03,0.44,0.0,1.0117,12.9,35.0,29.0,23.0
5,3.28,0.45,0.0,1.0121,10.6,31.9,26.9,21.9
6,2.97,0.46,0.01,1.0081,10.8,31.0,26.0,20.9
5,2.94,0.5,0.0,1.005,11.9,31.6,26.0,20.5
5,2.42,0.57,0.07,1.0064,9.6,28.7,24.4,20.2
4,2.87,0.5,0.0,1.0094,12.3,28.0,23.3,18.6
1,3.2,0.49,0.0,1.0125,13.2,27.5,22.0,16.5
0,3.31,0.48,0.0,1.0137,13.4,30.7,23.4,16.2
0,3.34,0.4,0.0,1.0131,13.2,27.5,23.0,18.5
2,3.31,0.48,0.0,1.017,12.1,28.0,22.5,17.0
4,3.16,0.45,0.0,1.0156,11.2,31.7,25.1,18.5
3,3.04,0.41,0.0,1.0138,12.1,33.6,27.5,21.4
1,3.15,0.42,0.0,1.0146,13.1,34.6,28.2,21.7
3,3.28,0.44,0.0,1.0144,12.9,34.5,28.2,21.8
3,3.25,0.41,0.0,1.0127,12.2,35.2,28.4,21.5
3,3.16,0.38,0.0,1.0099,11.9,33.2,27.3,21.4
1,3.03,0.41,0.0,1.0107,13.3,32.7,26.8,21.0
2,3.01,0.46,0.0,1.0114,12.9,33.5,27.6,21.7
0,3.24,0.36,0.0,1.0134,12.9,33.2,26.8,20.3
1,3.23,0.38,0.0,1.0137,13.2,29.6,24.3,19.0
2,3.27,0.41,0.0,1.0154,13.1,30.2,23.7,17.2
0,3.25,0.4,0.0,1.0129,13.2,33.5,26.4,19.2
0,3.26,0.42,0.0,1.0108,13.1,32.9,27.1,21.3
0,3.24,0.36,0.0,1.0116,13.1,32.9,26.2,19.4
1,3.24,0.36,0.0,1.0106,12.9,32.0,25.4,18.7
4,3.11,0.46,0.0,1.0119,11.6,30.5,24.0,17.4
4,3.03,0.53,0.0,1.0108,10.9,31.7,24.9,18.1
0,2.93,0.4,0.0,1.0116,13.2,34.7,27.6,20.5
0,3.23,0.36,0.0,1.011,13.1,33.0,26.4,19.8
0,3.21,0.36,0.0,1.0108,13.1,34.6,27.2,19.9
0,3.2,0.4,0.0,1.0096,13.1,34.5,27.2,19.8
2,3.2,0.34,0.0,1.0094,12.2,34.5,26.8,19.0
0,3.07,0.39,0.0,1.0109,13.1,33.2,25.9,18.6
1,3.18,0.35,0.0,1.0121,12.8,32.6,26.2,19.8
0,3.14,0.32,0.0,1.0129,13.1,34.1,26.8,19.4
0,3.17,0.34,0.0,1.0125,13.2,35.3,28.2,21.1
0,3.17,0.35,0.0,1.0121,13.1,37.0,30.2,23.3
0,3.15,0.32,0.0,1.0133,12.4,38.5,31.6,24.6
