MADRID_cloud_cover,MADRID_global_radiation,MADRID_humidity,MADRID_precipitation,MADRID_pressure,MADRID_sunshine,MADRID_temp_max,MADRID_temp_mean,MADRID_temp_min
8,1.84,0.74,0.0,1.0231,9.7,20.6,16.3,12.0
2,1.85,0.65,0.0,1.0226,10.0,22.2,17.0,11.8
7,1.35,0.68,0.03,1.0226,5.6,21.0,16.7,12.4
5,1.75,0.72,0.0,1.0241,9.3,21.6,17.3,13.0
2,1.84,0.66,0.0,1.0214,10.3,23.2,18.4,13.6
1,1.73,0.6,0.0,1.0163,9.4,24.6,19.0,13.4
8,0.42,0.83,2.0,1.0138,0.0,16.2,14.2,12.2
8,1.05,0.79,0.34,1.0116,3.6,21.0,16.4,11.8
7,0.41,0.84,1.07,1.0106,0.0,16.6,14.8,13.0
5,1.64,0.78,0.02,1.0149,9.1,19.2,16.0,12.8
0,1.71,0.75,0.0,1.0179,10.0,19.7,15.4,11.1
0,1.68,0.79,0.0,1.0197,9.8,19.2,14.9,10.6
7,1.0,0.85,0.0,1.0197,3.6,17.5,13.7,9.9
2,1.62,0.65,0.0,1.0184,9.5,15.6,11.8,8.0
7,1.35,0.57,0.0,1.0188,6.9,13.8,10.7,7.6
1,1.62,0.64,0.0,1.0234,9.8,13.4,8.6,3.8
7,0.66,0.7,0.0,1.0222,1.3,13.5,10.0,6.5
4,1.39,0.64,0.0,1.0186,7.6,18.0,13.6,9.2
6,0.61,0.8,0.27,1.0106,1.1,12.8,10.4,8.0
4,1.36,0.7,0.02,1.0166,7.6,12.0,8.0,4.0
8,0.36,0.86,0.76,1.0043,0.0,12.4,9.1,5.8
3,1.32,0.67,0.0,1.0118,7.4,10.2,7.2,4.2
3,1.39,0.72,0.0,1.0155,8.3,9.8,5.4,1.0
8,0.35,0.8,0.67,1.0099,0.0,9.4,5.6,1.8
7,0.62,0.84,0.05,1.0043,1.4,9.6,7.3,5.0
6,1.2,0.76,0.01,1.0163,6.6,12.6,8.6,4.6
7,0.83,0.74,0.0,1.0233,3.1,16.6,13.3,10.0
0,1.42,0.71,0.0,1.0273,9.3,17.0,12.8,8.6
1,1.38,0.68,0.0,1.0244,9.0,18.8,13.7,8.6
6,1.24,0.61,0.0,1.0206,7.5,18.5,14.6,10.7
8,0.32,0.87,1.55,1.0186,0.0,12.7,11.5,10.3
8,0.32,0.94,1.75,1.0119,0.0,11.6,9.4,7.2
8,0.32,0.91,1.9,1.0078,0.0,8.2,6.9,5.6
8,0.31,0.96,0.38,1.0137,0.0,9.8,8.6,7.4
6,0.88,0.85,0.0,1.0217,4.1,12.6,9.6,6.6
1,1.33,0.66,0.0,1.0176,9.2,13.5,9.8,6.1
5,0.31,0.76,0.02,1.0146,0.0,11.4,9.2,7.0
3,1.23,0.79,0.08,1.0228,8.2,14.4,10.0,5.6
8,0.38,0.8,0.02,1.0306,0.3,14.8,12.9,11.0
7,0.52,0.76,0.0,1.0289,1.2,14.4,12.4,10.4
8,0.3,0.84,0.11,1.0227,0.0,11.7,10.4,9.1
7,0.29,0.95,0.53,1.0188,0.0,11.6,10.7,9.8
8,0.29,0.88,0.59,1.0102,0.0,13.2,9.0,4.8
5,1.15,0.6,0.0,1.0187,7.8,8.8,6.3,3.8
7,0.63,0.73,0.0,1.023,2.2,11.4,7.2,3.0
4,1.04,0.74,0.0,1.0278,6.6,13.2,8.6,4.0
8,0.71,0.69,0.0,1.0228,3.0,12.2,8.2,4.2
2,1.1,0.44,0.0,1.0218,7.5,12.8,7.9,3.0
2,1.11,0.61,0.0,1.0248,7.7,14.6,10.3,6.0
0,1.18,0.58,0.0,1.0298,8.8,14.6,9.6,4.6
0,1.12,0.65,0.0,1.0302,8.0,12.8,8.5,4.2
0,1.16,0.53,0.0,1.0269,8.7,15.0,9.5,4.0
0,1.1,0.76,0.0,1.0239,7.9,10.4,6.1,1.8
6,0.76,0.89,0.0,1.0212,3.6,5.8,3.1,0.4
6,0.58,0.84,0.0,1.0192,1.9,5.6,3.9,2.2
6,1.03,0.58,0.0,1.0175,7.1,7.0,3.5,0.0
4,1.08,0.58,0.0,1.0134,7.8,5.0,2.2,-0.6
0,1.12,0.33,0.0,1.0205,8.4,3.8,0.8,-2.2
0,1.12,0.34,0.0,1.0221,8.5,4.5,1.6,-1.3
8,0.32,0.6,0.0,1.0224,0.1,5.9,1.1,-3.7
2,1.02,0.7,0.0,1.0263,7.1,6.2,2.8,-0.6
0,1.06,0.67,0.0,1.0308,7.7,7.1,2.7,-1.7
0,1.06,0.71,0.0,1.0299,7.7,6.0,1.5,-3.0
0,1.11,0.66,0.0,1.03,8.4,8.0,2.8,-2.4
0,1.06,0.75,0.0,1.0326,7.8,6.0,2.5,-1.0
6,0.32,0.82,0.0,1.031,0.1,2.0,-0.5,-3.0
5,0.75,0.86,0.0,1.0269,3.8,10.0,5.7,1.4
4,0.89,0.78,0.0,1.0344,5.4,9.8,6.7,3.6
5,0.28,0.93,0.0,1.0377,0.0,6.0,3.9,1.8
8,0.28,0.96,0.04,1.035,0.0,4.2,3.1,2.0
8,0.28,0.97,0.22,1.0214,0.0,6.8,5.0,3.2
6,0.47,0.73,0.0,1.0166,1.0,9.4,6.5,3.6
5,0.96,0.64,0.0,1.0142,6.3,10.0,6.8,3.6
1,1.13,0.58,0.0,1.0206,8.7,9.4,5.6,1.8
4,0.93,0.72,0.0,1.0214,5.9,9.4,5.2,1.0
4,0.63,0.72,0.0,1.0136,2.4,7.6,4.5,1.4
1,1.13,0.56,0.0,1.0208,8.5,6.4,3.7,1.0
6,0.85,0.64,0.0,1.0226,4.8,6.6,2.2,-2.2
3,1.11,0.64,0.0,1.0206,8.2,11.1,6.9,2.7
4,0.88,0.59,0.0,1.0211,5.1,11.8,9.0,6.2
6,1.03,0.66,0.0,1.0243,7.0,12.6,9.5,6.4
3,0.94,0.72,0.0,1.0285,5.7,12.6,8.8,5.0
2,1.09,0.84,0.0,1.0311,7.7,11.4,6.7,2.0
4,0.94,0.87,0.0,1.031,5.6,9.1,5.2,1.3
7,1.01,0.61,0.0,1.0251,6.4,12.0,6.8,1.6
2,1.1,0.79,0.0,1.0284,7.6,12.0,8.5,5.0
5,1.08,0.73,0.0,1.0222,7.3,13.6,7.8,2.0
3,1.12,0.47,0.0,1.0204,7.7,10.0,4.8,-0.4
0,1.17,0.49,0.0,1.0287,8.3,7.4,1.3,-4.8
0,1.16,0.57,0.0,1.0271,8.1,10.1,4.2,-1.7
0,0.97,0.68,0.0,1.0297,5.5,10.0,5.2,0.4
3,1.19,0.69,0.0,1.0347,8.2,11.6,6.1,0.6
1,1.21,0.56,0.0,1.0314,8.4,13.2,7.9,2.6
0,1.24,0.6,0.0,1.0289,8.7,11.8,6.8,1.8
2,1.21,0.59,0.0,1.0298,8.2,14.4,8.6,2.8
0,1.24,0.51,0.0,1.0344,8.5,11.6,6.7,1.8
1,1.27,0.53,0.0,1.0279,8.8,14.1,8.3,2.5
0,1.27,0.56,0.0,1.0234,8.6,13.6,9.3,5.0
0,1.29,0.63,0.0,1.0307,8.8,9.6,6.3,3.0
0,1.21,0.57,0.0,1.0303,7.6,10.6,5.3,0.0
1,1.27,0.6,0.0,1.0292,8.3,9.8,4.3,-1.2
0,1.26,0.55,0.0,1.0291,8.0,9.6,4.0,-1.6
5,1.17,0.62,0.0,1.0294,6.8,11.6,5.3,-1.0
0,1.28,0.57,0.0,1.0294,8.0,10.5,5.0,-0.5
4,1.08,0.69,0.0,1.0258,5.6,9.0,3.7,-1.6
8,0.87,0.72,0.03,1.019,3.4,10.4,5.1,-0.2
5,0.9,0.61,0.0,1.0229,3.6,10.8,7.6,4.4
2,1.21,0.56,0.0,1.0281,6.7,10.2,6.7,3.2
4,1.15,0.67,0.07,1.0264,5.9,9.4,5.6,1.8
3,1.0,0.64,0.0,1.0258,4.3,10.6,8.0,5.4
2,1.4,0.59,0.0,1.0273,8.5,11.2,7.6,4.0
2,1.3,0.58,0.0,1.0253,7.2,10.2,5.9,1.6
4,1.37,0.48,0.0,1.0255,7.9,8.2,3.5,-1.2
7,0.55,0.72,0.09,1.0198,0.6,9.0,6.0,3.0
6,0.86,0.79,0.12,1.0107,2.7,9.6,6.5,3.4
8,0.71,0.85,0.17,1.0101,1.5,8.0,4.9,1.8
8,0.39,0.94,0.84,1.0121,0.0,9.0,6.6,4.2
8,0.4,0.88,0.01,1.015,0.0,12.2,10.2,8.2
5,1.56,0.75,0.0,1.017,9.1,14.4,10.7,7.0
7,0.49,0.7,0.12,1.0109,0.2,11.4,8.5,5.6
8,1.05,0.8,0.14,1.0172,3.8,10.6,7.6,4.6
7,0.63,0.9,1.11,1.0102,0.8,11.0,9.5,8.0
8,0.71,0.87,0.81,1.0088,1.2,10.6,8.2,5.8
7,1.43,0.83,0.02,1.0075,7.0,10.4,7.9,5.4
5,0.95,0.8,0.04,1.0088,2.7,10.4,8.0,5.6
6,1.48,0.69,0.0,1.0114,7.3,11.6,7.0,2.4
8,0.44,0.85,0.77,1.0102,0.0,8.7,7.7,6.7
6,0.75,0.8,0.02,1.0161,1.2,10.8,8.6,6.4
8,0.45,0.86,0.37,1.0123,0.0,9.2,7.8,6.4
8,0.6,0.88,1.81,1.01,0.4,8.2,6.4,4.6
7,1.67,0.82,0.07,1.008,8.5,10.0,6.5,3.0
8,0.74,0.78,0.0,1.0064,1.0,10.0,7.5,5.0
7,1.02,0.84,0.69,1.0099,2.7,9.0,5.8,2.6
7,1.02,0.79,0.11,1.0101,2.6,10.4,7.9,5.4
6,1.1,0.8,0.06,1.0177,3.1,9.8,6.7,3.6
6,1.21,0.75,0.0,1.0209,3.8,9.2,4.8,0.4
3,1.88,0.67,0.0,1.0221,9.6,12.0,6.5,1.0
6,1.53,0.74,1.28,1.0177,6.2,10.1,6.0,1.9
8,0.49,0.89,0.35,1.0055,0.0,8.4,7.1,5.8
6,0.54,0.79,0.0,1.0173,0.1,10.1,7.7,5.3
0,1.9,0.62,0.0,1.0207,8.6,11.0,7.2,3.4
8,0.61,0.7,0.02,1.0204,0.3,9.6,7.1,4.6
8,0.51,0.65,0.01,1.0272,0.0,6.1,3.8,1.5
3,1.86,0.61,0.0,1.0178,8.0,14.4,8.1,1.8
6,1.66,0.47,0.0,1.0046,6.4,8.3,4.9,1.5
6,0.53,0.77,0.44,1.0071,0.0,3.0,1.2,-0.6
7,1.24,0.82,0.03,1.0139,3.4,7.6,3.7,-0.2
0,2.06,0.65,0.0,1.013,9.0,10.6,6.4,2.2
1,2.11,0.57,0.0,1.0171,9.3,13.0,7.0,1.0
2,1.8,0.6,0.0,1.0217,6.9,12.4,6.7,1.0
4,1.69,0.55,0.0,1.0268,6.0,13.2,8.6,4.0
3,2.19,0.53,0.0,1.0235,9.5,15.4,10.2,5.0
5,1.31,0.6,0.0,1.0173,3.4,14.8,9.9,5.0
3,2.15,0.5,0.0,1.0161,9.0,14.6,10.3,6.0
3,2.27,0.42,0.0,1.0261,9.8,16.4,9.1,1.8
4,2.15,0.53,0.0,1.0226,8.8,18.6,12.3,6.0
7,1.09,0.66,0.38,1.0174,2.0,16.4,12.5,8.6
6,1.68,0.78,0.17,1.0138,5.4,14.8,11.2,7.6
4,2.03,0.58,0.07,1.018,7.6,12.4,8.7,5.0
6,2.11,0.7,0.02,1.0249,8.1,13.8,8.3,2.8
4,1.96,0.75,0.0,1.0259,7.0,15.0,10.5,6.0
8,1.45,0.57,0.02,1.0184,3.7,17.5,12.0,6.5
8,0.62,0.84,2.09,1.0188,0.0,10.6,8.1,5.6
8,1.3,0.74,0.0,1.0252,2.8,18.2,11.8,5.4
7,2.11,0.44,0.0,1.026,7.6,21.6,14.9,8.2
8,0.64,0.37,0.37,1.0205,0.0,15.6,12.6,9.6
8,0.64,0.82,0.17,1.0164,0.0,9.8,8.6,7.4
5,1.45,0.78,0.0,1.0151,3.4,15.0,11.7,8.4
5,2.2,0.64,0.02,1.0197,7.9,17.6,13.7,9.8
6,2.45,0.56,0.0,1.0182,9.5,18.0,13.0,8.0
6,2.54,0.63,0.0,1.0132,10.0,19.4,13.2,7.0
7,2.19,0.58,0.0,1.0127,7.6,17.8,14.0,10.2
8,1.15,0.63,0.4,1.0097,1.7,14.8,11.2,7.6
8,1.48,0.8,0.28,1.0047,3.3,12.6,8.2,3.8
6,2.0,0.62,0.02,1.0146,6.2,10.8,6.4,2.0
1,2.53,0.67,0.0,1.018,9.5,12.0,6.5,1.0
4,2.25,0.42,0.0,1.0203,7.6,14.5,8.7,2.9
7,2.25,0.48,0.0,1.0188,7.5,16.1,11.1,6.1
8,1.43,0.48,0.0,1.0203,2.8,14.6,11.5,8.4
7,1.65,0.63,0.12,1.0203,3.9,15.2,11.7,8.2
7,1.91,0.74,0.39,1.0169,5.3,13.6,10.3,7.0
8,0.71,0.87,0.89,1.0084,0.0,8.8,7.8,6.8
6,2.38,0.74,0.0,1.0089,8.0,14.2,9.2,4.2
7,2.06,0.64,0.05,1.0119,6.0,15.6,10.3,5.0
6,1.98,0.68,0.06,1.0116,5.5,15.6,11.6,7.6
7,2.52,0.65,0.0,1.0144,8.7,16.6,12.5,8.4
7,1.91,0.68,0.0,1.019,5.0,17.4,12.4,7.4
7,2.61,0.56,0.0,1.0168,9.1,23.8,17.4,11.0
7,2.7,0.64,0.0,1.0157,9.6,22.2,17.2,12.2
7,2.13,0.73,2.26,1.0166,6.1,22.2,16.9,11.6
8,0.81,0.92,2.39,1.0197,0.1,13.0,11.9,10.8
3,2.95,0.7,0.0,1.022,11.0,20.4,14.8,9.2
5,2.67,0.65,0.0,1.0227,9.2,20.6,15.6,10.6
5,3.04,0.65,0.0,1.0209,11.5,22.2,16.5,10.8
8,1.85,0.62,0.04,1.0186,4.4,21.2,15.8,10.4
7,2.23,0.72,0.0,1.0143,6.4,20.0,15.8,11.6
4,3.09,0.6,0.66,1.0135,11.6,16.0,11.5,7.0
6,2.7,0.74,0.04,1.014,9.1,15.2,10.9,6.6
6,2.76,0.68,0.01,1.0184,9.4,14.6,9.8,5.0
6,2.19,0.66,0.03,1.0177,5.5,18.0,12.3,6.6
6,2.88,0.66,0.0,1.0153,9.7,20.6,16.0,11.4
7,2.54,0.58,0.01,1.0088,7.5,20.2,15.9,11.6
8,2.42,0.61,0.18,1.0081,6.7,15.6,12.4,9.2
7,1.68,0.69,0.16,1.0106,2.8,14.0,10.2,6.4
2,3.17,0.59,0.0,1.0212,12.1,14.4,9.7,5.0
1,3.38,0.48,0.0,1.0239,12.9,16.2,10.9,5.6
8,0.81,0.75,0.17,1.0127,0.0,9.8,8.2,6.6
4,3.15,0.66,0.0,1.0112,11.2,17.2,11.7,6.2
2,3.39,0.51,0.0,1.0142,12.8,21.2,14.4,7.6
2,3.47,0.44,0.0,1.0107,13.3,23.8,17.2,10.6
0,3.43,0.41,0.0,1.0225,13.0,20.6,14.3,8.0
1,3.41,0.34,0.0,1.024,12.8,23.3,15.8,8.3
1,3.45,0.33,0.0,1.0211,13.0,26.2,19.4,12.6
2,3.45,0.33,0.0,1.0186,13.0,27.4,21.0,14.6
0,3.42,0.38,0.0,1.0184,12.7,27.8,20.8,13.8
4,3.01,0.36,0.0,1.0162,9.9,28.8,22.3,15.8
7,2.46,0.37,0.0,1.0127,6.5,28.4,22.1,15.8
5,2.59,0.44,0.05,1.0067,7.2,24.3,19.4,14.5
7,2.29,0.53,0.01,1.0096,5.5,17.0,13.9,10.8
6,2.64,0.44,0.0,1.0144,7.5,16.0,11.6,7.2
7,2.99,0.48,0.0,1.0155,9.6,20.7,14.2,7.7
6,2.82,0.53,0.07,1.0177,8.5,22.6,17.5,12.4
8,1.12,0.76,0.77,1.0208,0.5,17.2,15.2,13.2
3,3.51,0.56,0.0,1.0202,13.0,22.4,17.0,11.6
6,3.03,0.51,0.03,1.0143,9.8,22.6,16.6,10.6
5,3.1,0.55,0.0,1.0167,10.2,19.0,14.4,9.8
5,3.33,0.5,0.02,1.0208,11.7,20.6,15.5,10.4
4,3.48,0.47,0.0,1.0218,12.7,23.4,16.8,10.2
1,3.39,0.51,0.0,1.0163,12.1,26.8,19.8,12.8
5,3.54,0.37,0.0,1.0124,13.1,26.5,20.1,13.7
5,3.07,0.44,0.0,1.0124,10.8,26.5,20.0,13.5
7,2.62,0.4,0.0,1.0116,8.2,27.5,21.3,15.1
4,3.31,0.48,0.0,1.0157,12.2,22.8,18.3,13.8
0,3.63,0.34,0.0,1.0188,14.2,23.6,16.9,10.2
0,3.62,0.34,0.0,1.0161,14.1,27.0,20.3,13.6
1,3.57,0.4,0.0,1.014,13.8,30.2,23.0,15.8
0,3.61,0.35,0.0,1.0146,14.0,31.0,24.4,17.8
3,3.4,0.3,0.0,1.0143,12.7,31.0,23.7,16.4
3,3.28,0.33,0.0,1.0106,12.0,30.6,24.3,18.0
7,2.93,0.42,0.18,1.0103,9.9,30.0,23.8,17.6
7,2.83,0.72,0.12,1.0115,9.3,27.0,21.1,15.2
1,3.64,0.42,0.0,1.0132,14.2,25.8,20.1,14.4
4,3.02,0.37,0.0,1.0132,10.4,22.8,17.3,11.8
7,2.62,0.54,0.0,1.0121,8.1,23.0,18.4,13.8
5,2.94,0.57,0.0,1.0141,9.9,25.4,19.6,13.8
3,3.44,0.51,0.0,1.0147,12.9,27.4,21.5,15.6
7,3.34,0.43,0.01,1.0116,12.3,28.8,22.7,16.6
6,2.42,0.59,0.04,1.0114,7.0,21.6,17.8,14.0
4,3.14,0.61,0.0,1.0148,11.1,24.6,19.0,13.4
1,3.55,0.45,0.0,1.0168,13.6,27.0,21.3,15.6
0,3.61,0.44,0.0,1.0201,14.0,26.2,20.1,14.0
1,3.56,0.49,0.0,1.0147,13.7,28.8,22.5,16.2
1,3.44,0.36,0.0,1.0154,12.9,23.2,20.0,16.8
0,3.6,0.36,0.0,1.0206,13.9,27.2,20.1,13.0
4,3.48,0.34,0.0,1.019,13.2,31.6,24.3,17.0
5,3.45,0.31,0.0,1.0198,13.0,33.0,26.3,19.6
1,3.54,0.32,0.0,1.0182,13.6,34.0,27.3,20.6
1,3.56,0.3,0.0,1.0185,13.7,35.0,28.4,21.8
5,3.08,0.28,0.0,1.0212,10.8,35.6,29.1,22.6
0,3.51,0.25,0.0,1.02,13.4,35.0,28.5,22.0
0,3.58,0.25,0.0,1.0143,13.9,35.0,28.4,21.8
3,3.57,0.37,0.0,1.015,13.8,29.8,24.0,18.2
4,3.16,0.49,0.0,1.0173,11.3,28.0,21.1,14.2
2,3.45,0.5,0.0,1.0145,13.1,31.0,24.9,18.8
0,3.51,0.32,0.0,1.0129,13.5,30.2,24.7,19.2
0,3.57,0.31,0.0,1.0143,13.9,30.2,23.6,17.0
0,3.59,0.32,0.0,1.0132,14.0,30.6,24.0,17.4
7,1.97,0.4,0.02,1.0156,4.8,29.4,23.8,18.2
7,1.97,0.5,0.0,1.0181,4.8,33.0,26.5,20.0
7,2.02,0.54,0.02,1.0185,5.1,28.8,24.5,20.2
0,3.6,0.39,0.0,1.0204,14.2,27.2,21.5,15.8
0,3.57,0.41,0.0,1.0158,14.0,29.8,23.0,16.2
0,3.55,0.39,0.0,1.0144,13.9,28.4,21.8,15.2
2,3.39,0.44,0.0,1.0151,12.9,27.4,22.2,17.0
0,3.57,0.3,0.0,1.0191,14.1,26.0,20.2,14.4
1,3.52,0.32,0.0,1.0158,13.8,29.6,22.4,15.2
0,3.55,0.37,0.0,1.0174,14.0,27.6,22.1,16.6
0,3.54,0.36,0.0,1.0211,14.0,27.4,20.0,12.6
1,3.48,0.38,0.0,1.0197,13.6,29.2,22.6,16.0
0,3.5,0.39,0.0,1.0204,13.8,31.8,24.9,18.0
3,2.98,0.34,0.0,1.0194,10.6,33.6,25.9,18.2
5,3.11,0.26,0.0,1.0158,11.9,33.2,28.4,23.6
1,3.0,0.39,0.0,1.0145,13.3,33.0,26.5,20.0
0,3.4,0.27,0.0,1.0121,13.3,34.0,27.4,20.8
0,3.38,0.31,0.0,1.016,13.2,33.4,26.9,20.4
1,3.31,0.36,0.0,1.0158,12.8,35.0,27.8,20.6
1,3.37,0.28,0.0,1.0146,13.2,36.2,28.5,20.8
0,3.3,0.33,0.0,1.0144,12.8,35.0,28.4,21.8
2,3.24,0.38,0.0,1.0145,12.5,29.0,24.5,20.0
0,3.28,0.46,0.0,1.0139,12.8,27.2,21.6,16.0
0,3.29,0.42,0.0,1.0154,12.9,28.0,22.2,16.4
6,3.0,0.38,0.0,1.0154,11.1,28.6,22.1,15.6
0,3.15,0.38,0.0,1.0191,13.0,27.2,22.1,17.0
0,3.27,0.41,0.0,1.0161,12.9,28.6,22.1,15.6
8,2.96,0.35,0.05,1.0112,11.0,30.0,24.4,18.8
0,3.26,0.46,0.0,1.0136,12.9,25.8,21.0,16.2
2,3.17,0.45,0.0,1.0153,12.4,27.4,21.0,14.6
4,3.03,0.36,0.0,1.0118,11.6,28.4,22.7,17.0
1,3.2,0.4,0.0,1.0122,12.7,26.0,20.9,15.8
3,3.07,0.42,0.0,1.0123,11.9,27.2,21.7,16.2
7,2.67,0.38,0.0,1.0116,9.5,28.6,22.8,17.0
4,2.97,0.44,0.0,1.0134,11.4,27.0,22.5,18.0
8,2.39,0.42,0.0,1.0189,7.9,26.6,21.2,15.8
8,2.55,0.33,0.0,1.0148,8.9,31.2,24.6,18.0
5,2.96,0.38,0.0,1.0146,11.5,30.2,25.3,20.4
0,3.18,0.36,0.0,1.0136,13.0,32.0,24.9,17.8
3,3.05,0.42,0.0,1.0121,12.2,31.2,25.1,19.0
6,3.13,0.48,0.0,1.0145,12.8,29.0,23.8,18.6
0,3.15,0.32,0.0,1.0185,13.0,30.8,24.4,18.0
3,3.0,0.39,0.0,1.0186,12.1,32.0,25.7,19.4
6,2.55,0.46,0.03,1.0175,9.3,32.2,26.7,21.2
4,2.84,0.44,0.0,1.0194,11.2,32.6,25.9,19.2
3,3.03,0.37,0.0,1.0175,12.5,33.0,26.5,20.0
3,3.0,0.28,0.0,1.015,12.4,34.6,28.2,21.8
1,2.94,0.32,0.0,1.015,12.1,34.0,27.0,20.0
6,2.4,0.3,0.0,1.0127,8.7,30.6,25.7,20.8
6,2.58,0.36,0.0,1.0106,9.9,30.8,24.9,19.0
7,0.85,0.52,1.37,1.0118,0.7,24.6,21.3,18.0
6,1.7,0.8,0.93,1.0089,4.7,22.0,18.6,15.2
7,1.83,0.84,0.21,1.0115,5.5,22.6,18.3,14.0
4,2.49,0.67,0.01,1.0154,9.6,25.0,19.9,14.8
4,2.54,0.54,0.0,1.0156,10.0,24.6,19.3,14.0
4,2.46,0.6,0.26,1.0168,9.5,24.0,18.3,12.6
4,2.43,0.69,0.0,1.0159,9.4,23.4,19.2,15.0
5,2.46,0.65,0.0,1.019,9.7,22.4,18.1,13.8
1,2.67,0.48,0.0,1.0224,11.4,23.0,18.1,13.2
3,2.51,0.45,0.0,1.0205,10.3,26.4,20.2,14.0
0,2.62,0.49,0.0,1.0204,11.2,27.8,21.8,15.8
0,2.61,0.46,0.0,1.0183,11.3,29.2,23.0,16.8
0,2.64,0.46,0.0,1.018,11.6,30.2,23.7,17.2
0,2.56,0.44,0.0,1.0168,11.1,30.0,24.0,18.0
5,2.44,0.49,0.0,1.0153,10.3,27.2,22.1,17.0
6,2.11,0.45,0.0,1.0158,7.9,22.6,18.7,14.8
6,1.82,0.47,0.37,1.015,6.0,23.0,18.5,14.0
7,1.72,0.76,0.41,1.0142,5.4,22.2,18.8,15.4
7,1.89,0.73,0.04,1.011,6.6,21.0,17.7,14.4
5,2.0,0.6,0.02,1.0113,7.5,19.0,14.7,10.4
6,1.97,0.65,0.02,1.0147,7.4,18.4,15.2,12.0
6,1.31,0.75,0.48,1.0184,3.1,15.2,12.6,10.0
5,2.16,0.64,0.0,1.0204,9.0,20.2,13.9,7.6
4,2.29,0.6,0.0,1.0209,10.2,23.6,17.4,11.2
8,1.87,0.76,0.0,1.021,7.0,25.0,19.5,14.0
7,1.8,0.66,0.0,1.0188,6.6,24.8,19.9,15.0
7,1.13,0.71,0.0,1.018,2.3,24.3,20.8,17.3
7,1.54,0.65,0.0,1.0192,4.9,25.2,21.2,17.2
3,2.32,0.55,0.0,1.0191,11.1,27.1,22.8,18.5
0,2.19,0.58,0.0,1.0204,10.1,27.0,21.4,15.8
0,2.16,0.53,0.0,1.0194,10.0,28.8,22.5,16.2
6,2.1,0.54,0.0,1.0176,9.6,26.0,21.1,16.2
4,2.08,0.51,0.0,1.0221,9.6,22.6,18.3,14.0
7,1.97,0.38,0.0,1.0246,8.8,22.0,17.3,12.6
3,2.05,0.52,0.0,1.0269,9.6,21.6,17.2,12.8
1,1.96,0.52,0.0,1.0261,9.0,22.7,17.5,12.3
0,2.05,0.41,0.0,1.0234,9.9,25.9,18.9,11.9
0,1.93,0.4,0.0,1.0194,9.0,27.1,19.6,12.1
0,1.92,0.34,0.0,1.0195,9.0,27.9,20.5,13.1
1,1.89,0.34,0.0,1.0223,8.9,27.8,21.2,14.6
5,1.8,0.34,0.0,1.0208,8.2,26.0,20.3,14.6
6,1.57,0.38,0.0,1.0151,6.4,25.7,20.0,14.3
3,1.7,0.61,0.0,1.0159,7.6,21.4,17.6,13.8
4,1.82,0.49,0.0,1.0226,8.8,21.4,16.1,10.8
3,1.81,0.46,0.0,1.0251,8.9,23.7,17.9,12.1
0,1.79,0.44,0.0,1.0258,8.8,24.8,18.9,13.0
0,1.78,0.44,0.0,1.0243,8.9,25.1,18.7,12.3
0,1.78,0.38,0.0,1.0237,9.0,25.2,18.8,12.4
6,1.63,0.37,0.0,1.0228,7.8,24.0,17.8,11.6
8,0.49,0.4,0.0,1.0219,0.1,18.6,14.8,11.0
4,1.69,0.48,0.0,1.0219,8.6,21.0,17.0,13.0
2,1.68,0.55,0.0,1.0229,8.6,22.0,16.8,11.6
7,1.43,0.66,0.0,1.0247,6.5,21.6,17.0,12.4
4,1.67,0.68,0.0,1.0248,8.8,22.2,17.1,12.0
5,1.42,0.6,0.0,1.0247,6.6,23.0,17.9,12.8
2,1.63,0.66,0.0,1.0264,8.7,22.0,17.7,13.4
4,1.64,0.62,0.0,1.025,8.9,22.8,17.9,13.0
6,1.19,0.58,0.12,1.0199,4.9,22.6,17.8,13.0
8,0.79,0.7,0.0,1.0135,1.9,18.1,15.6,13.1
5,1.01,0.62,0.0,1.0154,3.6,17.0,14.2,11.4
5,1.36,0.61,0.25,1.0178,6.7,17.6,13.1,8.6
7,0.57,0.78,0.0,1.0186,0.7,17.0,14.3,11.6
6,1.41,0.75,0.0,1.0173,7.5,22.0,17.0,12.0
4,1.24,0.58,0.0,1.0184,5.9,22.5,17.7,12.9
7,1.07,0.5,0.04,1.0121,4.5,23.6,18.8,14.0
8,0.96,0.79,0.7,1.0089,3.6,18.8,15.2,11.6
7,0.89,0.87,0.29,0.9969,3.1,13.2,11.2,9.2
6,0.79,0.78,0.88,1.0003,2.4,10.8,8.4,6.0
3,1.44,0.71,0.0,1.0083,8.6,12.0,7.8,3.6
5,1.21,0.78,0.26,1.0177,6.3,12.5,7.4,2.3
8,0.35,0.93,0.67,1.0131,0.0,10.6,9.3,8.0
6,1.15,0.87,0.04,1.0161,5.9,15.0,12.6,10.2
7,0.56,0.88,0.34,1.0096,1.0,13.0,10.8,8.6
7,1.06,0.78,0.06,1.0088,5.2,15.1,11.8,8.5
3,1.4,0.74,0.0,1.0208,8.9,13.8,10.0,6.2
5,0.66,0.91,0.12,1.0201,1.8,12.0,8.7,5.4
1,1.41,0.71,0.0,1.0228,9.3,12.0,8.3,4.6
7,0.7,0.79,0.06,1.0166,2.2,11.4,7.8,4.2
8,0.32,0.92,0.29,1.0138,0.0,10.6,9.3,8.0
6,1.18,0.74,0.0,1.0052,7.0,19.6,14.2,8.8
