BASEL_cloud_cover,BASEL_global_radiation,BASEL_humidity,BASEL_precipitation,BASEL_pressure,BASEL_sunshine,BASEL_temp_max,BASEL_temp_mean,BASEL_temp_min
4,1.54,0.67,0.01,1.0369,8.4,10.4,6.1,1.8
0,1.86,0.59,0.0,1.0334,10.9,12.9,6.2,0.0
1,1.87,0.59,0.0,1.0271,11.0,15.2,7.6,1.2
3,1.85,0.62,0.0,1.0283,10.7,17.1,8.9,2.2
0,1.73,0.72,0.0,1.0314,9.8,15.4,8.7,2.4
0,1.69,0.76,0.0,1.0278,8.6,16.2,8.8,2.5
1,1.7,0.72,0.0,1.0257,8.3,16.2,9.4,4.0
5,0.87,0.67,0.0,1.0263,0.7,11.6,8.3,5.0
7,0.75,0.72,0.81,1.0125,0.8,12.2,8.4,3.4
7,1.04,0.76,0.18,0.9962,2.0,8.0,3.4,1.0
8,0.92,0.76,0.39,1.0003,0.2,4.7,2.0,-0.2
7,1.48,0.82,0.27,1.0081,4.5,7.4,2.3,0.3
8,0.79,0.85,0.95,1.0127,0.0,4.3,1.7,-0.9
8,0.49,0.87,0.12,1.0094,0.0,2.8,1.7,0.6
8,0.46,0.87,0.28,1.0099,0.0,4.4,2.5,1.1
7,0.93,0.81,0.0,1.0148,0.7,8.1,4.3,2.0
2,2.17,0.73,0.0,1.0164,11.5,14.4,7.1,-0.4
4,1.93,0.68,0.0,1.0159,8.6,14.5,8.3,1.6
4,2.0,0.67,0.0,1.0155,8.7,16.1,8.8,2.7
5,1.63,0.7,0.0,1.0148,6.9,14.7,8.5,3.3
7,1.46,0.74,0.37,1.0115,2.3,12.9,7.1,3.1
7,0.91,0.84,0.02,1.0168,0.1,8.0,4.8,1.7
4,1.82,0.83,0.0,1.0229,6.7,12.8,7.9,5.0
5,2.12,0.72,0.0,1.0221,8.3,18.0,10.6,4.8
6,1.7,0.67,0.1,1.0129,5.0,17.0,9.9,5.1
8,0.22,0.69,0.0,1.0129,0.0,9.2,6.9,4.2
4,2.3,0.62,0.0,1.0187,11.1,14.9,8.3,2.0
0,2.44,0.62,0.0,1.0206,12.1,18.5,10.5,1.6
4,2.38,0.58,0.0,1.0201,10.6,20.9,13.0,6.4
3,2.32,0.58,0.0,1.022,10.0,17.1,10.8,6.2
2,2.5,0.58,0.0,1.0197,11.6,20.0,12.4,5.0
3,2.52,0.55,0.0,1.0208,12.1,20.5,13.1,6.3
0,2.46,0.62,0.0,1.0209,12.0,21.4,13.5,5.5
2,2.43,0.61,0.0,1.0187,11.0,23.6,15.2,6.6
6,2.23,0.57,0.0,1.0163,9.4,25.1,16.6,8.4
3,2.52,0.58,0.0,1.0179,12.0,26.2,17.7,9.1
0,2.59,0.53,0.0,1.0193,12.3,26.2,18.6,10.3
2,2.63,0.51,0.0,1.0184,12.4,25.1,17.1,8.0
2,2.71,0.48,0.0,1.0171,12.5,25.0,17.2,8.6
4,1.97,0.53,0.0,1.0209,4.1,16.3,12.4,7.0
0,2.73,0.57,0.0,1.0185,12.3,19.6,11.6,3.1
0,2.75,0.55,0.0,1.018,12.5,21.5,13.3,5.2
1,2.79,0.56,0.0,1.019,12.6,23.1,13.8,4.8
2,2.72,0.54,0.0,1.0208,12.8,24.2,16.0,7.5
2,2.73,0.51,0.0,1.0214,12.5,26.2,18.1,9.9
6,2.62,0.52,0.0,1.0182,11.7,26.3,18.7,11.7
4,2.76,0.51,0.0,1.0136,12.5,27.3,19.8,10.7
3,2.67,0.47,0.0,1.0147,12.8,26.4,19.1,12.8
4,2.2,0.68,0.1,1.019,8.0,25.1,16.9,10.7
5,2.47,0.67,0.0,1.0196,9.1,24.7,18.1,12.0
5,2.62,0.63,0.0,1.0145,9.3,25.8,18.2,12.0
5,2.5,0.6,0.0,1.0099,9.0,23.0,16.8,11.9
1,2.88,0.44,0.0,1.0097,12.7,22.6,16.0,9.0
4,2.25,0.57,0.02,1.0098,7.7,19.1,13.2,8.3
5,2.6,0.63,0.0,1.0105,9.8,20.1,14.3,9.3
7,1.55,0.71,0.67,1.0052,0.9,19.3,13.7,7.7
8,0.36,0.9,0.79,1.0078,0.0,14.9,12.7,11.9
3,2.63,0.61,0.0,1.0158,8.8,22.0,15.8,11.1
8,1.2,0.66,0.05,1.0194,0.2,18.5,15.0,11.5
7,1.5,0.74,0.73,1.0183,1.2,19.3,15.9,13.1
8,1.38,0.7,0.0,1.0205,0.1,19.0,15.5,12.7
6,2.61,0.5,0.0,1.0156,8.7,25.4,18.5,10.3
5,1.48,0.58,0.1,1.012,0.9,20.1,17.1,14.3
6,2.35,0.56,0.0,1.0138,7.6,21.6,17.3,12.5
6,2.49,0.51,0.0,1.0081,6.2,27.9,20.4,11.3
8,0.57,0.81,2.3,1.0118,0.0,17.3,13.2,9.4
7,1.34,0.77,0.01,1.0186,1.5,13.6,10.5,7.9
7,1.51,0.8,1.83,1.0159,2.4,16.0,11.0,6.6
7,0.77,0.9,0.76,1.0132,0.0,15.7,12.5,9.3
3,3.07,0.7,0.0,1.0183,11.6,20.3,14.6,9.4
1,3.26,0.65,0.0,1.0139,14.0,25.0,17.2,8.7
5,2.81,0.67,0.0,1.0122,8.5,26.2,19.2,11.5
3,2.57,0.65,0.04,1.0149,8.6,29.6,20.8,14.1
3,2.91,0.67,0.0,1.0176,10.7,27.4,21.6,16.5
3,2.99,0.7,0.0,1.0164,12.3,26.7,21.0,15.1
2,2.78,0.72,0.07,1.0132,10.5,28.9,20.7,14.9
6,2.58,0.61,0.0,1.0075,6.8,29.7,23.4,16.2
7,2.02,0.57,0.0,1.0023,5.0,27.0,21.7,16.1
7,1.84,0.74,3.07,1.0003,1.8,19.1,15.8,11.9
8,1.03,0.86,2.71,1.0013,0.0,12.4,10.1,8.3
8,0.74,0.81,0.21,1.0106,1.1,11.3,9.1,6.9
5,3.25,0.62,0.06,1.0141,12.8,18.8,12.4,4.8
7,2.3,0.74,2.6,1.0121,3.9,21.1,14.5,9.8
8,1.05,0.9,0.84,1.0158,0.0,14.9,12.6,11.3
6,0.64,0.89,0.54,1.02,0.1,18.1,14.2,12.0
6,1.78,0.84,0.0,1.0192,0.3,21.0,16.3,12.3
6,2.59,0.77,0.04,1.0172,6.1,25.5,18.4,13.6
5,2.67,0.75,0.0,1.0144,8.0,25.7,19.1,12.8
7,1.93,0.77,0.0,1.0114,1.5,24.8,19.1,14.3
6,2.34,0.76,0.01,1.0113,4.8,26.6,20.7,16.5
4,2.41,0.78,4.56,1.0148,3.9,27.6,20.9,16.1
5,2.59,0.79,0.23,1.0153,7.0,26.4,21.3,17.4
6,2.25,0.77,0.34,1.0138,7.9,26.8,20.6,16.4
7,1.51,0.84,0.57,1.0135,1.8,23.9,18.8,15.9
5,2.77,0.72,0.0,1.0115,7.1,25.4,20.8,16.9
6,2.77,0.71,0.0,1.0085,8.3,25.8,21.3,16.7
6,2.5,0.73,1.83,1.006,6.5,29.0,21.2,16.1
7,0.57,0.92,2.02,1.0083,0.7,18.5,16.4,13.8
2,2.59,0.68,0.18,1.0108,8.9,23.6,17.9,13.8
4,2.64,0.72,1.75,1.009,8.3,26.7,19.6,13.3
6,2.66,0.8,0.9,1.0124,8.5,25.0,20.1,15.9
3,3.3,0.67,0.3,1.0117,13.5,29.9,23.3,16.7
6,2.63,0.74,0.81,1.0122,7.3,28.4,22.8,19.0
5,1.9,0.82,1.56,1.0138,5.3,21.2,18.3,15.4
5,2.15,0.72,0.48,1.0132,5.6,21.1,17.3,14.0
5,1.88,0.66,0.01,1.0157,4.9,21.7,17.0,14.2
4,3.07,0.61,0.0,1.0132,10.7,26.0,20.2,12.8
8,0.86,0.76,1.0,1.0089,0.7,23.4,17.0,12.7
7,1.86,0.7,0.19,1.0095,1.9,18.7,14.4,12.5
8,0.99,0.76,0.14,1.0128,0.4,15.8,13.0,11.3
7,1.49,0.65,0.01,1.0166,0.7,17.2,14.5,11.9
6,2.5,0.64,0.0,1.0175,5.5,22.5,16.8,10.8
6,2.6,0.65,0.0,1.0173,5.5,23.2,18.9,14.7
6,1.93,0.69,0.39,1.0114,4.5,25.8,20.1,14.6
7,1.07,0.84,0.73,1.0121,0.4,19.7,16.3,14.2
7,1.17,0.83,0.78,1.0098,1.6,18.7,15.1,13.4
7,1.76,0.78,0.92,1.0123,3.1,17.2,13.6,10.5
7,1.98,0.7,0.0,1.0185,2.8,18.3,14.7,11.7
6,1.51,0.7,0.0,1.0165,3.5,22.5,17.4,13.1
4,2.61,0.68,0.0,1.0178,7.5,25.4,19.3,13.9
7,1.45,0.87,1.62,1.0167,2.6,22.0,17.7,13.2
7,1.65,0.78,0.55,1.0152,2.5,20.2,15.5,11.2
7,1.72,0.78,0.16,1.0163,0.5,17.4,12.7,10.6
7,1.17,0.82,0.49,1.0175,0.6,16.9,13.9,11.4
5,2.55,0.69,0.0,1.02,7.4,22.4,17.2,13.1
1,3.26,0.62,0.0,1.0177,14.3,28.1,21.1,14.1
1,3.18,0.62,0.0,1.017,13.8,30.8,23.4,16.2
0,3.18,0.59,0.0,1.0144,14.3,33.5,25.4,17.2
1,3.05,0.6,0.33,1.013,12.2,33.6,25.3,18.7
5,2.27,0.62,0.05,1.0177,4.5,26.4,22.6,18.6
5,2.19,0.73,0.07,1.0181,6.0,27.7,22.2,18.4
6,1.92,0.8,1.52,1.0151,4.1,26.1,21.2,17.8
3,2.04,0.74,0.32,1.0147,5.4,25.6,21.1,17.0
8,0.73,0.84,0.34,1.0163,0.0,20.1,17.5,16.0
5,2.47,0.7,0.0,1.0144,6.4,23.0,18.2,15.0
6,1.61,0.77,2.16,1.005,3.1,25.1,17.9,13.3
7,1.75,0.78,0.15,1.0105,2.3,21.8,16.7,13.4
3,3.04,0.68,0.0,1.0171,11.2,24.5,18.5,12.9
1,3.04,0.65,0.0,1.0144,13.3,27.8,20.8,13.3
3,3.15,0.59,0.0,1.0173,12.8,26.1,22.2,18.7
5,2.37,0.64,0.0,1.0186,4.8,25.4,21.2,16.1
6,1.81,0.75,1.32,1.0166,2.3,25.0,19.7,15.2
1,2.95,0.65,0.0,1.0195,11.1,19.9,15.5,10.6
2,3.13,0.65,0.0,1.0193,13.2,21.0,14.8,8.3
1,3.14,0.62,0.32,1.0151,12.8,25.5,18.2,8.2
6,1.22,0.72,0.19,1.0149,1.3,23.5,19.7,16.5
6,2.07,0.72,0.01,1.0225,5.8,23.2,17.9,14.6
2,3.0,0.71,0.0,1.0233,12.9,25.7,19.3,12.7
1,3.09,0.6,0.0,1.0155,13.2,29.1,22.0,13.9
3,2.79,0.66,2.42,1.0109,10.5,29.7,22.8,16.5
8,0.9,0.89,2.34,1.0131,0.0,20.6,18.1,15.6
8,0.59,0.89,7.57,1.0136,0.0,17.0,14.9,13.8
8,0.62,0.88,0.63,1.0141,0.0,14.2,13.1,12.5
8,0.88,0.86,0.24,1.0149,0.1,16.7,14.6,12.2
5,1.12,0.88,0.0,1.014,2.7,21.2,17.2,14.8
5,2.56,0.8,0.0,1.0112,7.6,25.7,19.4,14.5
4,2.4,0.76,0.03,1.013,8.5,25.4,20.2,15.4
6,2.32,0.77,0.0,1.0126,8.2,26.1,21.1,16.3
4,2.51,0.6,0.01,1.0082,7.5,33.1,25.3,19.3
8,1.24,0.71,0.09,1.0149,2.0,24.2,18.5,15.5
5,1.8,0.69,0.0,1.0203,5.1,20.9,16.9,12.6
4,2.58,0.71,0.0,1.017,9.0,22.8,17.3,13.5
6,1.92,0.78,1.47,1.0121,5.3,23.0,16.9,12.9
7,1.07,0.8,0.28,1.0092,0.3,17.9,15.3,13.8
7,0.64,0.9,0.05,1.0073,0.0,16.3,14.3,12.8
6,2.12,0.74,0.13,1.0102,7.3,21.7,16.3,11.3
6,2.37,0.73,0.0,1.0145,7.9,24.4,18.5,14.3
3,2.56,0.7,0.0,1.0226,11.6,26.3,19.7,14.2
1,2.61,0.7,0.0,1.027,12.7,27.4,20.6,14.5
5,2.29,0.72,0.0,1.0257,8.5,28.0,20.8,14.7
3,2.17,0.74,0.0,1.0203,8.4,27.0,21.0,16.7
7,1.02,0.85,0.97,1.0169,0.7,20.1,16.6,13.7
8,0.22,0.94,2.69,1.0137,0.0,15.4,14.4,13.5
6,1.14,0.84,0.22,1.0174,3.2,19.4,14.2,11.0
7,1.86,0.74,0.0,1.021,5.2,19.8,15.5,9.9
5,1.5,0.78,0.0,1.0223,1.6,19.8,15.8,12.3
4,2.47,0.73,0.0,1.0202,11.3,22.5,16.4,11.4
8,0.74,0.82,0.55,1.0171,0.3,18.1,14.9,12.3
5,1.73,0.76,0.0,1.0232,5.5,15.5,11.9,8.5
2,1.95,0.72,0.0,1.0291,7.8,16.1,10.6,6.3
6,0.95,0.81,0.01,1.0284,1.9,14.0,10.4,5.2
7,0.8,0.84,0.0,1.0268,0.0,16.6,13.4,11.0
5,2.06,0.77,0.0,1.0242,8.2,20.4,14.8,10.2
7,1.38,0.76,0.0,1.0209,1.1,19.5,15.3,11.0
7,1.96,0.73,0.02,1.0189,6.5,20.1,14.8,9.3
6,1.71,0.69,0.0,1.0221,5.3,18.2,13.8,9.0
3,2.18,0.78,0.0,1.0249,10.8,20.1,12.9,6.3
3,2.11,0.78,0.0,1.0232,9.4,22.1,14.5,8.8
3,2.0,0.75,0.0,1.0203,9.7,24.6,17.4,12.0
4,1.9,0.74,0.0,1.0234,9.2,22.1,16.8,12.1
1,2.06,0.78,0.0,1.0188,11.3,24.5,17.1,10.4
7,1.43,0.81,1.78,1.013,5.6,24.7,17.7,13.2
7,0.95,0.82,0.12,1.0184,2.7,15.8,12.7,10.4
4,1.82,0.76,0.0,1.0255,6.9,16.6,11.2,7.5
2,2.02,0.74,0.0,1.0257,11.4,18.6,11.7,6.0
2,1.84,0.73,0.0,1.0237,9.2,22.0,14.4,7.8
2,1.84,0.74,0.0,1.0231,10.3,23.3,16.1,10.8
3,1.86,0.74,0.0,1.0224,10.3,23.9,16.9,11.7
4,1.61,0.76,0.14,1.0176,8.1,24.5,17.7,13.3
6,1.26,0.7,0.0,1.0179,3.3,17.3,13.5,11.3
7,1.19,0.79,0.5,1.013,3.5,14.5,11.0,8.1
8,0.34,0.92,0.46,1.0062,0.0,10.4,9.2,8.1
8,0.38,0.84,0.21,1.0087,0.2,12.5,10.4,7.8
5,1.53,0.73,0.18,1.0171,6.8,17.7,13.3,9.5
6,0.88,0.85,0.0,1.0229,2.0,18.6,14.3,11.7
7,1.64,0.76,0.0,1.0226,9.8,23.7,17.3,12.3
7,1.15,0.82,0.0,1.0199,3.5,22.7,17.5,13.9
5,1.43,0.82,0.03,1.0188,7.4,24.9,18.5,13.8
7,0.83,0.84,0.02,1.0204,0.8,21.7,18.5,16.6
8,0.4,0.88,0.0,1.0205,0.0,17.5,16.3,14.1
5,1.38,0.79,0.0,1.0193,6.8,18.1,14.1,9.6
2,1.58,0.83,0.0,1.021,8.5,17.5,11.5,6.7
4,1.46,0.82,0.0,1.0233,7.7,18.1,12.1,7.7
5,1.3,0.83,0.0,1.0249,5.4,16.5,11.7,8.1
5,1.07,0.79,0.0,1.0222,3.6,17.4,12.3,8.4
3,1.09,0.86,0.0,1.0252,5.2,15.0,10.0,7.1
7,1.16,0.8,0.0,1.0244,4.8,15.7,10.5,5.6
2,1.36,0.77,0.0,1.0241,7.4,17.3,11.2,6.0
1,1.35,0.82,0.0,1.0234,7.6,15.2,9.9,5.6
2,1.41,0.81,0.0,1.0215,9.0,18.7,12.1,7.7
3,1.31,0.81,0.0,1.0223,7.4,19.7,12.4,7.7
6,1.13,0.78,0.15,1.021,6.1,20.7,14.0,9.0
5,1.17,0.73,0.0,1.0289,5.7,12.8,9.6,3.8
7,0.71,0.76,0.0,1.0324,0.6,10.1,5.5,1.9
1,1.38,0.67,0.0,1.0331,9.1,8.4,4.5,0.1
7,0.62,0.78,0.15,1.0293,0.4,6.6,3.2,-0.7
7,0.89,0.7,0.0,1.0238,3.4,8.0,4.5,1.0
8,0.35,0.68,0.0,1.0203,0.0,7.3,5.7,4.2
8,0.31,0.71,0.0,1.0187,0.7,8.1,6.6,4.4
8,0.33,0.73,0.0,1.0197,0.0,9.0,7.7,6.6
8,0.34,0.79,0.0,1.0196,0.0,9.7,7.9,6.0
7,0.39,0.78,0.0,1.0287,0.0,10.9,8.4,4.3
5,0.83,0.85,0.0,1.0252,3.3,11.1,6.4,2.9
6,1.02,0.79,0.0,1.0172,6.1,14.1,7.9,2.6
6,0.23,0.82,0.16,1.0193,0.0,10.4,8.0,3.0
6,0.49,0.92,0.0,1.0286,1.0,8.4,4.6,2.1
5,0.68,0.9,0.0,1.0322,3.7,7.2,4.5,2.6
4,0.89,0.87,0.0,1.0326,5.6,9.8,4.8,2.0
4,0.98,0.82,0.0,1.0286,7.1,12.2,7.3,1.6
7,0.31,0.82,0.03,1.0256,0.4,11.7,9.0,4.9
1,1.01,0.79,0.0,1.0275,8.6,10.9,5.2,0.9
7,0.53,0.72,0.02,1.0297,1.1,9.8,7.3,3.3
6,0.33,0.75,0.17,1.0294,0.0,8.3,6.6,4.1
8,0.3,0.81,0.51,1.0221,0.0,10.1,8.7,6.9
6,0.63,0.67,0.0,1.0215,2.6,8.9,5.2,3.0
8,0.14,0.7,0.0,1.0233,0.0,8.8,5.7,3.2
8,0.26,0.78,0.41,1.0168,0.0,10.3,8.7,7.1
4,0.63,0.76,0.01,1.0223,3.5,7.6,4.7,1.9
6,0.56,0.72,0.05,1.0177,1.7,6.6,4.0,1.5
8,0.16,0.84,0.3,1.0102,0.0,4.8,2.8,0.1
6,0.3,0.82,0.0,1.0214,0.1,2.1,0.0,-2.8
6,0.29,0.72,0.0,1.0279,0.0,1.0,-1.2,-4.4
2,0.88,0.79,0.0,1.0266,7.2,2.3,-1.4,-5.5
3,0.81,0.78,0.0,1.0151,7.0,3.7,-0.6,-3.8
7,0.3,0.7,0.0,1.0128,0.1,3.1,0.9,-2.1
8,0.36,0.65,0.0,1.0133,0.4,7.4,4.3,0.6
7,0.19,0.81,0.65,1.0116,0.0,8.0,6.3,4.7
7,0.22,0.88,0.92,1.0102,0.0,9.1,7.2,6.1
8,0.12,0.94,0.85,1.0136,0.0,9.7,8.0,6.5
8,0.21,0.92,0.0,1.0235,0.0,7.0,4.6,3.8
8,0.2,0.77,0.0,1.0257,0.0,6.1,4.4,2.1
7,0.48,0.74,0.0,1.0291,1.7,6.7,4.8,2.9
1,0.73,0.78,0.0,1.0297,7.5,7.0,2.5,-1.3
1,0.7,0.83,0.0,1.0229,7.9,5.5,0.1,-3.0
6,0.48,0.85,0.0,1.0173,3.3,2.2,0.0,-3.4
8,0.16,0.87,0.02,1.0165,0.0,8.1,4.7,1.5
8,0.12,0.86,0.06,1.0153,0.0,9.5,6.4,2.1
7,0.34,0.63,0.69,1.0119,0.2,12.0,9.7,5.7
6,0.33,0.75,0.52,1.0056,1.6,10.3,7.1,4.7
7,0.26,0.78,0.0,1.0207,0.0,7.6,6.3,4.7
3,0.64,0.78,0.12,1.0238,7.2,11.2,7.4,5.3
8,0.41,0.73,0.11,1.0221,0.8,11.9,9.8,7.1
8,0.31,0.72,0.17,1.0094,0.2,14.5,10.2,5.3
6,0.51,0.72,0.19,1.012,3.3,7.3,5.8,4.1
6,0.35,0.66,0.1,0.9986,1.3,10.9,8.4,5.5
8,0.28,0.8,0.31,1.0048,0.0,7.8,6.2,5.2
8,0.12,0.88,0.64,1.0228,0.0,5.9,4.4,2.6
8,0.18,0.9,0.01,1.0334,0.0,5.1,3.8,3.2
7,0.27,0.75,0.0,1.0363,1.2,6.6,4.6,2.7
5,0.47,0.76,0.0,1.0353,1.9,3.3,0.4,-1.1
3,0.33,0.57,0.0,1.0321,1.1,0.8,-0.5,-1.6
7,0.18,0.73,0.0,1.0326,0.0,1.0,-1.6,-4.7
7,0.17,0.64,0.0,1.0308,0.0,0.3,-0.7,-3.7
8,0.16,0.72,0.0,1.0341,0.0,-1.4,-2.4,-5.5
1,0.58,0.74,0.0,1.0388,6.6,0.3,-2.2,-4.7
0,0.58,0.8,0.0,1.0362,6.6,0.3,-2.6,-4.4
0,0.61,0.8,0.0,1.0316,7.2,0.4,-2.8,-4.6
4,0.53,0.84,0.0,1.0299,4.2,1.3,-2.6,-4.5
7,0.57,0.87,0.0,1.0315,5.8,0.3,-3.2,-5.6
3,0.61,0.87,0.0,1.0313,7.0,-0.1,-4.3,-7.4
5,0.57,0.84,0.0,1.0268,6.1,0.2,-3.9,-8.5
8,0.14,0.87,0.12,1.0308,0.0,1.3,-1.3,-3.8
7,0.41,0.89,0.0,1.037,1.5,2.3,0.4,-0.6
5,0.53,0.81,0.0,1.0336,5.2,1.4,-0.9,-2.8
4,0.58,0.8,0.47,1.0266,5.8,3.5,0.0,-3.8
6,0.36,0.85,0.0,1.0275,1.5,6.2,3.8,1.3
6,0.49,0.86,0.0,1.0311,1.3,4.9,0.9,-2.4
8,0.22,0.86,0.0,1.0257,0.0,0.9,-0.5,-2.2
8,0.25,0.67,0.0,1.0181,0.0,-0.8,-1.4,-2.1
7,0.28,0.68,0.0,1.0076,0.1,3.2,-0.5,-3.1
8,0.14,0.8,0.0,1.0131,0.0,2.3,-0.3,-3.6
8,0.18,0.74,1.14,1.0126,0.0,11.6,6.3,1.7
7,0.19,0.88,0.54,1.0157,0.1,8.3,6.4,4.6
5,0.28,0.79,0.37,1.0211,1.2,11.5,7.0,2.3
4,0.6,0.76,0.0,1.0251,6.8,6.9,3.7,0.9
7,0.16,0.87,0.12,1.0213,0.0,6.3,3.7,1.0
6,0.67,0.82,0.0,1.0203,7.5,9.3,6.1,3.7
6,0.65,0.65,0.1,1.0093,6.3,11.0,7.3,3.8
8,0.15,0.8,0.09,1.014,0.0,7.7,4.7,2.8
3,0.64,0.79,0.0,1.0184,4.1,5.9,3.0,0.9
8,0.22,0.86,0.57,1.0153,0.0,4.3,2.7,0.1
5,0.62,0.81,0.18,1.0098,4.8,8.2,5.0,1.8
6,0.49,0.74,0.13,1.0036,3.4,10.1,7.0,4.8
6,0.45,0.8,0.29,1.0146,1.9,9.7,5.4,3.0
7,0.33,0.78,0.03,1.0229,0.2,12.0,9.4,4.9
7,0.34,0.61,0.0,1.0305,0.6,13.5,11.9,10.0
5,0.76,0.65,0.0,1.0302,5.3,12.6,9.2,3.6
7,0.54,0.76,0.51,1.0238,2.1,10.9,7.2,3.4
5,0.25,0.78,0.26,1.0232,1.5,10.9,5.9,0.1
1,0.83,0.75,0.0,1.034,8.5,6.7,1.7,-3.1
5,0.74,0.65,0.04,1.0327,7.0,7.8,3.6,-1.0
5,0.56,0.82,0.0,1.0408,2.8,7.3,4.4,0.1
7,0.79,0.81,0.0,1.0403,7.6,6.8,1.9,-1.2
7,0.64,0.6,0.0,1.0371,2.9,11.2,3.5,-1.2
6,0.88,0.6,0.0,1.0346,7.2,8.5,2.7,-0.4
2,0.88,0.77,0.0,1.0291,7.3,7.5,2.2,-1.6
8,0.33,0.8,0.04,1.0273,0.0,5.4,2.7,0.6
7,0.27,0.83,0.02,1.0251,0.0,3.0,1.4,0.7
8,0.37,0.63,0.62,1.0081,0.1,12.8,7.6,1.2
4,0.76,0.76,0.0,1.0194,4.9,5.5,2.2,-1.7
2,1.04,0.73,0.0,1.0177,8.7,5.5,0.7,-3.0
8,0.26,0.76,0.01,1.0117,0.0,6.2,3.1,-0.6
5,0.56,0.76,0.11,1.0222,1.4,12.0,5.1,0.5
6,0.52,0.65,0.01,1.027,1.4,12.6,10.0,5.1
1,1.06,0.8,0.0,1.0382,9.1,9.4,4.6,0.1
1,1.09,0.76,0.0,1.037,9.3,9.1,2.5,-2.1
0,1.12,0.69,0.0,1.0347,9.4,9.3,2.7,-2.3
3,1.1,0.7,0.0,1.034,9.0,8.5,2.8,-2.7
1,1.13,0.74,0.0,1.0333,9.0,8.5,2.5,-2.1
5,1.01,0.69,0.0,1.0331,6.1,8.5,2.6,-0.8
1,1.11,0.74,0.0,1.0351,8.6,7.4,1.7,-2.1
3,1.13,0.84,0.0,1.0351,8.3,6.8,0.3,-3.5
8,0.16,0.8,0.0,1.0352,0.0,1.7,0.1,-1.6
0,1.34,0.52,0.0,1.0397,9.6,5.8,0.7,-4.8
1,1.31,0.53,0.0,1.0408,9.6,6.3,0.7,-3.0
0,1.32,0.61,0.0,1.0344,9.6,8.8,1.1,-5.0
0,1.31,0.58,0.0,1.0266,9.6,10.9,2.6,-3.4
6,0.71,0.76,0.41,1.0246,3.7,9.5,3.8,-1.3
8,0.22,0.92,0.16,1.0283,0.0,8.9,6.9,5.5
7,0.7,0.77,0.0,1.031,0.0,12.9,8.7,4.1
3,1.31,0.68,0.0,1.0295,9.1,16.5,11.1,6.2
0,1.4,0.67,0.0,1.0242,9.9,17.7,9.7,3.2
5,1.19,0.7,0.0,1.0244,6.3,14.9,8.3,2.9
5,0.81,0.73,0.23,1.0185,2.1,16.5,9.4,3.5
6,1.01,0.72,0.0,1.0212,3.8,11.1,8.3,3.8
5,1.09,0.69,0.01,1.0235,4.4,12.7,8.0,2.4
8,0.7,0.72,0.32,1.0202,0.8,15.3,11.8,8.6
8,0.62,0.64,0.26,1.0128,0.9,13.7,11.9,9.9
7,0.5,0.64,0.0,1.0176,0.0,13.5,11.4,9.3
7,0.87,0.73,0.3,1.0149,1.4,13.3,8.8,3.6
8,1.04,0.78,0.28,1.016,2.4,6.3,3.1,0.7
4,1.5,0.66,0.08,1.0276,6.4,4.7,1.3,-2.1
1,1.73,0.6,0.0,1.0267,10.4,5.6,0.3,-4.8
7,0.92,0.63,0.02,1.0173,0.5,5.5,1.4,-3.5
7,1.0,0.78,0.0,1.0144,2.5,10.1,4.6,1.5
6,1.34,0.69,0.0,1.0084,5.4,12.3,6.6,-0.2
7,0.81,0.64,0.13,0.9983,1.7,11.1,8.6,5.2
7,1.16,0.63,0.32,1.0021,3.3,12.8,9.2,6.4
7,0.88,0.69,0.78,1.0084,2.3,13.8,10.7,6.6
7,0.62,0.58,0.02,1.0201,0.2,10.3,7.8,5.4
7,1.15,0.65,0.0,1.016,1.2,16.3,11.5,7.4
4,1.6,0.64,0.0,1.0101,7.5,18.1,11.7,4.2
7,1.09,0.6,0.03,1.0069,1.7,12.9,10.6,7.8
8,0.4,0.78,0.36,1.0107,0.0,8.9,6.8,3.9
5,1.3,0.6,0.0,1.0144,4.1,8.2,3.9,-0.5
6,1.45,0.67,0.0,1.0166,5.1,7.1,2.1,-2.4
7,1.4,0.64,0.1,1.0176,3.2,6.9,3.3,0.0
8,0.51,0.77,0.85,0.993,0.4,7.9,4.1,2.1
4,1.19,0.69,0.07,0.9921,4.8,7.1,3.2,1.3
8,0.55,0.83,0.23,0.9993,0.0,2.8,0.6,-2.3
6,1.03,0.74,0.16,0.9998,3.3,2.7,-0.4,-4.5
6,1.52,0.76,0.03,1.0079,4.4,4.3,1.2,-0.8
6,0.87,0.8,0.18,1.0053,0.1,8.5,4.8,2.1
6,1.34,0.73,0.0,1.0039,2.8,10.1,5.2,0.8
4,2.14,0.59,0.14,1.0127,9.2,13.0,7.0,-0.2
5,2.24,0.55,0.0,1.0204,9.3,14.7,9.7,6.5
7,1.86,0.46,0.03,1.0118,7.0,20.3,12.5,5.9
8,1.2,0.69,0.04,1.019,1.2,12.7,9.2,6.5
5,1.74,0.64,0.0,1.0246,4.6,15.8,10.9,6.4
8,1.09,0.62,0.0,1.0245,0.2,12.8,10.3,8.2
7,0.88,0.7,0.08,1.0251,1.0,10.9,7.8,6.0
6,1.36,0.67,0.0,1.0267,2.9,11.3,7.2,2.7
7,1.42,0.65,0.48,1.0132,1.8,14.9,8.7,3.9
5,1.32,0.74,0.15,1.0032,2.7,8.7,5.2,3.0
3,1.69,0.62,0.0,1.0075,6.0,7.0,2.7,-0.8
