BASEL_cloud_cover,BASEL_global_radiation,BASEL_humidity,BASEL_precipitation,BASEL_pressure,BASEL_sunshine,BASEL_temp_max,BASEL_temp_mean,BASEL_temp_min
6,1.78,0.87,0.71,1.018,2.8,24.1,18.4,13.9
5,2.38,0.66,0.0,1.018,6.0,19.8,15.7,13.6
6,1.47,0.69,0.1,1.018,1.5,22.0,15.7,9.9
4,2.83,0.59,0.53,1.018,9.0,19.4,15.0,11.4
8,1.19,0.9,1.34,1.018,0.6,15.0,12.8,10.8
3,2.9,0.69,0.0,1.018,9.5,19.8,14.0,9.0
1,3.52,0.63,0.0,1.018,14.3,22.4,15.1,6.5
1,3.5,0.62,0.0,1.018,14.2,25.2,17.5,8.0
1,3.51,0.54,0.0,1.018,14.3,27.0,19.8,10.4
5,2.7,0.64,0.0,1.018,8.2,26.3,20.1,12.5
1,3.18,0.66,0.0,1.018,11.7,27.3,20.0,12.7
0,3.44,0.61,0.0,1.018,13.8,29.9,21.2,12.3
1,3.47,0.57,0.0,1.018,14.1,30.1,22.3,12.1
0,3.48,0.54,0.0,1.018,14.2,31.1,23.8,14.8
1,3.44,0.55,0.0,1.018,13.9,31.9,24.4,15.9
3,3.31,0.58,0.0,1.018,12.9,32.6,25.2,17.1
5,2.42,0.67,0.39,1.018,6.5,30.5,23.6,16.7
7,2.11,0.78,0.0,1.018,4.7,25.6,21.2,17.3
4,2.65,0.68,0.0,1.018,8.1,25.5,18.9,14.0
1,3.36,0.56,0.0,1.018,13.5,27.6,21.1,13.0
2,3.29,0.57,0.45,1.018,13.0,27.2,21.2,13.0
8,1.32,0.82,0.33,1.018,1.1,21.1,16.0,12.5
8,0.81,0.96,1.24,1.018,0.0,14.2,11.4,10.2
7,2.07,0.73,0.0,1.018,4.6,22.7,16.9,12.6
5,1.82,0.78,0.0,1.018,3.3,20.2,15.9,12.4
2,3.25,0.61,0.0,1.018,12.9,24.1,17.1,9.8
3,3.15,0.58,0.0,1.018,12.2,26.8,19.3,10.8
6,2.6,0.67,0.2,1.018,8.1,29.0,20.6,14.1
7,2.18,0.78,0.0,1.018,5.4,25.5,20.2,16.0
3,2.98,0.63,0.08,1.018,11.0,31.0,23.2,15.6
4,2.84,0.68,0.0,1.018,10.0,31.0,24.1,17.1
3,3.01,0.67,1.24,1.018,11.4,31.6,23.3,16.5
6,1.38,0.8,0.37,1.018,1.5,22.8,20.0,17.4
4,2.71,0.7,0.0,1.018,9.2,26.3,20.3,15.5
0,3.3,0.62,0.0,1.018,14.0,30.1,21.4,12.1
3,2.68,0.69,0.0,1.018,9.1,29.4,21.7,15.5
3,2.53,0.69,0.0,1.018,8.1,29.1,22.5,17.9
1,3.14,0.66,0.0,1.018,12.9,31.6,24.0,17.3
5,2.35,0.67,0.41,1.018,7.0,28.7,22.5,18.9
3,2.35,0.57,0.0,1.018,7.0,23.1,18.6,14.4
4,2.23,0.66,0.0,1.018,6.3,25.7,18.8,13.0
2,2.96,0.63,0.03,1.018,11.8,31.1,22.3,13.7
8,1.71,0.82,0.61,1.018,3.3,23.1,19.1,16.2
5,1.95,0.76,0.0,1.018,4.7,24.5,19.4,16.2
1,3.12,0.68,0.0,1.018,13.5,25.8,18.7,11.4
3,2.9,0.66,0.59,1.018,11.7,29.8,21.0,12.0
7,1.42,0.95,4.17,1.018,2.0,23.6,17.7,16.9
2,2.72,0.74,0.0,1.018,10.4,23.3,17.4,12.5
5,2.61,0.72,0.0,1.018,9.6,26.0,19.0,12.1
2,2.48,0.77,0.11,1.018,8.7,31.5,23.5,16.9
6,1.92,0.79,0.0,1.018,4.9,24.8,21.2,19.0
4,2.8,0.64,0.0,1.018,11.5,25.4,19.2,14.2
0,2.95,0.7,0.0,1.018,12.9,28.3,19.4,11.3
0,2.95,0.61,0.0,1.018,13.1,33.5,23.3,14.3
5,2.2,0.68,0.28,1.018,7.1,32.1,24.3,18.0
6,1.26,0.83,1.87,1.018,1.6,20.5,16.8,15.4
6,2.03,0.91,0.29,1.018,6.0,22.5,17.1,14.7
8,0.98,0.88,0.56,1.018,0.6,19.0,16.6,14.6
7,1.24,0.86,0.0,1.018,1.6,21.6,17.1,13.7
5,1.84,0.83,0.21,1.018,5.0,19.4,14.7,12.2
7,1.47,0.76,0.05,1.018,2.8,20.4,15.9,10.7
7,1.87,0.84,3.03,1.018,5.3,26.9,18.9,13.8
5,1.18,0.82,0.14,1.018,1.5,20.8,17.0,14.2
1,2.75,0.78,0.0,1.018,12.7,21.6,16.3,11.1
1,2.55,0.79,0.0,1.018,11.0,27.0,17.3,10.8
7,1.34,0.85,0.07,1.018,2.4,21.1,16.7,13.3
7,1.35,0.78,0.0,1.018,2.5,18.8,15.4,14.0
3,2.31,0.78,0.0,1.018,9.7,22.1,16.3,12.7
6,1.86,0.73,0.0,1.018,5.9,22.3,16.7,11.0
0,2.38,0.79,0.0,1.018,10.7,24.4,16.7,10.1
0,2.47,0.76,0.0,1.018,11.8,26.1,17.4,10.5
1,2.09,0.74,0.0,1.018,8.3,24.1,16.8,11.2
1,2.42,0.68,0.0,1.018,11.7,23.1,15.2,9.0
0,2.44,0.57,0.0,1.018,12.1,23.3,14.6,7.3
1,2.35,0.5,0.0,1.018,11.3,23.6,14.9,5.8
3,1.76,0.7,0.0,1.018,5.9,18.7,12.7,8.1
4,1.8,0.7,0.0,1.018,6.4,21.9,13.9,5.8
7,0.94,0.9,1.64,1.018,0.9,18.6,14.6,11.9
6,1.43,0.86,0.0,1.018,3.7,17.6,13.3,11.0
3,1.98,0.77,0.0,1.018,8.5,19.3,12.1,5.1
1,2.07,0.71,0.0,1.018,9.5,19.1,12.2,6.2
7,0.82,0.82,0.0,1.018,0.6,15.0,11.0,8.8
6,1.54,0.67,0.0,1.018,4.9,15.8,8.2,2.0
2,1.97,0.7,0.0,1.018,9.1,15.8,7.8,0.7
0,2.05,0.68,0.0,1.018,10.1,20.0,9.9,2.4
1,2.0,0.73,0.0,1.018,9.8,22.2,12.8,5.6
2,1.96,0.78,0.0,1.018,9.5,22.7,14.2,7.7
1,1.99,0.78,0.0,1.018,10.1,23.5,13.9,7.5
4,1.83,0.74,0.0,1.018,8.5,24.8,15.8,8.7
8,0.81,0.82,0.66,1.018,0.8,21.6,15.9,10.5
4,1.07,0.79,0.0,1.018,2.2,20.3,14.9,11.6
4,1.7,0.84,0.0,1.018,7.7,21.6,14.3,8.6
1,1.79,0.81,0.0,1.018,8.9,22.9,14.6,9.1
6,1.21,0.87,0.32,1.018,3.5,20.8,14.6,10.3
7,1.05,0.87,0.43,1.018,2.4,16.9,12.7,11.4
5,0.71,0.87,0.0,1.018,0.6,14.6,11.4,9.8
3,1.4,0.9,0.0,1.018,5.5,17.4,11.2,7.1
3,1.52,0.88,0.0,1.018,6.8,19.5,12.1,6.8
0,1.79,0.8,0.0,1.018,10.2,23.5,14.6,8.4
1,1.74,0.78,0.0,1.018,9.8,25.6,15.6,9.3
7,0.91,0.86,0.0,1.018,1.9,19.1,14.6,10.8
2,1.5,0.53,0.0,1.018,7.4,16.8,11.3,7.8
1,1.69,0.76,0.0,1.018,9.9,16.0,7.2,0.2
0,1.61,0.8,0.0,1.018,9.1,20.3,10.5,4.1
3,1.45,0.87,0.0,1.018,7.3,20.1,11.4,6.0
7,1.42,0.84,0.0,1.018,7.2,19.1,12.4,6.6
4,1.22,0.83,0.0,1.018,5.1,21.4,14.5,10.4
2,1.48,0.78,0.0,1.018,8.3,22.1,14.2,8.3
2,1.33,0.83,0.0,1.018,6.7,22.3,15.0,10.4
7,0.97,0.88,0.86,1.018,3.1,20.4,14.3,10.5
8,0.37,0.96,1.03,1.018,0.0,13.6,11.0,8.5
5,0.37,0.84,0.0,1.018,0.0,6.5,4.9,3.8
3,1.42,0.7,0.0,1.018,8.7,11.4,5.4,0.1
6,1.21,0.78,0.0,1.018,6.2,15.0,7.8,1.4
5,1.15,0.71,0.0,1.018,5.6,18.4,12.8,9.0
2,1.38,0.77,0.0,1.018,8.8,20.4,11.9,5.9
6,0.34,0.82,0.0,1.018,0.0,12.9,10.5,7.9
3,1.19,0.8,0.0,1.018,6.6,16.1,9.2,5.2
2,1.18,0.75,0.0,1.018,6.7,19.1,9.8,3.4
1,1.3,0.79,0.0,1.018,8.6,21.3,11.4,4.9
0,1.3,0.74,0.0,1.018,8.9,21.6,13.2,5.6
2,1.26,0.79,0.0,1.018,8.5,21.1,11.7,6.1
7,0.31,0.94,0.0,1.018,0.0,10.6,8.0,5.0
5,0.66,0.86,0.0,1.018,1.7,9.6,6.0,4.9
3,0.9,0.76,0.0,1.018,4.2,10.4,4.8,-0.1
1,1.21,0.75,0.0,1.018,8.6,13.5,6.2,1.2
6,0.39,0.87,0.0,1.018,0.2,12.5,7.3,1.6
7,0.61,0.83,0.0,1.018,1.6,11.1,7.2,6.2
5,0.75,0.8,0.0,1.018,3.0,12.0,6.9,5.1
4,1.07,0.81,0.0,1.018,7.3,12.8,5.7,0.0
2,1.08,0.84,0.0,1.018,7.8,13.8,6.1,-0.2
3,1.05,0.87,0.0,1.018,7.5,12.9,6.3,2.3
2,1.04,0.84,0.0,1.018,7.5,13.4,6.0,1.6
7,0.68,0.82,0.17,1.018,2.7,14.2,8.0,2.3
8,0.26,0.94,0.0,1.018,0.0,10.3,8.3,7.0
8,0.34,0.83,0.48,1.018,0.2,11.9,9.0,7.5
8,0.26,0.94,1.2,1.018,0.0,6.6,5.5,4.4
8,0.25,0.95,0.58,1.018,0.0,3.6,3.2,2.4
8,0.25,0.97,0.11,1.018,0.0,3.6,2.8,2.5
8,0.25,0.95,0.01,1.018,0.0,2.8,2.3,1.3
8,0.24,0.93,0.03,1.018,0.0,3.8,3.2,1.8
8,0.29,0.87,0.0,1.018,0.1,6.7,4.9,3.1
5,0.51,0.9,0.0,1.018,1.6,7.5,4.6,2.8
8,0.47,0.85,0.02,1.018,1.3,8.3,4.4,0.5
8,0.23,0.8,0.0,1.018,0.0,10.0,8.4,4.8
8,0.23,0.73,1.21,1.018,0.0,11.1,9.8,7.5
8,0.51,0.81,0.34,1.018,1.9,5.2,3.0,1.1
4,0.68,0.84,0.04,1.018,4.2,-1.2,-3.5,-5.6
8,0.22,0.92,1.73,1.018,0.0,2.6,-1.5,-7.3
8,0.26,0.82,0.07,1.018,0.1,3.5,1.9,1.3
7,0.34,0.75,0.0,1.018,0.5,2.6,1.3,0.6
4,0.77,0.85,0.0,1.018,6.1,3.1,-0.8,-4.3
7,0.48,0.86,0.0,1.018,1.9,1.7,-0.9,-4.3
8,0.21,0.73,0.0,1.018,0.0,4.4,2.3,-1.4
2,0.71,0.77,0.0,1.018,5.5,5.6,2.4,0.4
8,0.2,0.9,0.41,1.018,0.0,1.7,-0.1,-1.5
8,0.2,0.95,0.33,1.018,0.0,3.6,2.6,0.2
6,0.6,0.84,0.0,1.018,3.9,7.5,4.6,2.5
4,0.67,0.84,0.27,1.018,5.5,9.2,4.9,1.9
8,0.19,0.91,0.0,1.018,0.0,4.4,3.6,2.5
7,0.62,0.72,0.0,1.018,4.7,5.6,3.3,1.4
5,0.5,0.73,0.0,1.018,2.8,5.1,2.6,0.6
4,0.63,0.87,0.0,1.018,5.2,4.5,0.2,-2.9
7,0.23,0.9,0.0,1.018,0.1,3.8,1.0,-2.3
8,0.18,0.9,0.0,1.018,0.0,2.6,1.7,1.0
6,0.38,0.87,0.0,1.018,1.3,5.0,1.9,-0.8
7,0.45,0.8,0.38,1.018,2.2,2.0,-0.9,-2.7
8,0.18,0.95,0.7,1.018,0.0,5.1,1.4,-1.4
8,0.18,0.86,0.0,1.018,0.0,7.0,5.3,2.2
8,0.18,0.8,0.0,1.018,0.0,6.9,5.1,3.4
1,0.71,0.79,0.0,1.018,7.3,7.6,3.0,1.1
0,0.7,0.83,0.0,1.018,7.3,4.8,0.7,-1.6
0,0.7,0.84,0.0,1.018,7.2,3.1,-0.5,-3.2
1,0.67,0.82,0.0,1.018,6.5,4.8,0.3,-3.0
1,0.7,0.85,0.0,1.018,7.4,4.3,-0.9,-3.6
1,0.66,0.79,0.0,1.018,6.4,2.5,-1.7,-4.8
5,0.48,0.79,0.1,1.018,2.9,11.5,-0.8,-4.5
7,0.22,0.73,0.0,1.018,0.1,11.2,9.0,1.1
8,0.17,0.8,0.0,1.018,0.0,12.1,10.8,7.7
2,0.68,0.83,0.0,1.018,6.9,11.5,7.9,4.9
8,0.17,0.93,0.0,1.018,0.0,6.1,3.9,0.7
6,0.17,0.96,0.0,1.018,0.0,5.4,3.7,1.8
3,0.52,0.83,0.0,1.018,3.6,7.3,4.3,2.5
2,0.67,0.89,0.11,1.018,6.5,5.1,1.9,0.1
8,0.33,0.87,0.28,1.018,0.9,4.9,2.5,0.2
8,0.18,0.96,1.76,1.018,0.0,4.8,3.9,1.6
8,0.18,0.93,0.53,1.018,0.0,0.8,-0.2,-1.8
8,0.18,0.89,0.0,1.018,0.0,0.6,-0.7,-4.4
8,0.18,0.93,0.0,1.018,0.0,0.6,-0.1,-1.3
5,0.18,0.93,0.0,1.018,0.0,2.5,0.6,-0.8
8,0.18,0.96,0.0,1.018,0.0,1.0,0.2,-1.7
8,0.18,0.93,0.24,1.018,0.0,1.7,0.9,-0.7
6,0.3,0.93,0.0,1.018,0.5,4.5,1.5,0.1
1,0.64,0.83,0.0,1.018,5.2,4.5,0.9,-1.9
7,0.19,0.8,0.0,1.018,0.0,2.2,1.0,-1.5
7,0.52,0.91,0.0,1.018,3.0,5.0,-0.6,-2.0
5,0.19,0.9,0.0,1.018,0.0,3.0,0.3,-2.1
5,0.51,0.78,0.0,1.018,2.7,9.4,3.7,0.4
8,0.19,0.82,0.02,1.018,0.0,5.3,4.0,0.5
4,0.71,0.78,0.0,1.018,6.0,11.1,6.8,3.7
7,0.2,0.85,0.0,1.018,0.0,7.4,5.3,4.0
8,0.2,0.86,0.01,1.018,0.0,6.3,4.4,2.8
8,0.2,0.97,0.01,1.018,0.0,4.5,3.3,2.5
8,0.34,0.86,0.0,1.018,0.6,4.2,2.7,1.4
7,0.33,0.84,0.0,1.018,0.5,2.3,1.1,0.1
5,0.21,0.79,0.0,1.018,0.0,-1.0,-3.0,-4.3
0,0.57,0.85,0.0,1.018,3.0,-3.4,-5.6,-8.4
2,0.63,0.84,0.0,1.018,3.7,3.7,-2.0,-7.2
1,0.83,0.8,0.0,1.018,7.1,3.8,-0.3,-2.3
8,0.22,0.93,0.6,1.018,0.0,1.0,0.1,-2.3
8,0.22,0.97,0.06,1.018,0.0,0.6,0.3,-0.1
8,0.22,0.95,0.0,1.018,0.0,0.0,-0.3,-1.3
6,0.74,0.83,0.24,1.018,4.8,3.5,0.4,-2.0
8,0.23,0.86,0.12,1.018,0.0,1.7,0.6,-1.4
5,0.88,0.83,0.58,1.018,7.0,4.7,-1.0,-3.3
7,0.44,0.82,0.05,1.018,0.9,5.1,2.4,-2.2
8,0.24,0.83,0.17,1.018,0.0,3.0,1.7,0.2
8,0.24,0.94,0.18,1.018,0.0,-1.6,-3.6,-5.1
8,0.25,0.84,0.12,1.018,0.0,-5.1,-7.2,-10.5
7,0.25,0.83,0.05,1.018,0.0,-3.4,-5.7,-7.3
8,0.39,0.8,0.0,1.018,0.4,1.1,-4.1,-13.7
2,0.99,0.7,0.0,1.018,7.5,8.3,3.0,-0.6
7,0.62,0.75,0.33,1.018,2.2,6.6,3.0,-0.4
5,0.61,0.87,0.05,1.018,2.0,8.8,4.1,1.7
5,0.67,0.87,0.0,1.018,2.5,8.4,3.1,0.0
6,0.57,0.69,0.0,1.018,1.5,9.8,5.1,0.4
4,0.28,0.55,0.0,1.018,0.0,12.8,8.5,2.9
2,0.85,0.85,0.0,1.018,4.4,12.4,6.8,1.5
8,0.28,0.95,0.68,1.018,0.0,6.3,4.6,3.1
8,0.29,0.92,0.13,1.018,0.0,5.6,4.0,2.8
8,0.6,0.83,0.22,1.018,1.4,8.8,5.9,2.3
8,0.36,0.69,0.08,1.018,0.1,7.7,5.4,2.8
6,0.65,0.75,0.48,1.018,1.7,7.1,4.3,2.1
7,0.38,0.88,0.17,1.018,0.1,6.7,3.6,1.6
3,1.08,0.79,0.0,1.018,6.3,6.7,3.5,0.7
5,0.87,0.69,0.0,1.018,3.5,9.9,5.0,0.8
8,0.39,0.78,0.0,1.018,0.1,5.9,3.6,0.7
7,0.49,0.85,0.0,1.018,0.4,8.5,4.1,0.9
8,0.33,0.93,0.0,1.018,0.0,2.0,1.0,-0.1
8,0.33,0.89,0.0,1.018,0.0,5.2,2.8,0.9
3,1.31,0.81,0.0,1.018,8.4,12.4,5.8,1.1
6,1.1,0.91,0.0,1.018,5.3,10.6,2.8,-0.9
6,0.62,0.81,0.0,1.018,0.9,6.1,3.2,1.6
2,1.34,0.7,0.0,1.018,8.0,10.5,4.9,2.1
7,0.92,0.94,0.0,1.018,3.0,5.7,1.6,-1.7
8,0.36,0.95,0.0,1.018,0.0,7.0,2.3,0.5
8,0.71,0.94,0.0,1.018,1.2,8.1,3.8,1.0
8,0.38,0.97,0.0,1.018,0.0,3.0,2.1,1.2
8,0.38,0.83,0.0,1.018,0.0,5.5,3.7,2.3
7,0.87,0.9,0.02,1.018,1.9,8.7,5.2,2.6
6,1.35,0.76,0.0,1.018,5.9,11.6,5.2,0.2
2,0.99,0.73,0.0,1.018,2.6,11.7,4.6,-0.9
8,0.42,0.82,0.39,1.018,0.0,7.1,4.9,3.2
6,0.58,0.78,0.01,1.018,0.3,7.9,3.9,-0.1
4,1.48,0.7,0.17,1.018,6.6,10.5,5.4,0.7
7,0.63,0.84,0.09,1.018,0.4,6.3,4.2,3.7
5,1.48,0.76,0.15,1.018,6.2,12.8,6.6,1.8
6,1.12,0.79,0.13,1.018,3.0,10.2,6.2,2.0
8,0.46,0.96,0.64,1.018,0.0,6.3,5.2,4.2
8,0.46,0.97,0.08,1.018,0.0,4.1,2.9,1.7
8,0.47,0.84,0.0,1.018,0.0,1.5,0.5,-0.1
2,1.81,0.76,0.0,1.018,8.7,12.3,4.4,0.0
3,1.83,0.73,0.0,1.018,8.7,15.8,7.2,0.8
2,1.95,0.75,0.0,1.018,9.8,15.9,7.9,0.6
1,1.89,0.76,0.0,1.018,9.0,17.1,8.5,2.1
2,1.92,0.72,0.0,1.018,9.1,17.4,9.0,2.4
1,1.9,0.61,0.0,1.018,8.7,19.7,11.5,5.1
2,1.94,0.53,0.0,1.018,8.9,20.3,11.4,4.3
1,2.14,0.57,0.0,1.018,10.8,19.5,11.2,4.5
6,1.54,0.6,0.0,1.018,5.0,17.1,10.8,4.0
1,2.0,0.62,0.0,1.018,9.0,17.4,10.7,4.6
0,2.17,0.58,0.0,1.018,10.5,18.4,10.7,3.1
1,2.18,0.66,0.0,1.018,10.4,15.8,8.5,1.8
0,2.26,0.58,0.0,1.018,11.1,19.0,9.3,0.3
7,1.1,0.7,0.14,1.018,1.7,16.3,10.2,5.3
7,0.88,0.63,0.17,1.018,0.7,10.6,7.8,4.5
4,1.23,0.7,0.59,1.018,2.3,8.8,6.5,3.8
5,1.37,0.66,0.0,1.018,3.0,10.6,6.9,4.9
2,2.37,0.74,0.0,1.018,11.2,14.0,7.5,1.6
7,1.3,0.73,0.0,1.018,2.5,13.6,8.6,2.7
8,0.59,0.82,0.97,1.018,0.0,12.3,9.6,4.3
6,1.31,0.83,0.0,1.018,2.4,17.1,13.5,9.5
6,1.81,0.77,0.0,1.018,5.6,17.8,13.8,9.1
6,1.89,0.81,2.41,1.018,6.1,19.3,13.4,9.3
5,2.03,0.63,0.0,1.018,7.1,14.1,10.6,8.4
8,0.72,0.71,0.0,1.018,0.1,13.3,9.9,6.4
6,1.4,0.7,0.48,1.018,2.6,19.8,14.1,9.7
6,1.29,0.66,0.07,1.018,2.0,12.9,9.6,7.6
4,2.4,0.55,0.0,1.018,9.8,17.3,9.9,3.1
6,1.54,0.58,0.28,1.018,3.2,15.2,10.8,6.1
8,1.09,0.72,0.11,1.018,1.0,11.6,7.5,4.6
4,1.86,0.71,0.0,1.018,5.1,11.5,7.6,4.2
4,2.4,0.63,0.0,1.018,9.2,16.2,9.0,1.5
5,2.1,0.64,0.0,1.018,6.7,16.6,9.9,3.8
7,0.84,0.8,0.46,1.018,0.2,10.5,6.2,4.1
8,1.18,0.78,0.22,1.018,1.2,9.3,5.1,3.0
8,0.68,0.92,0.35,1.018,0.0,6.4,4.9,3.5
8,0.69,0.87,0.0,1.018,0.0,7.9,6.3,4.4
8,0.8,0.83,0.05,1.018,0.1,8.1,6.5,5.3
8,0.7,0.88,0.0,1.018,0.0,9.0,5.9,3.3
8,0.7,0.88,0.05,1.018,0.0,8.4,7.1,5.5
8,1.11,0.88,0.1,1.018,0.8,13.0,9.1,6.7
8,0.71,0.95,0.16,1.018,0.0,9.5,8.2,7.0
7,0.83,0.78,0.01,1.018,0.1,12.4,8.4,5.5
5,1.91,0.38,0.0,1.018,4.5,8.3,4.0,1.2
1,3.01,0.5,0.0,1.018,12.9,12.9,5.2,-2.2
8,1.14,0.8,0.52,1.018,0.8,10.8,5.6,0.7
7,1.61,0.74,0.19,1.018,2.7,9.1,5.5,2.5
6,2.35,0.58,0.0,1.018,7.2,16.1,9.4,0.7
2,2.79,0.42,0.0,1.018,10.5,23.4,14.4,7.2
4,2.6,0.53,0.0,1.018,8.6,21.9,15.2,9.1
3,2.62,0.63,0.0,1.018,8.7,22.2,13.7,5.7
4,2.42,0.78,0.56,1.018,7.1,21.5,13.9,7.0
8,1.03,0.88,0.09,1.018,0.3,13.0,11.1,10.3
6,1.34,0.75,0.0,1.018,1.1,15.0,11.5,8.9
7,2.28,0.8,0.0,1.018,5.9,18.6,13.0,8.5
5,2.17,0.75,0.0,1.018,5.1,20.6,14.0,9.8
4,2.27,0.73,0.0,1.018,5.7,21.0,15.1,9.6
6,1.36,0.75,0.03,1.018,1.1,17.0,13.4,9.6
7,1.3,0.82,0.2,1.018,0.9,15.3,10.8,8.7
6,1.37,0.72,0.0,1.018,1.1,13.6,9.4,6.5
6,2.0,0.79,0.47,1.018,3.9,12.3,7.2,4.9
4,2.82,0.63,0.72,1.018,9.4,18.0,10.8,3.6
8,0.8,0.88,0.4,1.018,0.0,9.1,7.3,6.1
8,0.8,0.95,0.33,1.018,0.0,8.1,6.9,5.3
8,0.8,0.92,0.39,1.018,0.0,8.7,7.0,6.7
5,1.62,0.74,0.02,1.018,1.9,12.7,8.8,6.2
5,2.31,0.69,0.0,1.018,5.5,16.5,10.0,2.7
8,0.81,0.82,0.0,1.018,0.0,14.3,10.7,7.8
8,1.41,0.83,0.46,1.018,1.1,16.5,10.6,6.6
3,2.31,0.69,0.0,1.018,5.4,18.8,13.7,9.4
2,3.3,0.55,0.0,1.018,12.9,24.2,16.5,7.0
6,1.87,0.82,0.37,1.018,2.9,23.6,15.4,11.3
6,2.0,0.78,0.07,1.018,3.5,19.7,15.4,10.0
8,1.98,0.78,0.0,1.018,3.4,22.9,17.2,13.0
8,0.98,0.7,0.1,1.018,0.1,22.3,18.1,13.5
2,3.01,0.68,0.22,1.018,10.2,16.8,12.2,10.1
7,1.44,0.7,0.0,1.018,1.1,14.6,11.0,7.9
6,1.98,0.72,0.32,1.018,3.3,20.9,15.1,9.1
8,1.45,0.74,0.0,1.018,1.1,16.9,14.3,12.5
6,2.5,0.61,0.0,1.018,6.3,18.2,13.9,8.9
6,1.1,0.75,0.55,1.018,0.4,15.6,11.4,7.1
6,2.19,0.76,0.0,1.018,5.0,17.4,11.8,8.5
0,3.45,0.6,0.0,1.018,13.8,24.0,15.0,5.6
2,3.4,0.56,0.0,1.018,13.4,28.2,20.1,10.7
5,2.75,0.77,0.04,1.018,8.5,26.7,19.8,14.4
8,1.47,0.85,0.91,1.018,1.5,17.8,13.6,12.1
5,2.58,0.88,2.01,1.018,7.3,24.1,16.0,10.5
5,2.19,0.64,0.0,1.018,4.9,16.9,13.1,8.7
3,3.23,0.68,0.06,1.018,11.9,20.9,14.0,7.4
8,0.85,0.84,0.39,1.018,0.0,13.4,11.9,10.3
8,0.85,0.92,3.09,1.018,0.0,11.3,9.5,8.8
7,1.53,0.86,0.34,1.018,1.7,14.8,10.1,8.0
5,2.68,0.76,0.0,1.018,7.9,20.0,13.1,5.3
5,2.54,0.8,0.0,1.018,7.0,22.5,15.1,9.1
7,1.23,0.84,1.2,1.018,0.7,18.5,14.8,12.4
8,1.6,0.92,0.56,1.018,2.0,17.6,12.9,10.6
5,2.73,0.72,0.0,1.018,8.2,18.8,13.2,8.4
2,3.49,0.66,0.0,1.018,13.9,23.6,16.1,7.2
3,2.38,0.7,0.0,1.018,6.0,21.8,17.7,13.0
5,2.91,0.68,0.0,1.018,9.5,21.4,16.1,10.9
2,3.38,0.68,0.0,1.018,13.0,24.0,18.0,10.5
3,3.5,0.59,0.0,1.018,14.0,24.5,19.7,16.3
8,1.93,0.61,0.0,1.018,3.5,19.1,14.7,13.0
7,1.3,0.67,0.0,1.018,0.9,19.0,15.3,12.6
3,3.4,0.68,0.0,1.018,13.2,25.3,16.9,7.5
3,3.22,0.6,0.0,1.018,11.8,28.3,20.0,11.1
4,2.86,0.67,0.01,1.018,9.2,28.8,21.5,13.6
8,0.85,0.9,0.5,1.018,0.0,17.3,15.8,14.9
7,1.86,0.91,1.61,1.018,3.2,22.8,17.4,14.8
4,2.22,0.74,0.04,1.018,5.1,18.3,14.7,13.1
4,2.99,0.62,0.13,1.018,10.2,21.0,14.4,6.7
5,1.77,0.8,0.01,1.018,2.8,17.0,13.5,11.5
8,0.84,0.86,0.08,1.018,0.0,18.0,13.1,8.5
3,3.04,0.64,0.0,1.018,10.6,26.1,19.7,13.5
5,2.5,0.78,1.89,1.018,6.9,26.3,18.1,16.9
5,2.29,0.74,0.0,1.018,5.6,23.9,19.2,13.4
4,2.96,0.71,0.0,1.018,10.1,25.3,18.6,12.0
1,3.37,0.65,0.0,1.018,13.3,29.1,21.6,13.1
4,2.44,0.62,1.23,1.018,6.6,31.5,23.9,16.9
7,2.05,0.8,0.05,1.018,4.3,19.9,15.8,13.7
8,0.83,0.85,1.37,1.018,0.0,15.9,12.8,11.6
8,0.93,0.83,0.01,1.018,0.1,17.5,13.5,10.0
7,1.41,0.76,0.0,1.018,1.4,19.3,14.9,10.4
4,2.69,0.68,0.0,1.018,8.4,23.3,16.4,8.8
6,1.9,0.8,0.0,1.018,3.6,20.3,15.3,10.1
5,2.2,0.77,0.0,1.018,5.3,26.1,19.7,15.6
4,3.01,0.73,0.22,1.018,10.9,29.1,22.4,15.9
4,3.1,0.72,0.19,1.018,11.6,30.0,22.3,16.4
3,3.03,0.73,0.0,1.018,11.1,29.2,22.2,16.6
6,2.34,0.77,2.11,1.018,6.3,25.9,21.8,18.4
6,2.47,0.88,0.69,1.018,7.2,25.8,20.4,16.4
6,1.43,0.86,0.04,1.018,1.6,23.8,20.3,18.2
1,3.16,0.71,0.0,1.018,12.4,27.6,20.8,14.6
4,2.68,0.78,0.36,1.018,8.8,28.6,21.3,14.7
7,1.6,0.84,0.2,1.018,2.4,25.3,20.0,17.1
6,2.44,0.73,0.0,1.018,7.2,24.4,19.3,15.1
8,0.78,0.78,0.0,1.018,0.0,17.8,15.4,13.5
7,1.77,0.76,0.0,1.018,3.3,20.6,15.8,12.0
4,2.55,0.7,0.0,1.018,8.1,22.5,16.5,12.5
5,2.74,0.7,0.0,1.018,9.6,22.9,16.4,10.1
5,1.36,0.8,0.23,1.018,1.5,20.6,16.3,11.8
6,2.15,0.72,0.69,1.018,5.6,22.4,16.6,12.3
6,2.7,0.71,0.0,1.018,9.5,20.1,14.7,11.1
8,0.86,0.83,0.75,1.018,0.1,16.2,13.8,12.8
6,2.2,0.71,0.0,1.018,6.1,21.6,16.2,11.9
