PCA1,y,V_answers
-0.965301029562418,0,0
-3.159318282457316,0,1
-2.782191771346205,0,1
-1.3805491703976596,0,0
-1.829962474296471,0,0
-0.5825742012168647,0,0
-1.316800405959914,0,0
-1.4573636752382528,0,0
-0.5645647258108675,0,0
-0.9300701636687192,0,0
-1.4789610353373208,0,0
-2.0130187352475595,0,0
0.8986473479031029,0,0
0.4740672929357577,0,0
-2.5698992170264385,0,0
-1.4318479417501748,0,0
-0.21614988221075473,0,0
-0.5999151389650415,0,0
-0.7456409116328382,0,0
-0.3012297782425072,0,0
-2.091819337157225,0,0
-1.469120310249474,0,0
-1.8566959683184465,0,1
-3.081979628677437,0,1
-3.0632732717228977,0,1
-1.4182450602648853,0,0
-1.057345944904801,0,0
-3.3655149024198043,0,1
-1.32017147241581,0,0
-1.4592395773589402,0,0
-2.1492358344480413,0,0
-1.606849219947287,0,0
-0.5444774364514933,0,0
-0.47622514290383755,0,0
-1.9661906818480552,0,0
-1.6836390033193482,0,0
-3.1218653037484727,0,0
0.6654183814275894,0,0
0.5486605342956767,0,0
0.5052495864385977,0,0
0.8625286428479342,0,0
0.7505024171997152,0,0
-1.1664050040385678,0,0
-2.1577101558986738,0,1
0.7262447547941706,0,0
0.2480941602666133,0,0
-1.1478653117097377,0,0
1.6860761757920408,0,0
-1.7891170241327565,0,0
-2.0925418180166506,0,0
-2.0795854971804055,0,1
-1.864664049035744,0,0
-2.4670544575655367,0,1
-3.075172652851092,0,1
-2.8797408858046394,0,1
-2.904964751908197,0,1
0.10143233781775664,0,0
-1.429495717694413,0,0
-0.9493769759116539,0,0
0.1370922761971057,0,0
-0.267946876338722,0,0
-0.5049229204465336,0,0
-0.5274954875736787,0,0
0.012081456889625428,0,0
-1.7479356769667762,0,0
-0.7092774478453544,0,0
-0.8514392056374231,0,0
-2.2430941942805975,0,0
-2.2494125182045455,0,0
-0.7220760288923033,0,0
-0.19587475426232673,0,0
-0.2461719830893242,0,0
-0.5759655148777961,0,0
-1.2079838411468753,0,0
-1.740916556240691,0,0
-1.8984863229250426,0,0
-2.2758076705462846,0,0
-1.946679053023822,0,0
-1.8922639371918515,0,0
-0.6597015335985409,0,0
0.08116082798221393,0,0
0.019337035118057583,0,0
-0.7770805471704725,0,0
0.7046400342543198,0,0
0.17300029807017556,0,0
0.09790404612733437,0,0
0.4974906161452553,0,0
-0.019986392063598677,0,0
0.9568220580054507,0,0
-0.8101373608211546,0,0
-0.6534966282487327,0,0
-0.3708710176621894,0,0
1.3509054904525999,0,0
0.49780974808910017,0,0
1.320496107505806,0,0
-0.1502704151792316,0,0
-0.3810207843884052,0,0
0.012752155142613821,0,0
-0.688322942973875,0,0
0.15457090674060853,0,0
-0.5453082366615309,0,0
-0.17159746957743757,0,0
2.3209912976116964,0,0
0.4898524263922826,0,0
1.0467786514824944,0,0
1.8946448687457924,0,0
0.08656660484230108,0,0
0.3621393266999054,0,0
-1.5188720577027415,0,0
-1.426674524384836,0,0
0.4632719016769913,0,0
2.2075686173854994,0,0
0.5484454806645231,0,0
0.007684080251841915,0,0
-0.6452517472696618,0,0
-0.14552872411858433,0,0
-1.3138815580924248,0,0
0.596581718272686,0,0
1.4388898095110745,0,0
-1.045680187633611,0,0
0.25588633952181467,0,0
-0.13821748445321405,0,0
-0.06418043758630389,0,0
-0.08797285964156817,0,0
0.7299653584959177,0,0
0.8460409285482007,0,0
0.9009928365555205,0,0
-0.07464156319943661,0,0
0.384421517008448,0,0
0.5970430163272592,0,0
0.4849771737669198,0,0
0.7240351040770879,0,0
-0.9629867454648631,0,0
1.4765254814404858,0,0
0.8145897689409323,0,0
0.9030756549811926,0,0
0.7613296601454838,0,0
0.5159561982216796,0,0
0.7526144626567723,0,0
1.263479789985828,0,0
0.6763528027891976,0,0
0.3779353560318268,0,0
0.5138209383035535,0,0
1.5104537865208427,0,0
0.3246022195858452,0,0
0.8545063453214422,0,0
0.7506685952785361,0,0
2.206703566517948,0,0
2.2121735965772995,0,0
1.72382890024018,0,0
0.7927940079654229,0,0
2.2352302428290582,0,0
2.485183078142574,0,0
2.129301985837733,0,0
0.45697801593009507,0,0
1.0337212761768355,0,0
0.49179103895817083,0,0
-1.0760024093461649,0,0
-1.3369871841657497,0,0
-1.3142956021912409,0,0
-1.4526416537911089,0,0
-2.3219837558629615,0,0
-0.04488722142521475,0,0
0.13728086150701316,0,0
-0.8649136676856493,0,0
0.6111072014987521,0,0
0.8704640669088703,0,0
0.6594652381904788,0,0
0.23977283400206117,0,0
0.5445352963787978,0,0
1.855930826254367,0,0
0.6743740625629312,0,0
1.9679207043982172,0,0
1.2372555029428918,0,0
0.6524589464338845,0,0
1.3600893061067567,0,0
1.2706082338133646,0,0
1.740587071417972,0,0
0.989767584436128,0,0
0.7066927409237176,0,0
-0.0843583125565464,0,0
-0.08583872601375804,0,0
1.123590100396906,0,0
1.725668344308589,0,0
3.3348525189194027,0,0
-0.16364978595341068,0,0
1.088648223002981,0,0
0.5004678584041471,0,0
1.3237685469654032,0,0
1.4156470913604198,0,0
0.9905295753144883,0,0
0.7929875616985409,0,0
1.3291043804801852,0,0
0.20230510710582394,0,0
0.40648222814988605,0,0
0.20077082550697997,0,0
2.5868620583911364,0,0
1.3187505423901253,0,0
1.6085731333415187,0,0
1.0779984892964916,0,0
1.6867891946163758,0,0
1.5868706801179158,0,0
4.083503589854489,0,0
2.8953592928637066,0,0
2.334104656526293,0,0
1.6739463580789196,0,0
1.2587374999553937,0,0
0.9644660374781198,0,0
0.6855278888720684,0,0
0.961194201974276,0,0
2.7322721534085406,0,0
3.212523537990419,0,0
1.9096713883250305,0,0
2.8882144394759153,0,0
3.0892296889529356,0,0
2.218558786253374,0,0
1.901052623772587,0,0
0.9697242432368672,0,0
1.9192848832058829,0,0
1.6349760518691752,0,0
0.7878578599740732,0,0
2.171356715219601,0,0
0.8234871933214508,0,0
0.1798357198823448,0,0
-0.6777740995655986,0,0
0.25239877188554444,0,0
1.4364237407188367,0,0
0.9661422017454276,0,0
0.7858735560232585,0,0
-0.19789487229642871,0,0
1.7460489856354608,0,0
0.07739954370443926,0,0
1.6288670319464815,0,0
0.8135962025247602,0,0
0.7875832074522565,0,0
2.132370149781662,0,0
2.6637197610824193,0,0
1.0353600115626238,0,0
1.825401646307872,0,0
1.0992571114182648,0,0
0.6107744161143008,0,0
0.7778264636768346,0,0
1.2733512579032118,0,0
1.1670029557934687,0,0
0.8947651906752437,0,0
1.2689389659869188,0,0
0.9939671728626771,0,0
0.9870198653312618,0,0
0.7954787563885252,0,0
0.8992622415175334,0,0
-0.7670911545354968,0,0
0.5677568366865806,0,0
-0.46518616296097093,0,0
1.0054848191511743,0,0
1.3959831086250387,0,0
0.5282975784500429,0,0
1.6111695492965452,0,0
0.12910454540542102,0,0
0.9715222166727001,0,0
0.70601435087209,0,0
-0.12987006501221826,0,0
-0.3600555996213654,0,0
-2.1656766745075986,0,0
-0.34026493947915337,0,0
-1.0335325363091534,0,0
-1.0064105836561337,0,0
-1.1585255818159708,0,0
-1.3894608779980566,0,0
-0.7840326340238678,0,0
2.553051446599234,0,0
1.6109295283276275,0,0
-0.4358612375111808,0,0
1.8328958991818465,0,0
-1.287642992776086,0,0
-0.9069871212238926,0,0
-0.3111571040853952,0,0
-2.410713487076898,0,0
-3.0487821096942778,0,0
-2.1403098869475827,0,0
-1.483974609064734,0,0
0.1019696979994403,0,0
0.9321420981346981,0,0
-1.4103499154638197,0,0
-0.2210842534507923,0,0
-1.432716657664191,0,0
0.4053589981047058,0,0
0.7331609057963048,0,0
-0.8277942710626959,0,0
-1.2548322700532657,0,0
2.180351836842814,0,0
1.1437260380222842,0,0
0.9096244061314938,0,0
0.38151929194266954,0,0
-0.16170219583276768,0,0
-0.6597962779721109,0,0
1.3735561939750691,0,0
-1.2906443122465385,0,0
2.1076963689845765,0,0
0.22108111866655866,0,0
1.683659697298304,0,0
-0.1285682105753314,0,0
-0.8193354555789716,0,0
-1.255166270435168,0,0
-0.3048982675729758,0,0
-0.7113044834060497,0,0
-0.4080690689804931,0,0
-2.8666387770808393,0,0
-0.8493098166572675,0,0
0.06129053046375424,0,0
-1.4311800860920938,0,0
-0.6717333151677607,0,0
-1.8945624731634696,0,0
2.079382331001497,0,0
0.5633125117689703,0,0
-0.42891298508212183,0,0
0.7473818687528807,0,0
-0.043082116619087854,0,0
-1.5314070173248133,0,0
0.6623091050669319,0,0
0.3470372089339777,0,0
-0.12162848870882398,0,0
1.9131150303770978,0,0
-0.0064373144651927805,0,0
1.1000624832684538,0,0
0.7692945015717568,0,0
1.514882160159487,0,0
1.7437860973792814,0,0
1.4061582022434393,0,0
0.8957449453700522,0,0
-0.043197075964152974,0,0
-2.044977795462723,0,0
-0.9607944777389102,0,0
-1.4164617310405316,0,0
-0.7343690344219563,0,0
-1.10884230500986,0,0
0.3844708424211794,0,0
-1.7911811538768427,0,0
-2.6657568449274627,0,0
2.1069349802975177,0,0
0.34590875424586176,0,0
1.1115505250898954,0,0
-1.7345157205730206,0,0
-1.9362749269943298,0,0
-0.25475764142032753,0,0
2.2914985741670137,0,0
0.30134982372814745,0,0
0.26515028773259175,0,0
2.2058107383607712,0,0
-1.5022318030239354,0,0
-1.5661230436535498,0,0
-1.1487342043619666,0,0
2.279117157261776,0,0
0.45815333973209105,0,0
-1.804905255723123,0,0
-1.8380225881453531,0,0
-0.18680838348448844,0,0
-0.8293089910236241,0,0
-0.04455634394806462,0,0
-1.4956068486415868,0,0
-0.7264393007426118,0,0
-0.0785949276397584,0,0
1.155573938628353,0,0
-0.407640710754638,0,0
1.7517412192101993,0,0
-1.4128327124299647,0,0
1.7449821328835746,0,0
-2.0531964548290875,0,0
0.23535581526145566,0,0
1.5851783293132748,0,0
-0.1981473924766169,0,0
-1.067190939361508,0,0
-2.1331339349037326,0,0
-2.188003969819103,0,0
0.0967779467603205,0,0
-1.51858538564322,0,0
-2.1102504658485817,0,0
-0.11072785178443618,0,0
-1.8914886857295548,0,0
-2.8656600655308435,0,0
-0.8295389732356426,0,0
-1.7282715533478334,0,0
-3.2536252199594156,0,0
-1.364982191614582,0,0
0.18255256663645514,0,0
-0.7212070075015321,0,0
-0.03816440806661032,0,0
0.04318275824981368,0,0
0.6817584697352937,0,0
1.9678182656487377,0,0
-0.34787015265685783,0,0
-0.18450697516506664,0,0
-1.8223713710356697,0,0
0.040146890014503334,0,0
0.08712658474249073,0,0
-0.586475853601333,0,0
-0.8995927863293515,0,1
-1.7363861690085325,0,1
-0.4463471032817597,0,0
-0.1237939914597283,0,0
0.06514173979809913,0,0
-0.21161359662545887,0,0
-2.3691242768487184,0,0
0.2431994310374829,0,0
-0.08114862430588805,0,0
0.698898874280193,0,0
0.4773485235233665,0,0
0.43839508344493633,0,0
-1.7419967040079363,0,0
-0.7344426449634368,0,0
-1.2770139059980727,0,0
-2.0988576690975362,0,0
-2.056799772043347,0,0
-2.155023138040558,0,1
-2.7503099595752807,0,1
-2.973856392192999,0,1
-1.278931339127792,0,0
-0.8157097326225622,0,0
-2.707455220407046,0,1
-2.769516902696045,0,0
-0.20908266524873434,0,0
0.3056949973896337,0,0
-0.43165637121325323,0,0
-0.2805496941420413,0,0
-2.3947289736629602,0,0
-2.5259675954652696,0,0
-1.970665972073329,0,1
-1.9616526637413207,0,1
-1.6001186120293862,0,0
-0.08041775131827775,0,0
-0.6089735518844955,0,0
-1.5767132939706847,0,0
0.022147992332933145,0,0
-1.8502296565190162,0,0
2.688408985198572,0,0
2.304939000436548,0,0
-2.9427325557676567,0,1
-2.7098841648846084,0,1
-3.4302630035031263,0,1
0.2592846061753819,0,0
-1.6044351517870619,0,0
-0.5513985269598469,0,0
-1.8497857130237643,0,1
-2.141924377349647,0,1
-1.578930739646448,0,1
-1.7409338561993348,0,1
-2.4607940279111573,0,1
-1.658921554368274,0,1
-2.504937979826772,0,1
-1.9659127803881018,0,0
-1.5213271442441658,0,0
-1.2091290440717204,0,1
-0.22997673101226573,0,0
2.0716703084529624,0,0
0.645384101772923,0,0
0.29612604977571644,0,0
-1.1460326022146115,0,0
-2.4799255724715907,0,0
-1.5186156614250486,0,1
-1.4769012211028179,0,1
-1.4825794354899897,0,0
2.083639242105376,0,0
1.6071506833237823,0,0
1.8158819481532333,0,0
-0.43742119163311816,0,0
0.8203639446109185,0,0
-0.29451226963048105,0,0
-0.7839830225328195,0,0
-0.4531961684044686,0,0
0.7005488381963287,0,0
-0.13723720363151476,0,0
0.37504926773988934,0,0
-0.7153204414212115,0,0
1.7777231572800167,0,0
3.3145747055242403,0,0
2.4034131520275617,0,0
0.5649927883412653,0,0
-0.6260270403298223,0,0
3.626495912839283,0,0
0.27656312960976365,0,0
1.8517841047615065,0,0
-0.6665734060060801,0,0
2.4726751899210484,0,0
0.805537075315945,0,0
0.4154518195913197,0,0
0.9907100212610485,0,0
1.2217142109290067,0,0
1.2552557640764472,0,0
0.3421335230687327,0,0
0.9799661630760972,0,0
1.1015553410805137,0,0
-0.06043415020705001,0,0
0.6620059333616367,0,0
1.2764991739624734,0,0
1.870130179444695,0,0
0.21460379667318227,0,0
1.3298156087391095,0,0
1.4909298501618136,0,0
1.1897219242128223,0,0
1.8031838255581025,0,0
1.0354945364578076,0,0
