VALENTIA_cloud_cover,VALENTIA_humidity,VALENTIA_pressure,VALENTIA_global_radiation,VALENTIA_precipitation,VALENTIA_snow_depth,VALENTIA_sunshine,VALENTIA_temp_mean,VALENTIA_temp_min,VALENTIA_temp_max,VALENTIA_pleasant_weather
0.1696919473474576,0.9023627719868624,0.8630058895342514,-1.0773993642651691,-0.3724563612473828,-0.0247061559174278,-0.8292853684270696,-1.239016110588205,-1.5855170414497266,-0.7234790228986955,0
1.3964773282339449,1.3241879442830244,0.3223184960850871,-1.1834321497446416,0.0062755842106187,-0.0247061559174278,-1.0395360197168393,-0.3377511653838619,-0.1644855287947245,-0.8385108906116678,0
-1.0570934335390298,-0.5037211356670094,0.1079079779931811,-1.0773993642651691,0.7519041018310596,-0.0247061559174278,-0.6791063317915197,-0.6381728137853095,-0.1644855287947245,-1.0398166591093692,0
0.1696919473474576,-0.9255463079631714,-0.4048128261396502,-0.912459475741545,-0.0884074021538816,-0.0247061559174278,0.0117172367320094,-0.7883836379860334,-0.7930186978536679,-1.6724919315307163,0
0.7830846377907013,-0.2225043541362347,-1.7285647204462176,-1.195213570353472,-0.1002427754494441,-0.0247061559174278,-1.0395360197168393,-0.9085522973466122,-1.0662939887488605,-0.6372051221139661,0
0.1696919473474576,-1.0661546987285586,-0.3488796475069845,-0.9242408963503752,-0.4789747209074458,-0.0247061559174278,-0.43881987317464,-0.7883836379860334,-0.7930186978536679,-0.9823007252528831,0
0.7830846377907013,-0.363112744901622,-0.7031231121805755,-1.1834321497446416,0.5507027558064961,-0.0247061559174278,-1.0395360197168393,-0.6982571434655989,-0.6563810524060715,-0.6659630890422096,0
-1.0570934335390298,-1.7691966525554954,0.1918077459421797,-0.9478037375680356,0.1838061836440569,-0.0247061559174278,-0.37874825852042,-1.3892269347889288,-1.038966459659341,-1.5862180307459874,0
-0.4437007430957861,-0.6443295264323967,1.3011491221568412,-0.8888966345238843,-0.4197978544296331,-0.0247061559174278,-0.1084259925764304,-1.1188474512276256,-1.1756041051069377,-1.1548485268223414,0
1.3964773282339449,1.4647963350484117,1.1240273898200457,-1.195213570353472,0.3850075296686204,-0.0247061559174278,-1.0395360197168393,-0.8484679676663227,-0.7656911687641487,-0.8385108906116678,0
1.3964773282339449,2.167838288875347,0.7977505144627873,-1.1716507291358114,2.8349298018500684,-0.0247061559174278,-1.0395360197168393,-0.2776668357035721,0.0268071748319103,-0.5796891882574802,0
0.7830846377907013,0.6211459904560878,0.424862656911641,-1.1716507291358114,0.3376660364863701,-0.0247061559174278,-1.0395360197168393,-0.9986787918670466,-0.3011231742423209,-1.5574600638177445,0
-1.0570934335390298,-1.7691966525554954,0.9841944432383604,-0.9006780551327147,-0.289608748178445,-0.0247061559174278,-0.2886408365390902,-1.5093955941495076,-1.120949046927899,-1.7300078653872029,0
-1.0570934335390298,-1.9098050433208824,1.7952255334121172,-0.6414868017384482,-0.4908100942030083,-0.0247061559174278,0.8226840345639785,-1.6596064183502317,-1.011638930569822,-2.1038614354543625,0
-2.897271504868761,-1.3473714802593333,2.6062566235858533,-0.7003939047825996,-0.4908100942030083,-0.0247061559174278,0.9728630711995284,-2.5007870338742846,-2.2413777395981893,-2.4489570385932797,0
-1.0570934335390298,-0.363112744901622,2.9418556953818893,-0.6886124841737693,-0.4908100942030083,-0.0247061559174278,0.4922901539657687,-2.260449715153127,-2.3506878559562665,-2.161377369310849,0
-1.6704861239822737,0.3399292089253131,2.7181229808512053,-0.6886124841737693,-0.4908100942030083,-0.0247061559174278,1.0329346858537485,-1.7797750777108106,-2.022757506882035,-1.2986383614635568,0
-0.4437007430957861,2.0272298981099595,2.457101480565391,-1.0420551024386782,-0.4197978544296331,-0.0247061559174278,-1.0395360197168393,-2.200365385472837,-2.186722681419151,-1.902555666956661,0
1.3964773282339449,2.0272298981099595,2.4384570876878358,-1.195213570353472,-0.4908100942030083,-0.0247061559174278,-1.0395360197168393,-2.140281055792548,-1.9681024487029968,-2.333925170880307,0
0.7830846377907013,1.183579553517637,2.289301944667373,-0.9713665787856964,-0.2422672549961948,-0.0247061559174278,-0.5889989098101899,-1.3591847699487838,-1.3395692796440533,-1.1548485268223414,0
-0.4437007430957861,-0.0818959633708489,2.3638795161776143,-0.8771152139150541,-0.4908100942030083,-0.0247061559174278,-0.3186766438662002,-1.088805286387481,-0.7383636396746293,-1.2986383614635568,0
0.7830846377907013,-0.9255463079631714,1.9164140871162263,-1.0184922612210177,-0.4553039743163207,-0.0247061559174278,-0.9794644050626192,-1.20897394574806,-1.1482765760174185,-1.1260905598940985,0
-0.4437007430957861,0.0587124273945384,1.5994594081977664,-0.7710824284355814,-0.3724563612473828,-0.0247061559174278,0.0417530440591194,-1.3892269347889288,-1.3395692796440533,-1.269880394535314,0
0.1696919473474576,0.7617543812214751,1.4036932829834157,-0.7828638490444118,-0.4908100942030083,-0.0247061559174278,0.1618962733675592,-1.960028066751679,-2.296032797777228,-1.2986383614635568,0
-2.897271504868761,0.3399292089253131,1.4875930509324142,-0.6061425399119572,-0.4908100942030083,-0.0247061559174278,1.0329346858537485,-1.990070231591824,-2.432670443224824,-1.241122427607071,0
0.1696919473474576,-0.0818959633708489,1.608781604636544,-1.11274362609166,-0.4908100942030083,-0.0247061559174278,-1.0395360197168393,-2.3205340448334164,-2.541980559582901,-1.787523799243689,0
1.3964773282339449,0.0587124273945384,1.4316598722997484,-1.0891807848739994,0.1364646904618068,-0.0247061559174278,-1.0395360197168393,-1.6596064183502317,-1.612844570539246,-1.7300078653872029,0
