PCA1,PCA2
-6.631857288153869,-3.935800522556712
-6.739280850486213,-2.6340006823147513
-7.078989926015138,-2.34158226470863
-7.298130008283144,-2.4183035838170226
-8.460930037273203,-6.3362672995705855
-8.264014096595258,-0.5382091649170196
-8.230226862018524,-1.1918688610416632
-8.482020801001779,0.14549954855004332
-8.618859049396036,0.9509688883440693
-8.08812867564608,2.9937324550474513
-7.478065270447112,3.1370424176742566
-6.750702443341469,2.8399539144892536
-7.905985841667372,3.56888218331929
-8.534190738634118,4.75033961927567
-9.142073327674177,6.984877455557809
-9.091932282754085,8.770298008587702
-8.673593485563458,7.852549844640901
-9.32805951699991,4.527159887823504
-8.305381949068249,-2.6239432756771564
-9.525695184234166,-2.0844315416423504
-8.808116149028015,-3.34255907647492
-7.07613305437197,-2.148664246639136
-7.4602781995063046,-0.6541823578741366
-9.68744336434088,0.6711693894212241
-9.58448191103491,1.9809763542624999
-9.640336739697156,1.6428761815396546
-8.33771677104348,4.216467377376173
-9.465758383349355,4.434755173192734
-10.970221787265363,3.8790168419657824
-11.013390526746763,4.391822467133066
-11.04597738896996,7.011660983593217
-10.796795094662404,8.971708317488664
-11.898980229806275,10.674862707602921
-14.52958945504241,11.37496052244422
-15.221987400961673,11.795073582093618
-13.973347612483549,10.753045550515008
-12.795622173091136,10.986006171589118
-13.974683319561132,9.679139752913061
-11.972941744137216,10.390020601674845
-13.637155331899594,8.81442855575124
-12.763355478746604,11.041489931962278
-13.180479705648084,10.892736017822866
-13.739871034236234,7.940573491583046
-13.087574136397267,3.4343776617032997
-11.021405638572112,1.108498123477509
-9.7254308080326,-0.7362258548011067
-8.705852642904722,2.419159419686942
-8.298735349000742,1.7064912161257686
-7.143884454109088,-0.18577324876039902
-7.544438409671701,2.356959121180404
-8.096030714262634,6.903910930880055
-6.684022056277909,6.5686147867304
-5.600751738978919,5.2800575059939625
-5.844520019890132,1.2485724212172324
-4.159250543613955,1.2062617556141424
-3.750524187008947,1.4498628715727153
-5.7560366688421425,2.0056273311597885
-6.102668677635999,2.7652507238601403
-5.953888353223435,0.5677968809253866
-3.473763281127203,0.4592845585890307
-2.9060060204187215,2.267990818737388
-3.2612148974185757,2.857327849753494
-3.54179146619037,2.0708991844956843
-5.589422491372584,-0.8228122399877433
-5.925747963460017,0.2459869577749237
-4.955448985920088,4.938102427883072
-6.085548205200143,2.4781215431891197
-5.496542962582059,4.341933265119225
-4.2185677690404075,6.375530071467014
-3.5115508305912857,4.659792873833456
-3.1900531306942805,4.14976332099565
-2.941146961477014,3.1569691285708394
-2.8838509881035614,3.0861126985788307
-2.011320687267634,5.799233051602533
0.21081837745232695,8.137153463813576
1.413308416014196,5.804752225366736
-0.858926849854762,0.856338558613479
-2.9252857339005316,-0.8843427583602271
-2.2988432261319196,4.145201280475907
-1.2065653785797228,7.154937829131442
1.0890740542473154,8.577136495080925
3.0922397598328257,7.997451579994633
3.9382086236020477,7.399722436797083
2.8253842625404078,5.73599026394272
3.2332503719254753,6.624548335991748
3.59826765603301,9.089287676663377
3.8462988991173694,8.645113306993814
4.604028213056781,7.689289239854359
1.177623999953718,2.6447796377592168
-1.6912208217880587,-0.345067028731193
-1.992368092360282,0.40698906048900113
-0.8841887085606769,6.078859651740192
0.3058870409309868,3.8012555723760504
-0.5927654525819078,-0.3229298777463021
-2.598470315647562,-2.551488250886053
-3.2975972633824417,-2.976889354674864
-2.552318969463663,0.320425818911472
-4.220078380598139,-2.1769711685035666
-3.900015859769907,1.25222873440562
-4.541784336865821,-3.4500247681451164
-1.3860789068413686,-4.088439397264856
-1.9990214881326507,-3.0478636082310664
-1.917497893583165,-1.7860860352481895
-2.373880284574182,-2.1294446325788843
-2.757473283337076,-2.402626584589889
-3.9909743565038496,-2.9113101979042932
-2.575257655484999,2.22083132797249
-2.799838885615917,0.9726222506583931
-3.3443968482416584,-3.5507940105521043
-0.8873117959001822,-3.6857967271416774
-1.1462371995983447,-3.461792746987981
-1.0636676518947477,-2.7996028748263577
-1.9228605774860645,-2.5115336847436476
-1.455116650099021,-2.5702915039380727
-1.4856891105655532,-4.532509116209022
-0.33060264251424853,-2.7701944271617753
2.1191930430597297,-1.9486738400736678
4.252999317094927,0.4650726795700911
4.344285766223641,-1.1482313365139298
3.8355289633356713,-2.0580194223994153
5.270979079181658,0.8871581566526319
4.723110292786959,-0.2529242209178705
3.5140576449289513,-2.309087241772501
1.89485266187952,-2.059266005722432
2.7805008847243435,-1.7941284985320436
-0.40919756551808656,-4.345748933182064
-0.5263712947953457,-3.224999580003566
1.2373695472877368,1.520837714931846
3.522055602469728,-0.7975421019718559
2.915264450511894,-3.1601615806837753
5.975651124903692,-1.9769061671802743
7.1448666240653536,0.2321326237383822
3.1580033196146604,2.2242178816327622
2.005515173426124,5.826729191812282
3.535506791289875,5.416131018871902
0.8843562653929656,-0.7171661115057161
-0.4735781117024584,1.519776611434212
2.711363649808413,5.070290182803564
3.425990965757923,-0.4559343743256865
5.571680367755219,0.555216513874094
5.344748232545564,-2.119005816773446
4.047772761134594,-4.238968810605383
6.130651850732506,-0.44997443634349377
6.817778685204523,-0.4473987034192571
10.07797202613141,2.8947416861290134
11.109718627291132,6.2263244579233
11.009213401657348,6.882672146376065
